id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit
"189217","20.500.11850/3","Wernli, Heini||Boettcher, Maxi||Joos, Hanna||Miltenberger, Annette K.||Spichtinger, Peter",,,"2017-10-25T13:07:52Z","2017-06-12T09:10:58Z||2017-10-25T13:07:52Z","2016-06-28","2016-06-28",,,,,"0094-8276||1944-8007",,"10.1002/2016GL068922","http://hdl.handle.net/20.500.11850/118411","en","American Geophysical Union",,,"Cirrus clouds||Ice clouds||Trajectories||Storm track","A trajectory-based classification of ERA-Interim ice clouds in the region of the North Atlantic storm track","Journal Article","Metadata only",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-06-12T09:18:02Z",,"pub:180364",,"yes",,,,,,,,,,"imp5936548cb69b636273","000047284","84977561791","000380910100090","Geophys. Res. Lett.","12","Geophysical Research Letters","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"6664","6657","Washington, DC","published",,,,,,,,,"2017-10-25T13:07:54Z","2021-02-14T19:43:06Z","true",,"ECIT",
"257293","20.500.11850/3","Orth, René||Zscheischler, Jakob||Seneviratne, Sonia I.",,,"2018-10-11T14:59:06Z","2017-06-12T08:24:27Z||2018-10-11T14:59:06Z","2016-06-21",,"Central Europe was characterized by a humid-temperate climate in the 20th century. Climate change projections suggest that climate in this area will shift towards warmer temperatures by the end of the 21st century, while projected precipitation changes are highly uncertain. Here we show that the 2015 summer rainfall was the lowest on record since 1901 in Central Europe, and that climate models that perform best in the three driest years of the historical time period 1901–2015 project stronger drying trends in the 21st century than models that perform best in the remaining years. Analyses of precipitation and derived soil moisture reveal that the 2015 event was drier than both the recent 2003 or 2010 extreme summers in Central Europe. Additionally there are large anomalies in satellite-derived vegetation greenness. In terms of precipitation and temperature anomalies, the 2015 summer in Central Europe is found to lie between historical climate in the region and that characteristic of the Mediterranean area. Even though the models best capturing past droughts are not necessarily generally more reliable in the future, the 2015 drought event illustrates that potential future drying trends have severe implications and could be stronger than commonly assumed from the entire IPCC AR5 model ensemble.","application/pdf","10.3929/ethz-b-000117920",,"2045-2322",,"10.1038/srep28334","http://hdl.handle.net/20.500.11850/117920","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Hydrology||Climate sciences","Record dry summer in 2015 challenges precipitation projections in Central Europe","Journal Article","Open access",,,"2017-06-12T08:30:55Z",,"pub:179850",,"yes",,,,,,,,,,"imp59365482d8c7d38195","006751867","84975489648","000378197300001","Sci Rep",,"Scientific Reports","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,,"28334","London","published",,,,,,,,,"2017-07-13T07:57:32Z","2022-03-28T21:26:35Z","true","8 p.","ECIT","publishedVersion"
"292374","20.500.11850/3","Kräuchi, Andreas||Philipona, Rolf",,,"2019-05-06T10:28:26Z","2017-06-12T08:02:22Z||2019-05-06T10:28:26Z","2016-06-09",,"Upper-air balloon soundings for weather predictions have been made since the beginning of the 20th century. New radiosonde instruments for in situ humidity-, radiation- and gas-profile measurements in the troposphere and the lower stratosphere, were introduced in recent years for atmospheric research and climate monitoring, but such instruments are often expensive and it is desired they be reused on multiple flights. Recovering instruments that freely descend with parachutes is time consuming, sometimes difficult and even dangerous. Here, we introduce the return glider radiosonde (RGR), which enables flying and retrieving valuable in situ upper-air instruments. The RGR is lifted with weather balloons similar to traditional radiosondes to a preset altitude, at which time a release mechanism cuts the tether string, and a built-in autopilot flies the glider autonomously back to the launch site or a desired preprogrammed location. Once the RGR reaches the landing coordinates it circles down and releases a parachute 100m above ground for landing. The motivation for this project was to measure radiation profiles throughout the atmosphere with the same instrument multiple times and with a rapid turn-around time. The paper describes technical aspects of the return glider radiosonde and the built-in radiation instruments and shows test flights up to 24km altitude that are analyzed in terms of flight performance and maximal distances covered. Several successive flights measuring radiation profiles demonstrate the reliability and the operational readiness of the RGR, allowing new ways for atmospheric in situ research and monitoring with payloads up to several kg depending on the specific size of the glider.","application/pdf","10.3929/ethz-b-000117707",,"1867-1381||1867-8548",,"10.5194/amt-9-2535-2016","http://hdl.handle.net/20.500.11850/117707","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Return glider radiosonde for in situ upper-air research measurements","Journal Article","Open access",,,"2017-06-12T08:02:40Z",,"pub:179624",,"yes",,,,,,,,,,"imp5936547e6c98c36053",,"84974815611","000379397100005","Atmos. meas. tech.","6","Atmospheric Measurement Techniques","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,"2544","2535","Katlenburg-Lindau","published",,,,,,,,,"2017-07-13T08:46:30Z","2023-02-06T17:04:44Z","true","10 p.","ECIT","publishedVersion"
"114706","20.500.11850/3","Abegglen, Manuel||Brem, B.T.||Ellenrieder, M.||Durdina, L.||Rindlisbacher, T.||Wang, J.||Lohmann, Ulrike||Sierau, B.",,,"2017-06-12T03:33:13Z","2017-06-12T03:33:13Z","2016-06",,,,,,"1352-2310||0004-6981||1352-3260",,"10.1016/j.atmosenv.2016.03.051","http://hdl.handle.net/20.500.11850/114739","en","Elsevier",,,"Particulate matter||Aircraft emission||Soot||Metal tracers||Single particle mass spectrometry||Chemical characterization||A-PRIDE","Chemical characterization of freshly emitted particulate matter from aircraft exhaust using single particle mass spectrometry","Journal Article","Metadata only",,,"2017-06-12T03:39:15Z",,"pub:176540",,"yes",,,,,,,,,,"imp59365444ee55e27297","002060155","84962382949","000375504100018","Atmos. environ.",,"Atmospheric Environment","134","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03690||03887","03690||03887","Published online 30 March 2016.","197","181","Amsterdam","published",,,,,,,,,"2017-07-20T17:50:29Z","2020-02-14T16:40:17Z","true",,"ECIT",
"118390","20.500.11850/3","Sørland, Silje L.||Sorteberg, Asgeir||Liu, Changhai||Rasmussen, Roy",,,"2017-06-12T09:11:58Z","2017-06-12T09:11:58Z","2016-06",,,,,,"0148-0227||2169-897X",,"10.1002/2015JD024658","http://hdl.handle.net/20.500.11850/118423","en","American Geophysical Union",,,"Clausius-Clapeyron relation||Extreme precipitation||Idealized uniform temperature experiment||Monsoon LPS","Precipitation response of monsoon low-pressure systems to an idealized uniform temperature increase","Journal Article","Metadata only",,,"2017-06-12T09:18:02Z",,"pub:180376",,"yes",,,,,,,,,,"imp5936548ce70f171222","004289357","84977522853","000381631700008","J. geophys. res., Atmos.","11","Journal of Geophysical Research: Atmospheres","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"6272","6258","Washington, DC","published",,,,,,,,,"2017-07-15T09:06:18Z","2022-03-28T15:02:22Z","true",,"ECIT",
"117954","20.500.11850/3","Rogelj, Joeri||Elzen, Michel den||Höhne, Niklas||Fransen, Taryn||Fekete, Hanna||Winkler, Harald||Schaeffer, Roberto||Sha, Fu||Riahi, Keywan||Meinshausen, Malte",,,"2017-06-12T08:29:01Z","2017-06-12T08:29:01Z","2016-06",,,,,,"0028-0836||1476-4687",,"10.1038/nature18307","http://hdl.handle.net/20.500.11850/117987","en","Nature Publ. Group",,,,"Paris Agreement climate proposals need a boost to keep warming well below 2 °C","Journal Article","Metadata only",,,"2017-06-12T08:30:55Z",,"pub:179925",,"yes",,,,,,,,,,"imp59365484159e265410","000984850","84977119288","000378676000026",,"7609","Nature","534","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777","Published online 29 June 2016.","639","631","London","published",,,,,,,,,"2017-07-19T09:39:09Z","2022-03-28T15:00:45Z","true",,"ECIT",
"118327","20.500.11850/3","Koffi, Brigitte||Schulz, Michael||Bréon, François-Marie||Dentener, Frank||Steensen, Birthe M.||Griesfeller, Jan||Winker, David||Balkanski, Yves||Bauer, Susanne E.||Bellouin, Nicolas||Berntsen, Terje||Bian, Huisheng||Chin, Mian||Diehl, Thomas||Easter, Richard||Ghan, Steven||Hauglustaine, Didier A.||Iversen, Trond||Kirkevåg, Alf||Liu, Xiaohong||Lohmann, Ulrike||Myhre, Gunnar||Rasch, Phil||Seland, Øyvind||Skeie, Ragnhild B.||Steenrod, Stephen D.||Stier, Philip||Tackett, Jason||Takemura, Toshihiko||Tsigaridis, Kostas||Vuolo, Maria R.||Yoon, Jinho||Zhang, Kai",,,"2017-06-12T09:04:56Z","2017-06-12T09:04:56Z","2016-06",,,,,,"0148-0227||2169-897X",,"10.1002/2015JD024639","http://hdl.handle.net/20.500.11850/118360","en","American Geophysical Union",,,,"Evaluation of the aerosol vertical distribution in global aerosol models through comparison against CALIOP measurements: AeroCom phase II results","Journal Article","Metadata only",,,"2017-06-12T09:08:45Z",,"pub:180313",,"yes",,,,,,,,,,"imp5936548bb727740055","004289357","84978086987","000381631800033","J. geophys. res., Atmos.","12","Journal of Geophysical Research: Atmospheres","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690","Published online 27 June 2016. Published online by Wiley.","7283","7254","Washington, DC","published",,,,,,,,,"2017-07-26T18:47:44Z","2022-03-28T15:02:10Z","true",,"ECIT",
"119019","20.500.11850/3","Zhu, Ping||Wild, Martin||Ruymbeke, Michel van||Thuillier, Gérard||Meftah, Mustapha||Karatekin, Ozgur",,,"2017-06-12T10:13:33Z","2017-06-12T10:13:33Z","2016-06",,,,,,"0148-0227||2169-897X",,"10.1002/2015JD024112","http://hdl.handle.net/20.500.11850/119052","en","American Geophysical Union",,,,"Interannual variation of global net radiation flux as measured from space","Journal Article","Metadata only",,,"2017-06-12T10:16:52Z",,"pub:181039",,"yes",,,,,,,,,,"imp593654998d3b960998","004289357","84978796234","000381631800011","J. geophys. res., Atmos.","12","Journal of Geophysical Research: Atmospheres","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Published online 24 June 2016. Published online by Wiley.","6891","6877","Washington, DC","published",,,,,,,,,"2017-07-19T09:50:55Z","2022-03-28T15:04:38Z","true",,"ECIT",
"120584","20.500.11850/3","Jacobs, Liesbet||Dewitte, Olivier||Poesen, Jean||Delvaux, Damien||Thiery, Wim||Kervyn, Matthieu",,,"2017-06-12T12:41:08Z","2017-06-12T12:41:08Z","2016-06",,,,,,"1612-510X",,"10.1007/s10346-015-0582-5","http://hdl.handle.net/20.500.11850/120617","en","Springer",,,"Mass movement||Inventory||Equatorial mountains||Archive analysis||Triggering factors","The Rwenzori Mountains, a landslide-prone region?","Journal Article","Metadata only",,,"2017-06-12T12:45:48Z",,"pub:182690",,"yes",,,,,,,,,,"imp593654b70deac25332","004694505",,,,"3","Landslides","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"536","519","Heidelberg","published",,,,,,,,,"2017-07-18T15:29:41Z","2022-03-28T15:10:00Z","true",,"ECIT",
"104270","20.500.11850/3","Medhaug, Iselin||Drange, Helge",,,"2017-06-11T19:23:05Z","2017-06-11T19:23:05Z","2016-06",,,,,,"0930-7575||1432-0894",,"10.1007/s00382-015-2811-y","http://hdl.handle.net/20.500.11850/104303","en","Springer",,,"CMIP5||Decadal variability||Global warming||Hiatus","Global and regional surface cooling in a warming climate: a multi-model analysis","Journal Article","Metadata only",,,"2017-06-11T19:23:44Z",,"pub:163142",,"yes",,,,,,,,,,"imp5936537ae0b0798607","000036174","84940881313","000381108600032","Clim Dyn","11","Climate Dynamics","46","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777","Published online 5 September 2015.","3920","3899","Heidelberg","published",,,,,,,,,"2017-08-03T08:38:49Z","2022-03-28T14:06:16Z","true",,"ECIT",
"116527","20.500.11850/4","Kremser, Stefanie||Thomason, Larry W.||von Hobe, Marc||Hermann, Markus||Deshler, Terry||Timmreck, Claudia||Toohey, Matthew||Stenke, Andrea||Schwarz, Joshua P.||Weigel, Ralf||Fueglistaler, Stephan||Prata, Fred J.||Vernier, Jean-Paul||Schlager, Hans||Barnes, John E.||Antuña-Marrero, Juan-Carlos||Fairlie, Duncan||Palm, Mathias||Mahieu, Emmanuel||Notholt, Justus||Rex, Markus||Bingen, Christine||Vanhellemont, Filip||Bourassa, Adam||Plane, John M.C.||Klocke, Daniel||Carn, Simon A.||Clarisse, Lieven||Trickl, Thomas||Neely, Ryan||James, Alexander D.||Rieger, Landon||Wilson, James C.||Meland, Brian",,,"2017-06-12T06:10:17Z","2017-06-12T06:10:17Z","2016-06",,,,,,"8755-1209||0096-1043||1944-9208",,"10.1002/2015RG000511","http://hdl.handle.net/20.500.11850/116560","en","American Geophysical Union",,,,"Stratospheric aerosol-Observations, processes, and impact on climate","Review Article","Metadata only",,,"2017-06-12T06:14:25Z",,"pub:178434",,"yes",,,,,,,,,,"imp59365467c295832836","000030755","84966359545","000385716900002","Rev. Geophys.","2","Reviews of Geophysics","54","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517","Published online 7 May 2016.","335","278","Washington, DC","published",,,,,,,,,"2017-07-31T14:56:25Z","2023-02-06T13:23:23Z","true",,"ECIT",
"114096","20.500.11850/3","Mystakidis, Stefanos||Davin, Edouard Léopold||Gruber, Nicolas||Seneviratne, Sonia I.",,,"2017-06-12T02:35:11Z","2017-06-12T02:35:11Z","2016-06",,,,,,"1354-1013||1365-2486",,"10.1111/gcb.13217","http://hdl.handle.net/20.500.11850/114129","en","Wiley-Blackwell",,,"CMIP5 projections||Emergent constraints||Evaluation||Evapotranspiration||Gross primary productivity||Net biome productivity||Terrestrial carbon cycle","Constraining future terrestrial carbon cycle projections using observation-based water and carbon flux estimates","Journal Article","Metadata only",,,"2017-06-12T02:35:32Z",,"pub:175901",,"yes",,,,,,,,,,"imp593654379b0f445022",,"84959860330","000378721700016","Glob. Chang. Biol.","6","Global Change Biology","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03731||03778","03731||03778","Published online 8 March 2016.","2215","2198","Oxford","published",,,,,,,,"true","2017-07-15T00:09:22Z","2022-03-28T14:44:55Z","true",,"ECIT",
"313522","20.500.11850/3","Keuler, Klaus||Radtke, Kai||Kotlarski, Sven||Lüthi, Daniel",,,"2019-10-11T13:46:45Z","2017-06-12T06:54:56Z||2019-10-11T13:46:45Z","2016-05-09","2016-03-21","The variability of climate change over Europe is analyzed in a new ensemble of eight high-resolution scenario simulations with the dynamically nested regional climate model COSMO-CLM. The simulations are a contribution of the CLM-Community to EURO-CORDEX – the European branch of the international CORDEX initiative. The study documents the influence of two emission scenarios (RCP4.5 and RCP8.5) and four driving global climate models (MPI-ESM-LR, HadGEM2-ES, CNRM-CM5, EC-EARTH) on the climate change signal of seasonal near-surface air temperature, seasonal precipitation amount and daily precipitation intensity in eight different regions of Europe. Both temperature and precipitation changes show comparable spatial patterns across the ensemble. The warming magnitude, however, strongly depends on the emission scenario and the driving GCM. The analysis demonstrates that the influence of the driving GCM on the temperature change signal can be of comparable magnitude as the influence of the emission scenario. For seasonal precipitation changes the influence of the driving GCM is even more important. All ensemble members show a consistent increase in the frequency of days with intense precipitation while the total number of precipitation days decreases. A further aspect is the comparison between the climate change signals in the regional and the driving global simulations. A critical intensity class is used to quantify the transition from decreasing to increasing precipitation frequencies. The analysis reveals that the variability of frequency changes is smaller in the regional than in the global model ensemble, which can be interpreted as an improved robustness and a possible added value of the regional projections. It is also shown that the regional simulations tend to reduce the seasonal mean temperature change of the driving global simulation. In some seasons and regions the damping of the warming signal can amount to more than 2 K. Overall, the analysis reveals a strong influence of comparable magnitude of the choice of the emission scenario and the driving global model on regional climate change signals, and stresses the necessity of a large regional model ensemble for a reliable and robust assessment of regional climate change.","application/pdf","10.3929/ethz-b-000117030",,"0941-2948||1610-1227",,"10.1127/metz/2016/0662","http://hdl.handle.net/20.500.11850/117030","en","Schweizerbart","Creative Commons Attribution-NonCommercial 3.0 Unported","http://creativecommons.org/licenses/by-nc/3.0/","Regional climate change||COSMO-CLM||EURO-CORDEX||dynamical downscaling","Regional climate change over Europe in COSMO-CLM: Influence of emission scenario and driving global model","Journal Article","Open access",,,"2017-06-12T07:02:10Z",,"pub:178926",,"yes",,,,,,,,,,"imp59365470a42ae58644","000637360","84971357125","000376160400002","Meteorol. Z.","2","Meteorologische Zeitschrift","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"136","121","Stuttgart","published",,,,,,,,,"2017-07-13T06:05:17Z","2022-03-28T23:51:14Z","true",,"ECIT","publishedVersion"
"201551","20.500.11850/3","Hassanzadeh, Hanieh||Schmidli, Jürg||Langhans, Wolfgang||Schlemmer, Linda||Schär, Christoph",,,"2017-12-07T11:43:07Z","2017-06-14T03:11:13Z||2017-06-11T20:57:47Z||2017-12-07T11:41:00Z||2017-12-07T11:43:07Z","2016-05-09","2015-08-31",,"application/pdf","10.3929/ethz-a-010557327",,"0941-2948||1610-1227","http://hdl.handle.net/20.500.11850/106751||http://hdl.handle.net/20.500.11850/155320","10.1127/metz/2015/0653","http://hdl.handle.net/20.500.11850/218855","en","Borntraeger","Creative Commons Attribution-NonCommercial 3.0 Unported","http://creativecommons.org/licenses/by-nc/3.0/","Moist convection||Precipitation||Diurnal cycle||Topography||Idealized studies||Summertime","Impact of topography on the diurnal cycle of summertime moist convection in idealized simulations","Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T20:58:39Z",,"pub:167024","eth:48304","yes",,,,"Towards kilometer-scale climate change scenarios","132614","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,"imp59366b816e86319707||imp593653ad2dbae95566",,"84971222722","000376160400006","Meteorol. Z.","2","Meteorologische Zeitschrift","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","02717||03360","03360",,"194","181","Berlin","published",,,,,,,,,"2017-12-07T11:32:20Z","2022-03-28T18:35:07Z","true",,"ECOL||ECIT","publishedVersion"
