id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit
"455939","20.500.11850/22","Orth, Rene||Dutra, Emanuel||Trigo, Isabel F.||Balsamo, Gianpaolo",,,"2022-06-22T13:14:28Z","2017-06-12T18:01:59Z||2017-07-27T16:12:25Z||2017-11-02T14:10:35Z||2017-12-07T08:40:40Z||2022-06-22T13:14:28Z","2016-12-14",,"The land surface forms an essential part of the climatesystem. It interacts with the atmosphere through the exchangeof water and energy and hence influences weather andclimate, as well as their predictability. Correspondingly, theland surface model (LSM) is an essential part of any weatherforecasting system. LSMs rely on partly poorly constrainedparameters, due to sparse land surface observations.With theuse of newly available land surface temperature observations,we show in this study that novel satellite-derived datasetshelp improve LSM configuration, and hence can contributeto improved weather predictability.We use the Hydrology Tiled ECMWF Scheme of SurfaceExchanges over Land (HTESSEL) and validate it comprehensivelyagainst an array of Earth observation referencedatasets, including the new land surface temperature product.This reveals satisfactory model performance in terms of hydrologybut poor performance in terms of land surface temperature.This is due to inconsistencies of process representationsin the model as identified from an analysis of perturbedparameter simulations.We show that HTESSEL can be morerobustly calibrated with multiple instead of single referencedatasets as this mitigates the impact of the structural inconsistencies.Finally, performing coupled global weather forecasts,we find that a more robust calibration of HTESSELalso contributes to improved weather forecast skills.In summary, new satellite-based Earth observations areshown to enhance the multi-dataset calibration of LSMs,thereby improving the representation of insufficiently capturedprocesses, advancing weather predictability, and understandingof climate system feedbacks.","application/pdf","10.3929/ethz-b-000125293",,"1812-2116||1812-2108",,"10.5194/hess-2016-628","http://hdl.handle.net/20.500.11850/125293","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Advancing land surface model development with satellite-based Earth observations","Working Paper","Open access",,,"2017-06-12T18:02:07Z",,"pub:187881",,"yes",,,,,,,,,,"imp5936550d66b8a33653",,,,"Hydrol. earth syst. sci.",,"Hydrology and Earth System Sciences Discussions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,,,"Göttingen","published",,,,"10.3929/ethz-b-000191537",,,,,"2017-07-27T16:12:31Z","2023-02-07T03:42:45Z","true","21 p.","ECIT",
"455944","20.500.11850/22","Funke, Bernd||Ball, William||Bender, Stefan||Gardini, Angela||Harvey, V. Lynn||Lambert, Alyn||López-Puertas, Manuel||Marsh, Daniel R.||Meraner, Katharina||Nieder, Holger||Päivärinta, Sanna-Mari||Pérot, Kristell||Randall, Cora E.||Reddmann, Thomas||Rozanov, Eugene||Schmidt, Hauke||Seppälä, Annika||Sinnhuber, Miriam||Sukhodolov, Timofei||Stiller, Gabriele P.||Tsvetkova, Natalia D.||Verronen, Pekka T.||Versick, Stefan||Von Clarmann, Thomas||Walker, Kaley A.||Yushkov, Vladimir",,,"2022-06-22T13:28:48Z","2017-06-12T17:13:24Z||2017-10-24T15:09:43Z||2022-06-22T13:28:48Z","2016-12-09",,"We compare simulations from three high-top (with upper lid above 120 km) and five medium-top (with upper lid around 80 km) atmospheric models with observations of odd nitrogen (NOx = NO + NO2), temperature, and carbon monoxide from seven satellite instruments (ACE-FTS on SciSat, GOMOS, MIPAS, and SCIAMACHY on Envisat, MLS on Aura, SABER on TIMED, and SMR on Odin) during the Northern Hemisphere (NH) polar winter 2008/2009. The models included in the comparison are the 3d Chemistry Transport model (3dCTM), the ECHAM5/MESSy Atmospheric Chemistry (EMAC) model, FinROSE, the Hamburg Model of the Neutral and Ionized Atmosphere (HAMMONIA), the Karlsruhe Simulation Model of the Middle Atmosphere (KASIMA), the modeling tools for SOlar Climate Ozone Links studies (SOCOL and CAO-SOCOL), and the Whole Atmosphere Community Climate Model (WACCM4). The comparison focuses on the energetic particle precipitation (EPP) indirect effect, that is, the polar winter descent of NOx largely produced by EPP in the mesosphere and lower thermosphere. A particular emphasis is given to the impact of the sudden stratospheric warming (SSW) in January 2009 and the subsequent elevated stratopause (ES) event associated with enhanced descent of mesospheric air. The chemistry climate model simulations have been nudged toward reanalysis data in the troposphere and stratosphere while being unconstrained above. An odd nitrogen upper boundary condition obtained from MIPAS observations has further been applied to medium-top models. Most models provide a good representation of the mesospheric tracer descent in general, and the EPP indirect effect in particular, during the unperturbed (pre-SSW) period of the NH winter 2008/2009. The observed NOx descent into the lower mesosphere and stratosphere is generally reproduced within 20%. Larger discrepancies of a few model simulations could be traced back either to the impact of the models’ gravity wave drag scheme on the polar wintertime meridional circulation or to a combination of prescribed NOx mixing ratio at the uppermost model layer and low vertical resolution. In March–April, after the ES event, however, modelled mesospheric and stratospheric NOx distributions deviate significantly from the observations. The too fast and early downward propagation of the NOx tongue, encountered in most simulations, coincides with a temperature high bias in the lower mesosphere (0.2–0.05 hPa) being likely caused by an overestimation of descent velocities. On the other hand, upper mesospheric temperatures (at 0.05–0.001 hPa) are generally underestimated by the high-top models after the onset of the ES event, being indicative for too slow descent and hence too low NOx fluxes. As a consequence, the magnitude of the simulated NOx tongue is generally underestimated by these models. Descending NOx amounts simulated with medium-top models are on average closer to the observations but show a large spread of up to several hundred percent. This is primarily attributed to the different vertical model domains in which the NOx upper boundary condition is applied. In general, the intercomparison demonstrates the ability of state-of-the-art atmospheric models to reproduce the EPP indirect effect in dynamically and geomagnetically quiescent NH winter conditions. The encountered differences between observed and simulated NOx, CO, and temperature distributions during the perturbed phase of the 2009 NH winter, however, emphasize the need for model improvements in the dynamical representation of elevated stratopause events in order to allow for a better description of the EPP indirect effect under these particular conditions.","application/pdf","10.3929/ethz-b-000123931",,"1680-7375||1680-7367",,"10.5194/acp-2016-971","http://hdl.handle.net/20.500.11850/123931","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"HEPPA-II model-measurement intercomparison project: EPP indirect effects during the dynamically perturbed NH winter 2008/2009","Working Paper","Open access",,,"2017-06-12T17:14:21Z",,"pub:186370",,"yes",,,,"Future and Past Solar Influence on the Terrestrial Climate II","147659||147659||147659||147659","10.13039/501100001711||10.13039/501100001711||10.13039/501100001711||10.13039/501100001711","SNF||SNF||SNF||SNF","SNF: Sonstige||SNF: Sonstige||SNF: Sonstige||SNF: Sonstige",,"imp593654f466d8834628",,,,"Atmos. chem. phys. discuss.",,"Atmospheric Chemistry and Physics Discussions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,,,"Göttingen","published",,,,"10.3929/ethz-b-000191839",,,,,"2017-08-03T08:47:22Z","2023-02-07T03:42:49Z","true","49 p.","ECIT",
"124730","20.500.11850/3","Glassmeier, Franziska||Lohmann, Ulrike",,,"2017-06-12T17:46:17Z","2017-06-12T17:46:17Z","2016-12",,,,,,"0022-4928||1520-0469",,"10.1175/JAS-D-16-0008.1","http://hdl.handle.net/20.500.11850/124763","en","American Meteorological Society",,,,"Constraining Precipitation Susceptibility of Warm-, Ice-, and Mixed-Phase Clouds with Microphysical Equations","Journal Article","Metadata only",,,"2017-06-12T17:46:52Z",,"pub:187298",,"yes",,,,,,,,,,"imp59365503e53be86352","000049265",,"000391646500022","J. atmos. sci.",,"Journal of the Atmospheric Sciences","73","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690","Published online 7 December 2016.","5023","5003","Berlin","published",,,,,,,,,"2017-07-20T15:13:54Z","2020-02-14T17:42:11Z","true",,"ECIT",
"200426","20.500.11850/3","Ball, William T.||Kuchař, Aleš||Rozanov, Eugene||Staehelin, Johannes||Tummon, Fiona||Smith, Anne K.||Sukhodolov, Timofei||Stenke, Andrea||Revell, Laura||Coulon, Ancelin||Schmutz, Werner||Peter, Thomas",,,"2017-12-05T10:41:16Z","2017-06-12T19:41:14Z||2017-07-27T14:09:03Z||2017-07-27T14:30:18Z||2017-06-12T17:13:27Z||2017-08-22T09:51:55Z||2017-08-25T07:53:04Z||2017-11-23T11:50:16Z||2017-12-05T10:41:16Z","2016-12","2016-06-08","We find that wintertime temperature anomalies near 4 hPa and 50  N/S are related, through dynamics, to anomalies in ozone and temperature, particularly in the tropical stratosphere but also throughout the upper stratosphere and mesosphere. These mid-latitude anomalies occur on timescales of up to a month, and are related to changes in wave forcing. A change in the meridional Brewer–Dobson circulation extends from the middle stratosphere into the mesosphere and forms a temperature-change quadrupole from Equator to pole. We develop a dynamical index based on detrended, deseasonalised mid-latitude temperature. When employed in multiple linear regression, this index can account for up to 60% of the total variability of temperature, peaking at  5 hPa and dropping to 0 at  50 and  0.5 hPa, respectively, and increasing again into the mesosphere. Ozone similarly sees up to an additional 50% of variability accounted for, with a slightly higher maximum and strong altitude dependence, with zero improvement found at 10 hPa. Further, the uncertainty on all equatorial multiple-linear regression coefficients can be reduced by up to 35 and 20% in temperature and ozone, respectively, and so this index is an important tool for quantifying current and future ozone recovery.","application/pdf","10.3929/ethz-b-000128332",,"1680-7375||1680-7367","http://hdl.handle.net/20.500.11850/123935||http://hdl.handle.net/20.500.11850/128332","10.5194/acp-16-15485-2016","http://hdl.handle.net/20.500.11850/180778","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"An upper-branch Brewer-Dobson circulation index for attribution of stratospheric variability and improved ozone and temperature trend analysis","Journal Article","Open access",,,"2017-06-12T19:41:30Z",,"pub:191239",,"yes",,,,,,,,,,"imp5936553f01bfe30435","004294181",,"000391486900004","Atmos. chem. phys.","24","Atmospheric Chemistry and Physics","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,"15500","15485","Göttingen","published",,,,,,,,"true","2017-08-25T07:47:28Z","2023-02-06T14:56:41Z","true",,"ECIT","publishedVersion"
"292618","20.500.11850/3","Tanaka, Katsumasa||Ohmura, Atsumu||Folini, Doris||Wild, Martin||Ohkawara, Nozomu",,,"2019-05-08T08:23:12Z","2018-10-31T14:23:43Z||2019-05-08T08:23:12Z","2016-11-11",,"Worldwide observations indicate secular trends of all-sky surface solar radiation on a decadal time scale, termed global dimming and brightening. Accordingly, the observed surface radiation in Japan generally shows a strong decline until the end of the 1980s and then a recovery until around 2000. Because a substantial number of measurement stations are located within or close to populated areas, one may speculate that the observed trends are strongly influenced by local air pollution and are thus not of large-scale significance. This hypothesis poses a serious question as to what regional extent the global dimming and brightening are significant: are the global dimming and brightening truly global phenomena, or regional, or even only local? Our study focused on 14 meteorological observatories that measured all-sky surface solar radiation, zenith transmittance, and maximum transmittance. On the basis of municipality population time series, historical land use maps, recent satellite images, and actual site visits, we concluded that eight stations have been significantly influenced by urbanization, with the remaining six stations being left pristine. Between the urban and rural areas, no marked differences were identified in the temporal trends of the aforementioned meteorological parameters. Our findings suggest that global dimming and brightening in Japan occurred on a large scale, independently of urbanization.","application/pdf","10.3929/ethz-b-000122892",,"1680-7375||1680-7367","http://hdl.handle.net/20.500.11850/122892||http://hdl.handle.net/20.500.11850/164581","10.5194/acp-16-13969-2016","http://hdl.handle.net/20.500.11850/300236","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Is global dimming and brightening in Japan limited to urban areas?","Journal Article","Open access",,,"2017-06-12T16:23:49Z",,"pub:185228||pub:185421",,"yes",,,,"Quantifying Uncertainty in Climate Projections including Biogeochemical Feedbacks","255568||255568","10.13039/501100000780||10.13039/501100000780","EC||EC","FP7||FP7",,"imp593654e31a97489978||imp593654e61456e15223",,,"000387453900003","Atmos. chem. phys.","21","Atmospheric Chemistry and Physics","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777||03360","03777",,"14001","13969","Göttingen","published",,,,,,,,,"2018-10-31T14:24:21Z","2023-02-06T17:05:19Z","true","33 p.","ECIT","publishedVersion"
"265778","20.500.11850/3","Souverijns, Niels||Thiery, Wim||Demuzere, Matthias||van Lipzig, Nicole P.M.",,,"2018-11-27T09:12:41Z","2017-06-12T15:18:37Z||2018-04-06T13:09:58Z||2018-11-27T09:12:41Z","2016-11","2016-11-08","Precipitation amounts over East Africa have been declining over the last decades. These changes and future climate change over the region are highly debated. This study analyzes drivers of future precipitation changes over East Africa by applying a classification of circulation patterns on 15 historical and future members of the COordinated Regional climate Downscaling EXperiment. Typical circulation types (CTs) are obtained. Under a high emission scenario, changes in the frequency of occurrence of these CTs attribute for 23% of the total change in precipitation over East Africa by the end of the century. The remaining part (77%) is not related to East African synoptics, e.g. changes in moisture content, local/mesoscale feedbacks, and changes in moisture influx. These other effects comprise increases in precipitation close to the equator and the Somali region, while decreases are found over northwestern Ethiopia, the Sudan region and the lake areas.","application/pdf","10.3929/ethz-b-000122225",,"1748-9326||1748-9318",,"10.1088/1748-9326/11/11/114011","http://hdl.handle.net/20.500.11850/122225","en","Institute of Physics","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Circulation classification||Regional climate modeling||Precipitation||Weather atlas||Thermodynamics||Large-scale synoptics","Drivers of furture changes in East African precipitation","Journal Article","Open access",,,"2017-06-12T15:20:40Z",,"pub:184510",,"yes",,,,,,,,,,"imp593654d6b1e8754047","005253059","85006054926","000388487100001","Environ. Res. Lett.","11","Environmental Research Letters","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,,"114011","Britstol","published",,,,,,,,,"2017-07-15T06:18:04Z","2022-03-28T21:46:58Z","true","10 p.","ECIT","publishedVersion"
"265774","20.500.11850/3","Docquier, David||Thierry, Wim||Lhermitte, Stef||van Lipzig, Nicole P.M.",,,"2018-11-27T09:09:02Z","2018-01-15T07:27:58Z||2018-01-25T12:49:57Z||2018-02-12T16:05:32Z||2018-11-27T09:09:02Z","2016-11","2016-02-12",,,,,"0930-7575||1432-0894",,"10.1007/s00382-016-3020-z","http://hdl.handle.net/20.500.11850/228426","en","Springer",,,"Lake Tanganyika||Wind||Regional climate model||Orography","Multi-year wind dynamics around Lake Tanganyika","Journal Article","Metadata only",,,"2018-01-15T07:27:59Z",,,,"no",,,,,,,,,,,,,,"Clim Dyn","9-10","Climate Dynamics","47","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"3202","3191","Berlin","published",,,,,,,,,"2018-01-25T12:50:00Z","2022-03-28T21:46:56Z","true",,"FORM",
"232689","20.500.11850/3","Orth, Rene||Vogel, Martha M.||Luterbacher, Jürg||Pfister, Christian||Seneviratne, Sonia I.",,,"2018-04-26T08:30:03Z","2017-06-12T17:02:28Z||2018-04-26T08:30:03Z","2016-11","2016-11-15","There is strong evidence that the year 1540 was exceptionally dry and warm in Central Europe. Here we infer 1540 summer temperatures from the number of dry days (NDDs) in spring (March–May) and summer (June–August) in 1540 derived from historical documentary evidence published elsewhere, and compare our estimates with present-day temperatures. We translate the NDD values into temperature distributions using a linear relationship between modeled temperature and NDD from a 3000 year pre-industrial control simulation with the Community Earth System Model (CESM). Our results show medium confidence that summer mean temperatures (T JJA) and maximum temperatures (TXx) in Central Europe in 1540 were warmer than the respective present-day mean summer temperatures (assessed between 1966–2015). The model-based reconstruction suggests further that with a probability of 40%–70%, the highest daily temperatures in 1540 were even warmer than in 2003, while there is at most a 20% probability that the 1540 mean summer temperature was warmer than that of 2003 in Central Europe. As with other state-of-the-art analyses, the uncertainty of the reconstructed 1540 summer weather in this study is considerable, for instance as extrapolation is required because 1540-like events are not captured by the employed Earth system model (ESM), and neither by other ESMs. However, in addition to paleoclimatological approaches we introduce here an independent methodology to estimate 1540 temperatures, and contribute consequently to a reduced overall uncertainty in the analysis of this event. The characterization of such events and the related climate system functioning is particularly relevant in the context of global warming and the corresponding increase of extreme heat wave magnitude and occurrence frequency.","application/pdf","10.3929/ethz-b-000123561",,"1748-9326||1748-9318",,"10.1088/1748-9326/11/11/114021","http://hdl.handle.net/20.500.11850/123561","en","Institute of Physics","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","1540 drought||Climate model||Soil moisture feedbacks||(Extreme) temperature reconstruction","Did European temperatures in 1540 exceed present-day records?","Journal Article","Open access",,,"2017-06-12T17:03:12Z",,"pub:185966",,"yes",,,,"Land-Climate Interactions: Constraints for Droughts and Heatwaves in a Changing Climate","617518","10.13039/501100000780","EC","FP7",,"imp593654ee1283768836","005253059","85005976233",,"Environ. Res. Lett.","11","Environmental Research Letters","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,,"114021","Britstol","published",,,,,,,,,"2017-07-20T18:17:07Z","2022-03-28T19:50:13Z","true","10 p.","ECIT","publishedVersion"
"417291","20.500.11850/3","Jacobs, Liesbet||Maes, Jan||Mertens, Kewan||Sekajugo, John||Thiery, Wim||van Lipzig, Nicole P.M.||Poesen, Jean||Kervyn, Matthieu||Dewitte, Olivier",,,"2021-09-07T06:19:26Z","2017-06-12T09:05:12Z||2021-09-07T06:19:26Z","2016-11","2016-07-12","The increased use of complex and holistic modelling for multi-hazard analysis is in sharp contrast with a lacuna in hazard analysis in equatorial Africa. This study aims to increase understanding of multi-hazard events in poorly documented regions with low accessibility. We focus on the Nyamwamba catchment (107 km2) located in the Rwenzori Mountains (Uganda) where on May 1, 2013, a severe flash flood occurred. In this region, wildfires, earthquakes and landslides occur as well. Here we reconstruct the circumstances under which this flash flood event was triggered, characterize the different processes acting upon the catchment dynamics and estimate the damaging effects of the flash flood within the catchment. The combined occurrence of intense rainfall, a forest fire having burned 18 % of the catchment area and the occurrence of 29 landslides providing debris to the river system, induced a debris-rich and very destructive flash flood which caused several fatalities, the destruction of 70 buildings, several bridges, a hospital, a school, a tarmac road and several lifelines. Although the methodologies applied to estimate peak discharge, detect landslides and delineate wildfires are well established in their disciplines and sometimes limited in their precision, their combination is required to demonstrate the importance of the wildfire and landslides for the magnitude of this flood, unprecedented in decades but characterized by a low return period of the triggering rainfall event. This indicates that flash floods should not be considered as self-determined phenomena but as a result of several cascading and interacting hazard processes.",,,,"0921-030X||1573-0840",,"10.1007/s11069-016-2458-y","http://hdl.handle.net/20.500.11850/118363","en","Springer",,,"Flash flood||Landslide||Forest fire||Multi-hazard||Equatorial Africa","Reconstruction of a flash flood event through a multi-hazard approach: focus on the Rwenzori Mountains, Uganda","Journal Article","Metadata only",,,"2017-06-12T09:08:45Z",,"pub:180316",,"yes",,,,,,,,,,"imp5936548bc97ce56244",,"84978075341","000386241300007","Nat. hazards","2","Natural Hazards","84","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"876","851","Berlin","published",,,,,,,,,"2017-07-19T08:48:10Z","2022-03-29T11:31:45Z","true",,"ECIT",
"122600","20.500.11850/5","Rozanov, Eugene||Georgieva, Katya||Mironova, Irina||Tinsley, Brian||Aylward, A.",,,"2017-06-12T15:54:46Z","2017-06-12T15:54:46Z","2016-11",,,,,,"1364-6826||1879-1824",,"10.1016/j.jastp.2016.08.012","http://hdl.handle.net/20.500.11850/122633","en","Elsevier",,,,"Foreword: Special issue on “Effects of the solar wind and interplanetary disturbances on the Earth's atmosphere and climate”","Other Journal Item","Metadata only",,,"2017-06-12T15:55:48Z",,"pub:184957",,"yes",,,,,,,,,,"imp593654de2884150040","001728088","84994895204","000389094300017","J. atmos. sol.-terr. phys.",,"Journal of Atmospheric and Solar-Terrestrial Physics","149","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,"150","146","Oxford","published",,,,,,,,,"2017-07-13T09:21:19Z","2023-02-06T13:34:30Z","true",,"ECIT",
