id,collection,dc.contributor.author,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"266191","20.500.11850/3","Warren, Ben H.||Hagen, Oskar||Gerber, Florian||Thébaud, Christophe||Paradis, Emmanuel||Conti, Elena",,"2018-11-28T13:10:34Z","2018-11-09T05:57:28Z||2018-11-28T13:10:34Z","2018-10","2018-08-27",,,,"0014-3820||1558-5646",,"10.1111/evo.13582","http://hdl.handle.net/20.500.11850/302523","en","Wiley",,,"Age‐dependent extinction||extinction risk||evolutionary uniqueness||phylogenetic clustering","Evaluating alternative explanations for an association of extinction risk and evolutionary uniqueness in multiple insular lineages",,"Journal Article","Metadata only",,"2018-11-09T05:57:29Z",,,,,"yes",,,,,,,,,,,,"85053035667",,"000448834600003","Evolution","10","Evolution","72","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,"2024","2005","Hoboken, NJ","published",,,,,,,,,,"2018-11-28T13:10:38Z","2023-02-06T16:38:14Z","true",,"SCOPUS",,,
"251813","20.500.11850/4","Pellissier, Loïc||Rasmann, Sergio",,"2018-09-05T09:12:31Z","2018-09-01T07:48:18Z||2018-09-05T09:12:31Z","2018-10","2018-07-17",,,,,,"10.1016/j.cois.2018.07.005","http://hdl.handle.net/20.500.11850/286359","en","Elsevier",,,,"The functional decoupling of processes in alpine ecosystems under climate change",,"Review Article","Metadata only",,"2018-09-01T07:48:22Z",,,,,"yes",,,,"Lif3web: The present and future spatial structure of tri-trophic networks","162604","10.13039/501100001711","SNF","Projekte Lebenswissenschaften",,,,"85052073688",,"000452866500020",,,"Current Opinion in Insect Science","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,"132","126","Amsterdam","published",,,,,,,,,,"2018-09-05T09:12:34Z","2023-02-06T15:51:04Z","true",,"SCOPUS",,,
"258569","20.500.11850/3","Snell, Rebecca S.||Elkin, Ché||Kotlarski, Sven||Bugmann, Harald",,"2018-10-17T08:57:09Z","2018-10-12T10:08:14Z||2018-10-17T08:57:09Z","2018-10","2018-05-03",,,,"1436-3798||1436-378X",,"10.1007/s10113-018-1337-3","http://hdl.handle.net/20.500.11850/295221","en","Springer",,,"Climate change impact||Downscaling||Dynamic vegetation model||Ensembles||Landscape model||LandClim||Rockfall protection","Importance of climate uncertainty for projections of forest ecosystem services",,"Journal Article","Metadata only",,"2018-10-12T10:09:37Z",,,,,"yes",,,,,,,,,,,,"85053666414",,"000445234600021","Reg Environ Change","7","Regional Environmental Change","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"2159","2145",,"published",,,,,,,,,,"2018-10-17T08:57:22Z","2023-02-06T16:03:08Z","true",,"WOS",,,
"281426","20.500.11850/3","Eggersdorfer, Maximilian L.||Seybold, Hansjörg||Ofner, Alessandro||Weitz, David A.||Studart, André R.",,"2019-02-18T07:06:30Z","2019-02-18T07:06:30Z","2018-09-18","2018-09-05",,,,"0027-8424||1091-6490","http://hdl.handle.net/20.500.11850/295635||http://hdl.handle.net/20.500.11850/321635","10.1073/pnas.1803644115","http://hdl.handle.net/20.500.11850/325606","en","National Academy of Sciences",,,"Droplet formation||Microfluidics||Surface wetting||Contact angle||Step emulsification","Wetting controls of droplet formation in step emulsification",,"Journal Article","Metadata only",,"2018-10-13T07:39:55Z",,,,,"yes",,,,,,,,,,,,"85053520401",,"000447224900051","Proc Natl Acad Sci U S A","38","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02160 - Dep. Materialwissenschaft / Dep. of Materials::03831 - Studart, André R. / Studart, André R.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02160 - Dep. Materialwissenschaft / Dep. of Materials::03831 - Studart, André R. / Studart, André R.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03831||03798","03831||03798",,"9484","9479","Washington, DC","published",,,,,,,,,,"2019-02-18T07:06:36Z","2022-03-28T22:17:51Z","true",,"SCOPUS||FORM",,,
"251476","20.500.11850/3","Frey, David||Vega, Kevin||Zellweger, Florian||Ghazoul, Jaboury||Hansen, Dennis||Moretti, Marco",,"2018-09-03T12:17:47Z","2018-09-01T05:01:10Z||2018-09-03T12:17:47Z","2018-09",,,,,"0021-8901||1365-2664",,"10.1111/1365-2664.13189","http://hdl.handle.net/20.500.11850/286328","en","Wiley-Blackwell",,,"ecosystem functions||ecosystem services||habitat heterogeneity||light detection and ranging||pest control||trophic interactions||urban ecosystems||urban gardens","Predation risk shaped by habitat and landscape complexity in urban environments",,"Journal Article","Metadata only",,"2018-09-01T05:01:21Z",,,,,"yes",,,,,,,,,,,,"85052149961",,"000441438600024","J. Appl. Ecol.","5","Journal of Applied Ecology","55","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"2353","2343","Oxford","published",,,,,,,,,,"2018-09-03T12:17:50Z","2021-02-15T01:30:23Z","true",,"WOS",,,
"272198","20.500.11850/21","Knaus, Florian",,"2019-01-09T06:51:38Z","2019-01-08T15:33:36Z||2019-01-09T06:51:38Z","2018-09","2019-01-09",,"application/pdf","10.3929/ethz-b-000314320",,,,"http://hdl.handle.net/20.500.11850/314320","de","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Charakteristiken von Gästen in vier Schweizer Naturpärken und deren touristisch induzierte Wertschöpfung",,"Report","Open access",,"2019-01-08T15:33:38Z",,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723||03723","03723","Projektbericht des Netzwerks Schweizer Pärke, Bern und der ETH Zürich, Zürich",,,"Zürich","published",,,,,,,,,,"2019-01-09T06:52:00Z","2020-02-15T16:32:41Z","true","52 p.","FORM",,"Untersuchungen anhand des Parc Jura vaudois, Parc Ela, Naturpark Gantrisch und Landschaftspark Binntal",
"248926","20.500.11850/4","Ujaczki, Éva||Feigl, Viktória||Cusack, Patricia||Curtin, Teresa||Courtney, Ronan||O'Donoghue, Lisa||Davris, Panagiotis||Hugi, Christoph||Evangelou, Michael W.H.||Balomenos, Efhtymios||Lenz, Markus",,"2018-08-16T14:02:02Z","2018-08-16T07:55:13Z||2018-08-16T14:02:02Z","2018-09","2018-05-07",,"application/pdf","10.3929/ethz-b-000282807","1526-498X||0142-0356||1097-4660||0268-2575",,"10.1002/jctb.5687","http://hdl.handle.net/20.500.11850/282807","en","John Wiley & Sons, Ltd","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/",,"Re-using bauxite residues: benefits beyond (critical raw) material recovery",,"Review Article","Open access",,"2018-08-16T07:55:17Z",,,,,"yes",,,,,,,,,,,,"85051238381",,"000440926300003","J. Chem. Technol. Biotechnol.","9","Journal of Chemical Technology & Biotechnology","93","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems",,"02722",,,"2510","2498","London","published",,,,,,,,,,"2018-08-16T14:02:05Z","2020-02-15T14:27:13Z","true","13 p.","SCOPUS",,,"publishedVersion"
"248348","20.500.11850/3","Sentis, Arnaud||Bertram, Raphaël||Dardenne, Nathalie||Ramon-Portugal1, Felipe||Espinasse, Gilles||Louit, Ines||Negri, Lucie||Haeler, Elena||Ashkar, Thomas||Pannetier, Théo||Cunningham, James L.||Grunau, Christoph||Le Trionnaire, Gaël||Simon, Jean-Christophe||Magro, Alexandra||Pujol, Benoit||Hemptinne, Jean-Louis||Danchin, Etienne",,"2018-08-13T13:54:21Z","2018-07-06T16:06:53Z||2018-07-09T08:56:31Z||2018-07-09T08:58:14Z||2018-07-10T08:20:08Z||2018-08-13T13:54:21Z","2018-09","2018-06-29",,,,"0018-067x||1365-2540",,"10.1038/s41437-018-0108-8","http://hdl.handle.net/20.500.11850/274374","en","Nature Publishing Group",,,"Experimental evolution||Evolutionary ecology","Evolution without standing genetic variation: change in transgenerational plastic response under persistent predation pressure",,"Journal Article","Metadata only",,"2018-07-06T16:07:05Z",,,,,"yes",,,,,,,,,,,,"85049139054",,"000441073100007","Heredity","3","Heredity","121","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,"281","266","Avenel, NJ","published",,,,,,,,,,"2018-08-13T13:54:23Z","2023-02-06T15:45:25Z","true",,"SCOPUS",,,
"258150","20.500.11850/5","Winton, R. Scott||Ocampo-Peñuela, Natalia",,"2018-10-15T13:10:47Z","2018-10-03T22:49:41Z||2018-10-08T12:47:08Z||2018-10-15T13:10:47Z","2018-09","2018-07-18",,,,"0006-3606||1744-7429",,"10.1111/btp.12594","http://hdl.handle.net/20.500.11850/293146","en","Wiley",,,"Colombia||Environmental economics||Birdwatching||Environmental policy||Rwanda","How to realize social and conservation benefits from ecotourism in post‐conflict contexts",,"Other Journal Item","Metadata only",,"2018-10-03T22:49:48Z",,,,,"yes",,,,,,,,,,,,,,"000444459600002",,"5","Biotropica","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03328||03723","03328||03723",,"722","719","Hoboken, NJ","published",,,,,,,,,,"2018-10-15T13:10:50Z","2023-02-06T16:02:18Z","true",,"WOS",,,
"251801","20.500.11850/3","Strona, Giovanni||Stringer, Simon D.||Vieilledent, Ghislain||Szantoi, Zoltan||Garcia-Ulloa, John||Wich, Serge A.",,"2018-09-05T08:14:59Z","2018-09-05T02:43:56Z||2018-09-05T08:14:59Z","2018-08-28","2018-08-13","Despite growing awareness about its detrimental effects on tropical biodiversity, land conversion to oil palm continues to increase rapidly as a consequence of global demand, profitability, and the income opportunity it offers to producing countries. Although most industrial oil palm plantations are located in Southeast Asia, it is argued that much of their future expansion will occur in Africa. We assessed how this could affect the continent’s primates by combining information on oil palm suitability and current land use with primate distribution, diversity, and vulnerability. We also quantified the potential impact of large-scale oil palm cultivation on primates in terms of range loss under different expansion scenarios taking into account future demand, oil palm suitability, human accessibility, carbon stock, and primate vulnerability. We found a high overlap between areas of high oil palm suitability and areas of high conservation priority for primates. Overall, we found only a few small areas where oil palm could be cultivated in Africa with a low impact on primates (3.3 Mha, including all areas suitable for oil palm). These results warn that, consistent with the dramatic effects of palm oil cultivation on biodiversity in Southeast Asia, reconciling a large-scale development of oil palm in Africa with primate conservation will be a great challenge.","application/pdf","10.3929/ethz-b-000286961","0027-8424||1091-6490",,"10.1073/pnas.1804775115","http://hdl.handle.net/20.500.11850/286961","en","National Academy of Sciences","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","oil palm||primate||vulnerability||biodiversity||biofuel","Small room for compromise between oil palm cultivation and primate conservation in Africa",,"Journal Article","Open access",,"2018-09-05T02:44:41Z",,,,,"yes",,,,,,,,,,,,,,"000442861600062","Proc Natl Acad Sci U S A","35","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"8816","8811","Washington, DC","published",,,,,,,,,,"2018-09-05T08:15:05Z","2022-03-28T21:11:38Z","true",,"WOS",,,"publishedVersion"
"271606","20.500.11850/21","Rudow, Andreas",,"2019-01-04T07:43:46Z","2018-12-27T14:57:47Z||2019-01-04T07:43:46Z","2018-08-08","2019-01-04",,"application/pdf","10.3929/ethz-b-000313262",,,,"http://hdl.handle.net/20.500.11850/313262","de","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Forest genetic resources||Climate change||Adaptation||Trees","Forstliche Genressourcen und Anpassung an den Klimawandel. Wissensstand und Handlungsbedarf",,"Report","Open access",,"2018-12-27T14:58:01Z",,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,,"Zurich","published",,,,,,,,,,"2019-01-04T07:44:00Z","2020-02-15T16:29:29Z","true","30 p.","FORM",,"Bericht 2018 im Auftrag  des Bundesamtes für Umwelt (EUFORGEN Basismandat)",
"238625","20.500.11850/3","Ocampo-Peñuela, Natalia||Garcia-Ulloa, John||Ghazoul, Jaboury||Etter, Andres",,"2018-06-11T06:46:12Z","2018-06-10T05:47:59Z||2018-06-11T06:46:12Z","2018-08","2018-06-05",,,,"0006-3207||1873-2917",,"10.1016/j.biocon.2018.05.024","http://hdl.handle.net/20.500.11850/268894","en","Elsevier",,,,"Quantifying impacts of oil palm expansion on Colombia's threatened biodiversity",,"Journal Article","Metadata only",,"2018-06-10T05:48:00Z",,,,,"yes",,,,,,,,,,,,"85047895149",,"000439537600013","Biol Conserv",,"Biological Conservation","224","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"121","117","Oxford","published",,,,,,,,,,"2018-06-11T06:46:14Z","2020-02-15T13:29:22Z","true",,"SCOPUS",,,
"256010","20.500.11850/19","Müller, Thomas","Knaus, Florian","2018-10-03T11:47:57Z","2018-09-13T07:36:02Z||2018-10-03T11:47:57Z","2018-08",,,"application/pdf","10.3929/ethz-b-000289200",,,,"http://hdl.handle.net/20.500.11850/289200","de","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Modulare Betonelemente als Mittel zur Förderung der Gelbbauchunke (Bombina variegata)",,"Bachelor Thesis","Open access",,"2018-09-13T07:36:03Z",,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723||03723","03723",,,,"Zürich","published",,,,,,,,,,"2018-10-03T11:48:05Z","2020-02-15T15:15:21Z","true","38 p.","FORM",,,
"248597","20.500.11850/3","Borges, Paulo A.V.||Cardoso, Pedro||Kreft, Holger||Whittaker, Robert J.||Fattorini, Simone||Emerson, Brent C.||Gil, Artur||Gillespie, Rosemary G.||Matthews, Thomas J.||Santos, Ana M.C.||Steinbauer, Manuel J.||Thébaud, Christophe||Ah-Peng, Claudine||Amorim, Isabel R.||Calvo Aranda, Silvia||Moura Arroz, Ana||Azevedo, José M.N.||Boieiro, Mário||Borda‑de‑Água, Luís||Carvalho, José C.||Elias, Rui B.||Fernández-Palacios, José M.||Florencio, Margarita||González‑Mancebo, Juana M.||Heaney, Lawrence R.||Hortal, Joaquín||Kueffer, Christoph||Lequette, Benoit||Martín‑Esquivel, José L.||López, Heriberto||Lamelas‑López, Lucas||Marcelino, José||Nunes, Rui||Oromí, Pedro||Patiño, Jairo||Pérez, Antonio J.||Rego, Carla||Ribeiro, Sérvio P.||Rigal, François||Rodrigues, Pedro||Rominger, Andrew J.||Santos‑Reis, Margarida||Schaefer, Hanno||Sérgio, Cecília||Sim-Sim, Manuela||Stephenson, P.J.||Strasberg, Dominique||Vanderporten, Alain||Vieira, Virgílio||Gabriel, Rosalina",,"2018-08-14T16:52:23Z","2018-06-08T07:04:10Z||2018-06-19T12:07:00Z||2018-08-14T16:52:23Z","2018-08","2018-05-07","Islands harbour evolutionary and ecologically unique biota, which are currently disproportionately threatened by a multitude of anthropogenic factors, including habitat loss, invasive species and climate change. Native forests on oceanic islands are important refugia for endemic species, many of which are rare and highly threatened. Long-term monitoring schemes for those biota and ecosystems are urgently needed: (i) to provide quantitative baselines for detecting changes within island ecosystems, (ii) to evaluate the effectiveness of conservation and management actions, and (iii) to identify general ecological patterns and processes using multiple island systems as repeated ‘natural experiments’. In this contribution, we call for a Global Island Monitoring Scheme (GIMS) for monitoring the remaining native island forests, using bryophytes, vascular plants, selected groups of arthropods and vertebrates as model taxa. As a basis for the GIMS, we also present new, optimized monitoring protocols for bryophytes and arthropods that were developed based on former standardized inventory protocols. Effective inventorying and monitoring of native island forests will require: (i) permanent plots covering diverse ecological gradients (e.g. elevation, age of terrain, anthropogenic disturbance); (ii) a multiple-taxa approach that is based on standardized and replicable protocols; (iii) a common set of indicator taxa and community properties that are indicative of native island forests’ welfare, building on, and harmonized with existing sampling and monitoring efforts; (iv) capacity building and training of local researchers, collaboration and continuous dialogue with local stakeholders; and (v) long-term commitment by funding agencies to maintain a global network of native island forest monitoring plots.","application/pdf","10.3929/ethz-b-000268507","1572-9710||0960-3115",,"10.1007/s10531-018-1553-7","http://hdl.handle.net/20.500.11850/268507","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Beta-diversity||Ecological gradients||Forest monitoring protocols||Island conservation||Long-term monitoring||Sampling standardization","Global Island Monitoring Scheme (GIMS): a proposal for the long-term coordinated survey and monitoring of native island forest biota",,"Journal Article","Open access",,"2018-06-08T07:04:21Z",,,,,"yes",,,,,,,,,,,,"85046550641",,"000436794700007",,"10","Biodiversity and Conservation","27","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03706||03723","03723",,"2586","2567","Dordrecht","published",,,,,,,,,,"2018-08-14T16:52:34Z","2021-02-15T01:16:41Z","true",,"SCOPUS",,,"publishedVersion"
