id,collection,dc.contributor.author,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"238793","20.500.11850/3","Hagen, Oskar||Andermann, Tobias||Quental, Tiago B.||Antonelli, Alexandre||Silvestro, Daniele",,"2018-06-12T07:07:02Z","2018-06-08T05:01:48Z||2018-06-12T07:07:02Z","2018-05","2017-11-10","The estimation of diversification rates is one of the most vividly debated topics in modern systematics, with considerable controversy surrounding the power of phylogenetic and fossil-based approaches in estimating extinction. Van Valen’s seminal work from 1973 proposed the “Law of constant extinction,” which states that the probability of extinction of taxa is not dependent on their age. This assumption of age-independent extinction has prevailed for decades with its assessment based on survivorship curves, which, however, do not directly account for the incompleteness of the fossil record, and have rarely been applied at the species level. Here, we present a Bayesian framework to estimate extinction rates from the fossil record accounting for age-dependent extinction (ADE). Our approach, unlike previous implementations, explicitly models unobserved species and accounts for the effects of fossil preservation on the observed longevity of sampled lineages. We assess the performance and robustness of our method through extensive simulations and apply it to a fossil data set of terrestrial Carnivora spanning the past 40 myr. We find strong evidence of ADE, as we detect the extinction rate to be highest in young species and declining with increasing species age. For comparison, we apply a recently developed analogous ADE model to a dated phylogeny of extant Carnivora. Although the phylogeny-based analysis also infers ADE, it indicates that the extinction rate, instead, increases with increasing taxon age. The estimated mean species longevity also differs substantially, with the fossil-based analyses estimating 2.0 myr, in contrast to 9.8 myr derived from the phylogeny-based inference. Scrutinizing these discrepancies, we find that both fossil and phylogeny-based ADE models are prone to high error rates when speciation and extinction rates increase or decrease through time. However, analyses of simulated and empirical data show that fossil-based inferences are more robust. This study shows that an accurate estimation of ADE from incomplete fossil data is possible when the effects of preservation are jointly modeled, thus allowing for a reassessment of Van Valen’s model as a general rule in macroevolution.","application/pdf","10.3929/ethz-b-000268293","1063-5157||1076-836X",,"10.1093/sysbio/syx082","http://hdl.handle.net/20.500.11850/268293","en","Oxford University Press","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/","Age-dependent extinction||diversification||macroevolution||PyRate||Bayesian inference","Estimating Age-Dependent Extinction: Contrasting Evidence from Fossils and Phylogenies",,"Journal Article","Open access",,"2018-06-08T05:02:14Z",,,,,"yes",,,,,,,,,,,,"85043490262",,"000433058600007","Syst Biol","3","Systematic Biology","67","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,"474","458","London","published",,,,,,,,,,"2018-06-12T07:07:06Z","2023-02-06T15:35:08Z","true",,"WOS",,,"publishedVersion"
"237400","20.500.11850/3","Thrippleton, Timothy||Bugmann, Harald||Snell, Rebecca S.",,"2018-06-04T10:37:00Z","2018-01-17T12:49:30Z||2018-02-12T11:51:13Z||2018-03-16T12:41:02Z||2018-06-04T10:37:00Z","2018-05","2018-04-16",,,,"0022-0477",,"10.1111/1365-2745.12889","http://hdl.handle.net/20.500.11850/230140","en","Wiley-Blackwell",,,"Arrested succession||Delayed succession||Forest landscape model||Plant–plant interactions||Recalcitrant understorey layer","Herbaceous competition and browsing may induce arrested succession in central European forests",,"Journal Article","Metadata only",,"2018-01-17T12:49:31Z",,,,,"yes",,,,,,,,,,,,"85045403287",,"000430123800028","J. Ecol.","3","Journal of Ecology","106","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"1132","1120","Oxford","published",,,,,,,,,"true","2018-02-12T11:51:15Z","2021-02-15T00:14:56Z","true",,"FORM",,,
"239393","20.500.11850/3","Zhang, Yao||Xiao, Xiangming||Wolf, Sebastian||Wu, Jin||Wu, Xiaocui||Gioli, Beniamino||Wohlfahrt, Georg||Cescatti, Alessandro||Van der Tol, Christiaan||Zhou, Sha||Gough, Christopher||Gentine, Pierre||Zhang, Yongguang||Steinbrecher, Rainer||Ardö, Jonas",,"2018-06-14T10:42:01Z","2018-06-08T06:46:56Z||2018-06-14T10:42:01Z","2018-04-28","2018-04-24",,,,"0094-8276||1944-8007",,"10.1029/2017GL076354","http://hdl.handle.net/20.500.11850/268370","en","Wiley",,,,"Spatio-Temporal Convergence of Maximum Daily Light-Use Efficiency Based on Radiation Absorption by Canopy Chlorophyll",,"Journal Article","Metadata only",,"2018-06-08T06:47:05Z",,,,,"yes",,,,,,,,,,,,"85045841812",,"000435745500023","Geophys. Res. Lett.","8","Geophysical Research Letters","45","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"3519","3508","Washington DC","published",,,,,,,,,,"2018-06-14T10:42:05Z","2022-03-28T20:27:19Z","true",,"SCOPUS",,,
"268613","20.500.11850/10","von Freyberg, Jana||Allen, Scott T.||Seeger, Stefan||Weiler, Markus||Kirchner, James W.",,"2018-12-11T12:04:18Z","2018-12-11T10:57:27Z||2018-12-11T11:43:12Z||2018-12-11T12:04:18Z","2018-04-12",,,"application/pdf","10.3929/ethz-b-000309959","1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/309959","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Using young water fractions to identify streamflow generation mechanisms across 22 Swiss catchments",,"Other Conference Item","Open access",,"2018-12-11T10:57:41Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Poster presented on April 9, 2018",,"EGU2018-8301","Göttingen","published",,,,,,,,,,"2018-12-11T11:43:20Z","2022-03-28T21:54:55Z","true","1 p.","FORM",,,"publishedVersion"
"332718","20.500.11850/10","Griepentrog, Marco||Bodé, Samuel||Boudin, Mathieu||Dercon, Gerd||Doetterl, Sebastian||Eglinton, Timothy I.||Haghipour, Negar||Joya, Sebastian||Martin, Victoria||Matulanya, Machibya||Msigwa, Anna||Sun, Xiangyang||Vermeir, Pieter||Wang, Xiaoguo||Richter, Andreas||Boeckx, Pascal",,"2020-01-28T12:19:23Z","2020-01-28T08:25:56Z||2020-01-28T12:19:23Z","2018-04-12",,"Terrestrial ecosystems are strongly influenced by climate change and soils are key compartments of the globalcarbon  (C)  cycle  in  terms  of  their  potential  to  store  or  release  significant  amounts  of  C.  This  study  is  part  ofthe interregional IAEA Technical Cooperation Project INT5153 “Assessing the Impact of Climate Change and itsEffects on Soil and Water Resources in Polar and Mountainous Regions” and aims to elucidate driving factors(climatic  versus  geochemical)  of  soil  organic  carbon  (SOC)  stabilization  and  greenhouse  gas  emissions  alongaltitudinal transects in different mountain regions.We present novel data from altitudinal transects of four different mountain regions (Zongo, Cordillera Real, Bo-livia; Mount Kilimanjaro, Tanzania; Gongga, Hengduan Mountains, China; Rauris, Hohe Tauern, Austria). Allaltitudinal transects cover a wide range of natural ecosystems under different climatic (MAT, MAP) and soil geo-chemical parameters. Bulk soil samples (four field replicates per ecosystems) were subjected to a combination ofaggregate and particle-size fractionation followed by organic C, total nitrogen (N), stable isotope (13C,15N) andradiocarbon (14C) analyses of all fractions. Bulk soils were further characterized for their texture, geochemistry(Na, K, Ca, Mg, CECpot, Al, Fe, Mn, Si, pH), nutrient status (NH+4, NO−3, Ptot)and incubated for 63 days to assessgreenhouse gas emissions (CO2, CH4, NO, N2O). Moreover, stable C isotope signatures of CO2were determinedto estimate potential sources of soil respiration (using Keeling plots).Cumulative soil CO2emissions (in gCO2-Ckg−1SOC)were highest for the high altitude grassland and forest sitesof Rauris (25.5-25.8) and lowest for the Kilimanjaro forests (4.8-6.9) as well as Bolivian high altitude grasslands(2.5-4.3). Soil CO2emissions were negatively correlated with SOC content (Pearson correlation coefficient rp=-0.35, p=0.002), showing that soils with low SOC contents release the highest amount of CO2per soil C, possiblydue to large fractions of unprotected SOC and thus low SOC stabilization.Particulate  organic  matter  (POM)  and  sand  content  were  positively  correlated  with  CO2emissions  (rp=0.43,p<0.001  and  rp=0.57,  p<0.001,  respectively)  and  negatively  correlated  with  SOC  content  (rp=-0.61,  p<0.001for sand content), showing that high amounts of POM and/or a sandy soil texture impede SOC storage and supportCO2emissions. In contrast, microaggregates and clay minerals were negatively correlated with CO2emissions(rp=-0.45, p<0.001 and rp=-0.51, p<0.001, respectively) and positively correlated with SOC content (rp=0.84,p<0.001 for clay content), showing their importance for SOC stabilization.Cation exchange capacity (CEC) was positively correlated with SOC content (rp=0.93, p<0.001) and negativelycorrelated with CO2emissions (rp=-0.41, p<0.001). Oppositely, both Si content and the Si/Al ratio were negatively correlated with SOC content (rp=-0.86, p<0.001 and rp=-0.56, p<0.001, respectively) and positively correlatedwith CO2emissions (rp=0.36, p=0.002 and rp=0.34, p=0.003). These relationships point towards an important roleof soil weathering and geochemistry for the potential of soils to store SOC or release CO2.Further results of soil fractionation, greenhouse gas emissions and geochemistry will be presented in conjunctionwith climatic data of the altitudinal transects to elucidate driving factors of SOC (de)stabilization in high altitudemountain regions.","application/pdf","10.3929/ethz-b-000394687","1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/394687","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Climatic versus geochemical controls on soil organic matter stabilization and greenhouse gas emissions along altitudinal transects in different mountain regions",,"Other Conference Item","Open access",,"2020-01-28T08:26:05Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria","Sources and proportions of modern and aged organic carbon eroded from soils under different land-use within catchments in Nepal – Insights from compound-specific 13C & 14C analysis and novel mixing models","174300||174300","10.13039/501100001711||10.13039/501100001711","SNF||SNF","Rückkehr CH Advanced Postdoc.Mobility",,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.","09646||03868","09646||03868","Conference lecture held on april 12, 2018",,"EGU2018-12981","Göttingen","published",,,,,,,,,,"2020-01-28T12:19:34Z","2023-02-06T18:14:28Z","true","2 p.","FORM",,,"publishedVersion"
"332722","20.500.11850/10","Griepentrog, Marco||Upadhayay, Hari R.||Bodé, Samuel||Haghipour, Negar||Boeckx, Pascal||Eglinton, Timothy I.",,"2020-01-28T12:28:39Z","2020-01-28T08:16:33Z||2020-01-28T12:28:39Z","2018-04-12",,"There is currently a lack of necessary measurements and data to fully capture the high degree of heterogeneity inorganic carbon (OC) exported from eroding landscapes. The respective fluxes of modern (biospheric) and aged OCare poorly constrained, and mechanisms controlling OC export have remained elusive. Recently, the age of riverineOC was found to increase with the proportion of human-dominated landscapes within a catchment, potentially dueto aged soil OC that is mobilized by human disturbance and reintroduced into the modern C cycle (Butman et al.,2015). Furthermore, most previous studies have focused on catchment outlets, whereas a greater within-catchmentfocus will undoubtedly provide further direction to pinpoint locations of aged OC export to the river, and to betterconstrain its impact on the C cycle and aquatic biogeochemistry.This study aims (1) to quantify the sources and proportions of modern versus aged OC exported from soils intoriver systems within a catchment and (2) to investigate if theses sources and proportions of OC are dependent onthe different types of land-use within a catchment. Therefore, bulk14C and compound-specific14C analyses ofvegetation markers (long-chain fatty acids, FAs) in soils under different land-use and suspended river sedimentswill be performed and the proportions of modern versus aged OC determined by application of isotope mixingmodels.The study site is located in the mid-hill region of Nepal within a catchment that exhibits different land-uses includ-ing various types of forest and agricultural land-use. Soils were sampled before and sediments during monsoonseasons. A broad data basis is already available for the content and stable C isotopes (δ13C) of bulk OC and FAs.Fatty acids will be collected in sufficient amounts by preparative gas chromatography and will be analyzed for14Cusing accelerator mass spectrometry. Isotope mixing models that use bulk and compound-specific13C and14Cdata will be applied to estimate the relative contributions of modern versus aged OC.The study will generate an extensive14C dataset of bulk OC and specific vegetation markers in soils under differentland-use and suspended river sediments to provide a within-catchment focus on the mechanisms controlling OCexport from terrestrial and aquatic ecosystems. Combination with the available complementary datasets for13Cof bulk OC and specific vegetation markers will reveal the sources and proportions of modern versus aged OCwithin the catchment. This information is needed to develop accurate constraints on fluvial transfer of modernOC, which is of importance to predict OC fluxes quantitatively as a result of anthropogenic change. The studyfurthermore aims to test whether soils under different land-use export different proportions of modern versus agedOC into river systems and thus determines the responds to human disturbance such as changes in soil management.In summary, our study will contribute to a comprehensive understanding of the factors that control the sources,transport pathways and turnover times of terrestrial OC within river systems.","application/pdf","10.3929/ethz-b-000394682","1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/394682","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Sources and proportions of modern versus aged organic carbon eroded from soils under diﬀerent land-use within a Nepalese catchment – Insights from bulk and compound-speciﬁc 13C & 14C analysis in combination with novel isotope mixing models",,"Other Conference Item","Open access",,"2020-01-28T08:16:41Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria","Sources and proportions of modern and aged organic carbon eroded from soils under different land-use within catchments in Nepal – Insights from compound-specific 13C & 14C analysis and novel mixing models","174300||174300","10.13039/501100001711||10.13039/501100001711","SNF||SNF","Rückkehr CH Advanced Postdoc.Mobility",,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.","09646||03868","09646||03868","Conference lecture held on April 12, 2018",,"EGU2018-12474","Göttingen","published",,,,,,,,,,"2020-01-28T12:28:49Z","2023-02-06T18:14:30Z","true","1 p.","FORM",,,"publishedVersion"
"268614","20.500.11850/10","Benettin, Paolo||Volkmann, Till H.M.||von Freyberg, Jana||Frentress, Jay||Penna, Daniele||Dawson, Todd E.||Kirchner, James W.",,"2018-12-11T12:06:15Z","2018-12-11T11:05:48Z||2018-12-11T11:59:12Z||2018-12-11T12:06:15Z","2018-04-10",,,"application/pdf","10.3929/ethz-b-000309965","1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/309965","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Evaporated samples do not an evaporation line make",,"Other Conference Item","Open access",,"2018-12-11T11:06:00Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Poster presented on April 10, 2018",,"EGU2018-4304","Göttingen","published",,,,,,,,,,"2018-12-11T11:59:25Z","2022-03-28T21:54:56Z","true","1 p.","FORM",,,"publishedVersion"
"268593","20.500.11850/10","Zappa, Massimiliano||Rücker, Andrea||Boss, Stefan||von Freyberg, Jana",,"2018-12-11T11:22:41Z","2018-12-11T10:53:08Z||2018-12-11T11:22:41Z","2018-04-09",,,"application/pdf","10.3929/ethz-b-000309957","1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/309957","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The “big brother” hydrologist is watching snow hydrology in forests and open space",,"Other Conference Item","Open access",,"2018-12-11T10:53:12Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Poster presented on April 9, 2018",,"EGU2018-8063","Göttingen","published",,,,,,,,,,"2018-12-11T11:23:13Z","2022-03-28T21:54:53Z","true","1 p.","FORM",,,"publishedVersion"
"239186","20.500.11850/3","Remondi, Federica||Kirchner, James W.||Burlando, Paolo||Fatichi, Simone",,"2018-06-13T14:04:43Z","2018-06-11T06:34:32Z||2018-06-13T14:04:43Z","2018-04","2018-04-24",,,,"0043-1397||1944-7973",,"10.1002/2017WR021689","http://hdl.handle.net/20.500.11850/268924","en","Wiley",,,,"Water Flux Tracking With a Distributed Hydrological Model to Quantify Controls on the Spatiotemporal Variability of Transit Time Distributions",,"Journal Article","Metadata only",,"2018-06-11T06:34:51Z",,,,,"yes",,,,,,,,,,,,"85045918685",,"000434186400032","Water Resour. Res.","4","Water Resources Research","54","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03473||03798","03473||03798",,"3099","3081","Malden","published",,,,,"10.3929/ethz-b-000305927",,,,,"2018-06-13T14:04:48Z","2021-02-15T00:21:30Z","true",,"SCOPUS",,,
"227907","20.500.11850/3","Jochner, Matthias||Bugmann, Harald||Nötzli, Magdalena||Bigler, Christof",,"2018-03-28T07:19:19Z","2018-01-06T03:48:23Z||2018-01-23T15:52:26Z||2018-03-28T07:19:19Z","2018-04","2017-12-28",,,,"0931-1890||1432-2285",,"10.1007/s00468-017-1648-x","http://hdl.handle.net/20.500.11850/226148","en","Springer",,,"Climate change||Treeline||Growth trends||Dendroecology||Growth increase||Transects||Temperature–tree growth relationship||Degree-day sums","Tree growth responses to changing temperatures across space and time: a fine-scale analysis at the treeline in the Swiss Alps",,"Journal Article","Metadata only",,"2018-01-06T03:48:29Z",,,,,"yes",,,,,,,,,,,,"85039542612",,"000427709200025","Trees","2","Trees","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"660","645","Berlin","published",,,,,,,,,,"2018-03-28T07:19:23Z","2021-02-14T23:03:36Z","true",,"SCOPUS",,,
"243154","20.500.11850/3","Upadhayay, Hari R.||Bodé, Samuel||Griepentrog, Marco||Bajracharya, Roshan M.||Blake, William||Cornelis, Wim||Boeckx, Pascal",,"2018-07-11T13:16:19Z","2018-07-11T13:16:19Z","2018-03-30","2018-03-26",,,,"0885-6087||1099-1085","http://hdl.handle.net/20.500.11850/255670||http://hdl.handle.net/20.500.11850/274874","10.1002/hyp.11467","http://hdl.handle.net/20.500.11850/275203","en","Wiley-Blackwell",,,"compound‐specific stable isotope (CSSI)||isotope mixing model||isotopic tracer content||MixSIAR||sediment source apportionment","Isotope mixing models require individual isotopic tracer content for correct quantification of sediment source contributions",,"Journal Article","Metadata only",,"2018-04-06T05:19:22Z",,,,,"yes",,,,,,,,,,,,"85043531263",,"000428523900010","Hydrol. Process.","7","Hydrological Processes","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","03868||09646","03868||09646",,"989","981","Chichester","published",,,,,,,,,,"2018-07-11T13:16:23Z","2022-03-28T20:38:26Z","true",,"SCOPUS||FORM",,,
