id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectManager,dc.contributor.projectMember,dc.contributor.researchGroup,dc.contributor.researcher,dc.contributor.rightsHolder,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.continues,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"303844","20.500.11850/4","Katopodes Chow, Fotini||Schär, Christoph||Ban, Nikolina||Lundquist, Katherine A.||Schlemmer, Linda||Shi, Xiaoming",,,,,,,,,,,,"2019-08-06T07:53:13Z","2019-07-13T02:15:01Z||2019-08-06T07:53:13Z",,"2019-05","2019-05-14","This review paper explores the field of mesoscale to microscale modeling over complex terrain as it traverses multiple so-called gray zones. In an attempt to bridge the gap between previous large-scale and small-scale modeling efforts, atmospheric simulations are being run at an unprecedented range of resolutions. The gray zone is the range of grid resolutions where particular features are neither subgrid nor fully resolved, but rather are partially resolved. The definition of a gray zone depends strongly on the feature being represented and its relationship to the model resolution. This paper explores three gray zones relevant to simulations over complex terrain: turbulence, convection, and topography. Taken together, these may be referred to as the gray continuum. The focus is on horizontal grid resolutions from ∼10 km to ∼10 m. In each case, the challenges are presented together with recent progress in the literature. A common theme is to address cross-scale interaction and scale-awareness in parameterization schemes. How numerical models are designed to cross these gray zones is critical to complex terrain applications in numerical weather prediction, wind resource forecasting, and regional climate modeling, among others.","application/pdf","10.3929/ethz-b-000353068",,"2073-4433",,"10.3390/atmos10050274","http://hdl.handle.net/20.500.11850/353068","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Mesoscale modeling||Microscale modeling||Gray zone||Gray continuum||Terra incognita||Complex terrain","Crossing multiple gray zones in the transition from mesoscale to microscale simulation over complex terrain","Review Article","Open access",,,,"2019-07-13T02:15:04Z",,,,,"yes",,,,,,,,,,,,,"85074084459",,"000472677600048",,"5","Atmosphere","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360||03360","03360||03360",,,"274","Basel","published",,,,,,,,,,,,,,"2019-08-06T07:53:29Z","2020-02-15T20:33:47Z","true","38 p.","WOS",,,"publishedVersion",
"294848","20.500.11850/3","Pohorsky, Roman||Röthlisberger, Matthias||Grams, Christian M.||Riboldi, Jacopo||Martius, Olivia",,,,,,,,,,,,"2019-05-27T14:57:11Z","2019-05-16T17:20:10Z||2019-05-27T14:57:11Z",,"2019-05","2019-04-17",,,,,,,"10.1175/MWR-D-18-0195.1","http://hdl.handle.net/20.500.11850/342516","en","AMS",,,"Extratropical cyclones||Large-scale motions||Rossby waves||Extreme events||Precipitation","The Climatological Impact of Recurving North Atlantic Tropical Cyclones on Downstream Extreme Precipitation Events","Journal Article","Metadata only",,,,"2019-05-16T17:20:17Z",,,,,"yes",,,,,,,,,,,,,"85065853417",,"000466763700001",,"5","Monthly Weather Review","147","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"1532","1513","Washington, DC","published",,,,,,,,,,,,,,"2019-05-27T14:57:20Z","2020-02-15T19:20:35Z","true",,"WOS",,,,
"306631","20.500.11850/3","Marthews, Toby R.||Jones, Richard G.||Dadson, Simon J.||Otto, Friederike E.L.||Mitchell, Dann||Guillod, Benoît||Allen, Myles R.",,,,,,,,,,,,"2019-08-27T06:49:25Z","2019-05-06T09:44:43Z||2019-05-07T06:41:23Z||2019-08-27T06:49:25Z",,"2019-04-27","2019-04-30","A severe drought hit the Greater Horn of Africa (GHA) in 2014, but it remains unclear whether this extreme event was attributable to anthropogenic climate change or part of longer‐term natural cycles. Precipitation patterns are known to be changing across the GHA, but trajectories in land surface variables are much less well known. We simulated the GHA land surface environment to assess the balance between natural cycles and human‐induced climate change. Using a new form of event attribution study where we focused on both climate variables and also directly simulated land surface variables, we combined publicly volunteered distributed computing with land surface simulations to quantify land surface responses. Uncertainty was quantified both for climate model and land surface model outputs. We identified two distinct “drought trajectories” in the GHA bimodal seasonality area during the March–May (Long Rains season) of 2014. Human‐induced climate change may have resulted in regions from Lake Nalubaale (Lake Victoria) to Northern Kenya receiving less precipitation in this season and having up to 20% higher probability of drought‐level evapotranspiration rates (increasing drought). In contrast, the simulated anthropogenic climate change signal for this season induced somewhat wetter conditions and up to 20% lower probability of drought‐level evapotranspiration in Eastern Ethiopia, Southern Somalia, and coastal Kenya (decreasing drought). Uncertainties in our modeling system varied by region and variable of focus, but broadly we found that land surface simulation uncertainty neither added significantly to climate model uncertainty nor significantly reduced it.","application/pdf","10.3929/ethz-b-000340757",,"0148-0227||2169-897X",,"10.1029/2018jd030085","http://hdl.handle.net/20.500.11850/340757","en","American Geophysical Union","Creative Commons Attribution-ShareAlike 3.0 Unported","http://creativecommons.org/licenses/by-sa/3.0/","Climate change||Extreme events||Attribution||Land surface science||Evaporation","The impact of human‐induced climate change on regional drought in the Horn of Africa","Journal Article","Open access",,,,"2019-05-06T09:44:52Z",,,,,"yes",,,,,,,,,,,,,"85065158751",,"000469071400017","J. geophys. res., Atmos.","8","Journal of Geophysical Research: Atmospheres","124","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","09576||03778","09576||03778",,"4566","4549","Washington, DC","published",,,,,,,,,,,,,,"2019-08-27T06:49:40Z","2022-03-28T23:32:15Z","true","18 p.","FORM",,,"publishedVersion",
"292422","20.500.11850/3","David, Robert O.||Marcolli, Claudia||Fahrni, Jonas||Qiu, Yuqing||Perez Sirkin, Yamila A.||Molinero, Valeria||Mahrt, Fabian||Brühwiler, Dominik||Lohmann, Ulrike||Kanji, Zamin A",,,,,,,,,,,,"2019-05-06T14:13:10Z","2019-05-04T00:48:28Z||2019-05-06T14:13:10Z",,"2019-04-23","2019-04-04",,,,,"0027-8424||1091-6490",,"10.1073/pnas.1813647116","http://hdl.handle.net/20.500.11850/340552","en","National Academy of Sciences",,,"ice nucleation||clouds||cirrus||deposition nucleation||pore condensation and freezing","Pore condensation and freezing is responsible for ice formation below water saturation for porous particles","Journal Article","Metadata only",,,,"2019-05-04T00:48:35Z",,,,,"yes",,,,,"Elucidating Ice Nucleation Mechanisms Relevant to the Atmosphere: Is deposition nucleation really immersion freezing in pores?","156581","10.13039/501100001711","SNF","Projekte MINT",,,,,,"000465363700022","Proc Natl Acad Sci U S A","17","Proceedings of the National Academy of Sciences of the United States of America","116","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"8189","8184","Washington, DC","published",,,,"10.3929/ethz-b-000371220",,,,,,,,"10.3929/ethz-b-000333046",,"2019-05-06T14:13:24Z","2022-03-28T22:53:44Z","true",,"WOS",,,,
"292468","20.500.11850/3","Hentgen, Laureline||Ban, Nikolina||Kröner, Nico||Leutwyler, David||Schär, Christoph",,,,,,,,,,,,"2019-05-07T07:34:59Z","2019-05-04T01:05:10Z||2019-05-07T07:34:59Z",,"2019-04-16","2019-03-20",,,,,"0148-0227||2169-897X",,"10.1029/2018JD030150","http://hdl.handle.net/20.500.11850/340584","en","Wiley",,,"regional climate modeling||Europe||convection‐resolving||clouds||climate warming","Clouds in Convection-Resolving Climate Simulations Over Europe","Journal Article","Metadata only",,,,"2019-05-04T01:05:35Z",,,,,"yes",,,,,"Cloud-resolving climate modeling on future supercomputing platform","154486","10.13039/501100001711","SNF","Sinergia",,,,"85063987862",,"000467147400013","J. geophys. res., Atmos.","7","Journal of Geophysical Research: Atmospheres","124","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"3870","3849","Hoboken, NJ","published",,,,,,,,"10.3929/ethz-b-000403020",,,,,,"2019-05-07T07:36:24Z","2022-03-28T22:53:57Z","true",,"SCOPUS",,,,
"298484","20.500.11850/18","Hermann, Mauro",,,,,,,,,,,"Papritz, Lukas||Wernli, Heini","2019-06-24T13:53:24Z","2019-06-18T05:48:45Z||2019-06-18T06:12:14Z||2019-06-24T13:53:24Z",,"2019-04-05","2019-06-24","The acceleration of mass loss from the Greenland Ice Sheet (GrIS) since the late 1990s was primarily driven by increased surface melt, partly concentrated in single extreme melt events. A textbook example was observed around 12 July 2012 (EV69), when almost the entire GrIS was melting, including Summit Station at 3216 m in the dry inland plateau. The melt event coincided with strong meridional air mass transport towards the GrIS followed by a Greenland blocking, which resembles the anomalous synoptic pattern that became increasingly frequent in the North Atlantic region in the last two decades. Here, we investigate the atmospheric forcing of extraordinary melt periods by assessing the main dynamical and thermodynamic processes that cause so-called warm events. We present an ERA-Interim-based climatology of 77 Greenland warm events affecting the high accumulation area in 1979-2017. These events became longer and more frequent during the study period. With Lagrangian backward trajectories started from the lowermost ~500 m above the GrIS, we identify transport from a climatologically warmer region as key process for Greenland warm events. With an about 15° latitude more southerly air mass origin and subsidence-induced adiabatic warming, this process is twice as important as diabatic heating to the final warm anomaly over North and East Greenland. In South and West Greenland, major contributions come from ascending air masses and in the Southwest, warm events are dominated by orographically induced latent heating as opposed to transport. 70-85% of all warm events go along with a Greenland blocking, which we suggest induces additional melt via modulations of the surface energy budget not captured by our Lagrangian methodology. We further qualify the importance of the concurrent US Great Plains heatwave for EV69. In contrast to previous studies, we find that air masses arriving over the GrIS during EV69 mostly originated from the Canadian Arctic, Newfoundland and the subtropical North Atlantic, which were partly also anomalously warm. Given the relevance of atmospheric blocking for Greenland warm events and their link to anomalously warm summers, it is crucial, as we argue, to better understand the modification of inter-annual climate variability by climate change in the North Atlantic region, to more accurately predict future GrIS mass loss. Also, more research on cloud radiative effects is needed to capture the GrIS-wide variability of surface energy budget anomalies during Greenland blocking.","application/pdf","10.3929/ethz-b-000348060",,,,,"http://hdl.handle.net/20.500.11850/348060","en","ETH Zurich, Institute for Atmospheric and Climate Science (IAC)","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","atmospheric dynamics||Greenland||warm events||ERA-Interim||backward trajectories","A Lagrangian Analysis of the Dynamical and Thermodynamic Drivers of Greenland Warm Events during 1979-2017","Master Thesis","Open access",,"DDC - DDC::5 - Science::500 - Natural sciences",,"2019-06-18T05:48:53Z",,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,,,"Zurich","published",,,,,,,,,,,,,,"2019-06-24T13:56:13Z","2019-06-24T13:56:13Z","true","109 p.","FORM",,,,
"298202","20.500.11850/3","Panosetti, Davide||Schlemmer, Linda||Schär, Christoph",,,,,,,,,,,,"2019-06-21T11:44:48Z","2019-06-21T05:21:24Z||2019-06-21T11:44:48Z",,"2019-04",,,,,,"0035-9009||1477-870X",,"10.1002/qj.3502","http://hdl.handle.net/20.500.11850/348866","en","Wiley",,,"Convection-resolving model||Convergence||Grey zone of convection||Resolution sensitivity","Bulk and structural convergence at convection‐resolving scales in real‐case simulations of summertime moist convection over land","Journal Article","Metadata only",,,,"2019-06-21T05:21:27Z",,,,,"yes",,,,,,,,,,,,,"85063076279",,"000474149700008","Q. J. R. Meteorol. Soc.","721","Quarterly Journal of the Royal Meteorological Society","145","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"1443","1427","London","published",,,,,,,,,,,,,,"2019-06-21T11:44:58Z","2020-02-15T19:46:55Z","true",,"SCOPUS",,,,
"287019","20.500.11850/31","David, Robert O.||Marcolli, Claudia||Fahrni, Jonas||Qiu, Y.||Perez Sirkin, Y.A.||Molinero, Valeria||Mahrt, Fabian||Brühwiler, Dominik||Lohmann, Ulrike||Kanji, Zamin A","Kanji, Zamin A",,,"David, Robert O.","Kanji, Zamin A",,,"Kanji, Zamin A",,,,"2019-03-25T09:30:25Z","2019-03-21T23:33:44Z||2019-03-23T22:07:06Z||2019-03-25T09:19:00Z||2019-03-25T09:30:25Z",,"2019-04",,,"text/csv","10.3929/ethz-b-000333046",,,,,"http://hdl.handle.net/20.500.11850/333046","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Pore condensation and freezing is responsible for ice formation below water saturation for porous particles","Dataset","Open access",,,,"2019-03-21T23:34:39Z",,"indefinite","292278994-08-17T07:12:55Z",,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science",,"02717",,,,,"Zurich",,,,,,,,,,,,"handle/20.500.11850/340552",,"false","2019-03-25T09:19:12Z","2019-03-25T09:30:29Z","true","57,89 kB","FORM",,,,
"289688","20.500.11850/3","Wild, Martin||Hakuba, Maria Z.||Folini, Doris||Dörig-Ott, Patricia||Schär, Christoph||Kato, Seiji||Long, Charles N.",,,,,,,,,,,,"2019-04-10T07:01:16Z","2019-01-10T16:35:58Z||2019-03-18T14:34:31Z||2019-04-10T07:01:16Z",,"2019-04","2018-08-21","In recent studies we quantified the global mean Earth energy balance based on direct observations from surface and space. Here we infer complementary reference estimates for its components specifically under cloud-free conditions. While the clear-sky fluxes at the top of atmosphere (TOA) are accurately known from satellite measurements, the corresponding fluxes at the Earth’s surface are not equally well established, as they cannot be directly measured from space. This is also evident in 38 global climate models from CMIP5, which are shown to greatly vary in their clear-sky surface radiation budgets. To better constrain the latter, we established new clear-sky reference climatologies of surface downward shortwave and longwave radiative fluxes from worldwide distributed Baseline Surface Radiation Network sites. 33 out of the 38 CMIP5 models overestimate the clear-sky downward shortwave reference climatologies, whereas both substantial overestimations and underestimations are found in the longwave counterparts in some of the models. From the bias structure of the CMIP5 models we infer best estimates for the global mean surface downward clear-sky shortwave and longwave radiation, at 247 and 314 Wm−2, respectively. With a global mean surface albedo of 13.5% and net shortwave clear-sky flux of 287 Wm−2 at the TOA this results in a global mean clear-sky surface and atmospheric shortwave absorption of 214 and 73 Wm−2, respectively. From the newly-established diagrams of the global energy balance under clear-sky and all-sky conditions, we quantify the cloud radiative effects not only at the TOA, but also within the atmosphere and at the surface.","application/pdf","10.3929/ethz-b-000315014",,"0930-7575||1432-0894",,"10.1007/s00382-018-4413-y","http://hdl.handle.net/20.500.11850/315014","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The cloud-free global energy balance and inferred cloud radiative effects: an assessment based on direct observations and climate models","Journal Article","Open access",,,,"2019-01-10T16:36:03Z",,,,,"yes",,,,,,,,,,,,,"85052554702",,"000467187600054","Clim Dyn","7-8","Climate Dynamics","52","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"4812","4787","Heidelberg","published",,,,,,,,,,,,,,"2019-04-10T07:01:48Z","2022-03-28T22:45:27Z","true","26 p.","FORM",,,"publishedVersion",
"298199","20.500.11850/3","Oertel, Annika||Boettcher, Maxi||Joos, Hanna||Sprenger, Michael||Konow, Heike||Hagen, Martin||Wernli, Heini",,,,,,,,,,,,"2019-06-21T11:27:16Z","2019-06-21T05:21:34Z||2019-06-21T11:27:16Z",,"2019-04",,,,,,"0035-9009||1477-870X",,"10.1002/qj.3500","http://hdl.handle.net/20.500.11850/348867","en","Wiley",,,"Convection||Convection-permitting simulation||Extratropical cyclone||NAWDEX||Satellite observations||Trajectories||Warm conveyor belt","Convective activity in an extratropical cyclone and its warm conveyor belt – a case‐study combining observations and a convection‐permitting model simulation","Journal Article","Metadata only",,,,"2019-06-21T05:21:37Z",,,,,"yes",,,,,"Diabatic processes in North Atlantic weather systems: synoptic and mesoscale dynamics","165941","10.13039/501100001711","SNF","Projekte MINT",,,,"85064630733",,"000474149700007","Q. J. R. Meteorol. Soc.","721","Quarterly Journal of the Royal Meteorological Society","145","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"1426","1406","London","published",,,,,,,,,,,,"10.3929/ethz-b-000392157",,"2019-06-21T11:27:24Z","2022-03-28T23:08:02Z","true",,"SCOPUS",,,,
"288266","20.500.11850/31","Kanji, Zamin A||Sullivan, Ryan C.||Niemand, Monika||DeMott, Paul J.||Prenni, Anthony J.||Chou, Cédric||Saathoff, Harald||Möhler, Ottmar","Kanji, Zamin A",,,,,,,,,,,"2019-04-01T10:22:45Z","2019-03-30T17:08:47Z||2019-03-30T18:39:36Z||2019-04-01T10:22:45Z",,"2019-04","2019-04-01",,"text/csv","10.3929/ethz-b-000334972",,,,,"http://hdl.handle.net/20.500.11850/334972","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Heterogeneous Ice Nucleation Properties of Natural Desert Dust Particles Coated with a Surrogate of Secondary Organic Aerosol","Dataset","Open access",,,,"2019-03-30T17:09:05Z",,"indefinite","292278994-08-17T07:12:55Z",,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","02717||03690","03690",,,,"Zurich",,,,,,,,,,,,,,,"2019-04-01T10:23:08Z","2023-02-06T16:59:37Z","true","60.76 kB","FORM",,,,
"289715","20.500.11850/3","Stocker, Benjamin||Zscheischler, Jakob||Keenan, Trevor F.||Prentice, I. Colin||Seneviratne, Sonia I.||Peñuelas, Josep",,,,,,,,,,,,"2019-04-10T07:56:52Z","2019-04-09T17:53:07Z||2019-04-10T07:56:52Z",,"2019-04","2019-03-11",,,,,"1752-0908||1752-0894",,"10.1038/s41561-019-0318-6","http://hdl.handle.net/20.500.11850/337129","en","Nature Publishing Group",,,,"Drought impacts on terrestrial primary production underestimated by satellite monitoring","Journal Article","Metadata only",,,,"2019-04-09T17:53:09Z",,,,,"yes",,,,,,,,,,,,,"85062883428",,"000462621700011","Nat. Geosci.","4","Nature Geoscience","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09678 - Stocker, Benjamin David (ehemalig) / Stocker, Benjamin David (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09678 - Stocker, Benjamin David (ehemalig) / Stocker, Benjamin David (former)","03778||09678","03778||09678",,"270","264","London","published",,,,,,,,,,,,,,"2019-04-10T07:57:13Z","2023-02-06T17:01:19Z","true",,"WOS",,,,
