id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.software,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.internal,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isDerivedFrom,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"303965","20.500.11850/3","Wang, Ling||von Freyberg, Jana||van Meerveld, Ilja||Seibert, Jan||Kirchner, James W.",,,,,,,"2019-08-06T15:41:16Z","2019-08-03T02:36:24Z||2019-08-06T15:41:16Z","2019-10","2019-07-15",,,,,"0022-1694||1879-2707",,"10.1016/j.jhydrol.2019.123950","http://hdl.handle.net/20.500.11850/356432","en","Elsevier",,,"Value of limited data||Sampling time||Isotope data||Event-based model calibration||Stream stage||Ungauged catchments","What is the best time to take stream isotope samples for event-based model calibration?",,"Journal Article","Metadata only",,,"2019-08-03T02:36:34Z",,,,,,"yes",,,,,,,,,,,,,,,"85069688458","000488304300056","J. Hydrol.",,"Journal of Hydrology","577","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"123950","Amsterdam","published",,,,,,,,,,"2019-08-06T15:41:25Z","2022-03-28T23:25:47Z","true","14 p.","SCOPUS",,
"353112","20.500.11850/10","Summerauer, Laura||Kiba, Delwendé I.||Frossard, Emmanuel||Tamburini, Federica||Traoré, Ouakoltio Y.A.||Oberson, Astrid",,,,,,,"2020-06-25T07:50:22Z","2020-01-17T06:51:54Z||2020-02-20T13:04:15Z||2020-06-25T07:50:22Z","2019-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/391280","en","s.n.",,,,"Influence of long-term fertilization and crop rotation on the 13C and 15N natural abundance of soils from the Saria soil fertility experiment",,"Other Conference Item","Metadata only","Comparing organic and conventional agricultural cropping systems - What can be learned from the DOK and other long-term trials? Program and abstract book",,"2020-01-17T06:52:02Z",,,,,,"yes","Comparing organic and conventional agricultural cropping systems - What can be learned from the DOK and other long-term trials? International workshop","October 6-10, 2019","Ascona, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","03427||09646","03427||09646","Conference presentation held on October 11, 2019",,"99","Berne; Zurich","published",,,"https://orgprints.org/36863/",,,,,,,"2020-02-20T13:04:27Z","2022-03-29T02:29:32Z","true","1 p.","FORM",,
"342087","20.500.11850/16","Rücker, Andrea",,,,,,"Kirchner, James W.||von Freyberg, Jana||Zappa, Massimiliano||Schaefli, Bettina","2020-03-31T05:46:14Z","2019-11-27T19:41:18Z||2019-11-28T06:39:02Z||2020-03-31T05:46:14Z","2019-10","2019-11-28","In winter, the snowpacks in mountain headwater catchments store significant amounts of water, which is released during the melting period. As snowfall and snow accumulation vary significantly with elevation and forest cover, the release of meltwater is highly heterogeneous across the catchment landscape, particularly during rain-on-snow events. As a consequence, streamflow generating mechanisms during rain-on-snow events and the snowmelt period are complex in mountainous headwater catchments. In order to improve predictions of water availability in the future, these processes need to be better understood. In this PhD thesis, the hydrological processes during snow accumulation, snow melt and rain-on-snow events were investigated in the 47 km2 Alp catchment in Central Switzerland. For this, a snowmelt lysimeter system was designed to obtain high-resolution measurements of snowpack outflow (defined as snowmelt and rain) and its chemical composition at the plot scale (Part I). These data were complemented by regular measurements of stream water, precipitation and bulk snowpack properties, so that the resulting database allows for studying the variable hydrological responses of different water sources (Part II). In particular, the spatiotemporal variability of snowpack outflow generation across the catchment landscape was investigated and the snowmelt contribution to streamflow during rain-on-snow events was estimated (Part III). Part I of this thesis compares two different systems used to capture the rate of snowmelt and its isotopic composition at daily intervals during two snowfall-snowmelt seasons in mountainous terrain. The systems were a low-cost unheated precipitation collector and a newly developed snowmelt lysimeter system. The analysis showed that the isotopic compositions of the precipitation samples derived from the unheated precipitation collector were similar to those derived from the snowpack lysimeter system. Thus the sampling method based on the unheated precipitation collector could be a useful alternative for estimating the isotopic composition of snowmelt, especially for remote areas, as it requires little effort to install. The snowmelt lysimeter system requires a power supply and significantly more effort in installation; however, it allows for monitoring snowmelt rates at 10-minute resolution at multiple nearby locations. Part II aims at providing and evaluating a database containing environmental tracers such as geochemical solutes and stable water isotopes in a spatially distributed sampling network in the research Alptal catchment. During a 3.3-year period, different water sources such as precipitation, stream water and snowpack outflow were sampled at daily intervals. To reduce evaporative fractionation effects in the automatic water samplers during each three-week sampling period, the sample bottles were retrofitted. This new design significantly reduced isotopic fractionation in the collected water samples, especially during warm conditions in summer. The environmental tracer data in stream water showed good agreement with bi-weekly measurements carried out by the Swiss National River Monitoring and Survey Programme (NADUF). The database is separated into two parts and contains water fluxes and environmental tracer data at daily intervals in (1) precipitation and stream water and (2) snowpack outflow. Database (1) also includes measurements of snowpack outflow volumes at ten-minute resolution. Both datasets are publically available on www.envidat.ch (10.16904/envidat.70 and 10.16904/envidat.71). In Part III, the generation of snowmelt and streamflow are investigated for several rain-on-snow events in a 0.7 km2 tributary of the Alptal valley. Snowpack outflow volumes were measured with snowmelt lysimeter systems at three different elevations characterized by different vegetation (e.g., open grassland and evergreen forest). The differences in snowpack outflow volumes at the three sites could mainly be explained by initial snow depth and rainfall volumes, which in turn are affected by vegetation cover and elevation. An end-member mixing analysis based on stable water isotopes showed that snowpack outflow contributions to streamflow during rain-on-snow events were highly variable between the three lysimeter sites. Our results suggest that hydrological processes during rain-on-snow events are very heterogeneous across the catchment landscape mainly also due to effects of vegetation and elevation.","application/pdf","10.3929/ethz-b-000380996",,,,,"http://hdl.handle.net/20.500.11850/380996","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Tracing snow-hydrological processes in a pre-alpine catchment with stable water isotopes",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2019-11-27T19:41:44Z",,,,,,"yes",,,,,,,,,,"26065",,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,,"Zurich","published",,,,,,,,,,"2019-11-28T06:39:27Z","2022-03-29T01:41:08Z","true","153 p.","FORM",,
"388763","20.500.11850/3","Rüegg, Johanna||Quezada, Juan Carlos||Santonja, Mathieu||Ghazoul, Jaboury||Kuzyakov, Yakov||Buttler, Alexandre||Guillaume, Thomas",,,,,,,"2021-01-29T10:50:56Z","2019-08-08T02:07:39Z||2019-08-08T12:02:49Z||2019-10-18T14:23:48Z||2021-01-29T10:19:10Z||2021-01-29T10:50:56Z","2019-10","2019-07-22",,"application/pdf","10.3929/ethz-b-000357241",,"1085-3278||1099-145X",,"10.1002/ldr.3380","http://hdl.handle.net/20.500.11850/357241","en","John Wiley & Sons","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Carbon isotopes||Colombia||Fertilization||Fine roots||Microbial activity||Savanna||Structural equation modelling","Drivers of soil carbon stabilization in oil palm plantations",,"Journal Article","Open access",,,"2019-08-08T02:07:42Z",,,,,,"yes",,,,,"Oil Palm Adaptive Landscapes (OPAL)","152019","10.13039/501100001711","SNF","r4d - Ecosystems: Gesuch",,,,,,"85069708965","000477479900001","Land Degrad. Dev.","16","Land Degradation & Development","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"1915","1904","Chichester","published",,"10.3929/ethz-b-000466644",,,,,,,,"2019-10-18T14:23:59Z","2023-02-06T21:23:03Z","true","33 p. accepted version","WOS",,"acceptedVersion"
"313730","20.500.11850/3","Eggenberger, Helen||Frey, David||Pellissier, Loïc||Ghazoul, Jaboury||Fontana, Simone||Moretti, Marco",,,,,,,"2019-10-14T11:06:32Z","2019-08-14T02:17:03Z||2019-08-14T12:08:56Z||2019-10-14T11:06:32Z","2019-10","2019-06-24",,,,,"0021-8790||1365-2656",,"10.1111/1365-2656.13051","http://hdl.handle.net/20.500.11850/358305","en","Wiley",,,"Bimodal trait distribution||Bumblebees||Intraspecific functional trait variation||Proboscises||Trait richness||Urban ecology","Urban bumblebees are smaller and more phenotypically diverse than their rural counterparts",,"Journal Article","Metadata only",,,"2019-08-14T02:17:06Z",,,,,,"yes",,,,,,,,,,,,,,,"85070306391","000478387800001","J. anim. ecol.","10","The Journal of Animal Ecology","88","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","03723||09553||09553","03723||09553||09553",,"1533","1522","Oxford","published",,,,,,,,,,"2019-10-14T11:06:43Z","2023-02-06T17:44:47Z","true",,"WOS",,
"311046","20.500.11850/3","Gaboriau, Théo||Albouy, Camille||Descombes, Patrice||Mouillot, David||Pellissier, Loïc||Leprieur, Fabien",,,,,,,"2019-09-26T09:03:05Z","2019-09-26T02:41:34Z||2019-09-26T09:03:05Z","2019-09-18",,,,,,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2019.1506","http://hdl.handle.net/20.500.11850/366512","en","Royal Society",,,"diversification||latitudinal diversity gradient||mechanistic model||palaeohabitat||reef fish","Ecological constraints coupled with deep-time habitat dynamics predict the latitudinal diversity gradient in reef fishes",,"Journal Article","Metadata only",,,"2019-09-26T02:42:02Z",,,,,,"yes",,,,,,,,,,,,,,,"85072282679","000486417800008","Proc R Soc Lond B Biol Sci","1911","Proceedings of the Royal Society B: Biological Sciences","286","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,,"20191506","London","published",,,,,,,,,,"2019-09-26T09:03:20Z","2023-02-06T17:41:22Z","true","10 p.","SCOPUS",,
"306963","20.500.11850/3","Kiewiet, Leonie||von Freyberg, Jana||van Meerveld, Ilja",,,,,,,"2019-08-28T09:45:38Z","2019-08-08T02:05:08Z||2019-08-08T14:11:02Z||2019-08-28T09:45:38Z","2019-09-15","2019-05-29",,,,,"0885-6087||1099-1085",,"10.1002/hyp.13517","http://hdl.handle.net/20.500.11850/357231","en","Wiley",,,"Alptal||Baseflow||Clustering||Flushing frequency||Isotopes||Shallow groundwater||Spatial variability||Topography","Spatiotemporal variability in hydrochemistry of shallow groundwater in a small pre-alpine catchment: The importance of landscape elements",,"Journal Article","Metadata only",,,"2019-08-08T02:05:11Z",,,,,,"yes",,,,,,,,,,,,,,,,"000477393400001","Hydrol. Process.","19","Hydrological Processes","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"2522","2502","Chichester","published",,,,,,,,,,"2019-08-28T09:45:49Z","2022-03-28T23:33:02Z","true",,"WOS",,
"456275","20.500.11850/22","Gallart, Francesc||von Freyberg, Jana||Valiente, María||Kirchner, James W.||Llorens, Pilar||Latron, Jérôme",,,,,,,"2022-06-24T11:49:13Z","2020-01-17T09:35:47Z||2020-03-02T09:33:52Z||2022-06-24T11:48:23Z||2022-06-24T11:49:13Z","2019-09-12",,"Recent virtual and experimental investigations have shown that the young water fraction Fyw (i.e. the proportion of catchment outflow younger than circa 2–3 months) increases with discharge in most catchments. The discharge sensitivity of Fyw has been defined as the rate of increase in Fyw with increasing discharge (Q), and has been estimated by the linear regression slope between Fyw and Q, hereafter called DS(Q). The combined use of both metrics, Fyw and DS(Q), provides a promising method for catchment inter-comparison studies that seek to understand streamflow generation processes. Here we explore the discharge sensitivity of Fyw in the intensively sampled small Mediterranean research catchment Can Vila. Intensive sampling of high flows at Can Vila allows young water fractions to be estimated for the far upper tail of the flow frequency distribution. These young water fractions converge toward 1 at the highest flows, illustrating a conceptual limitation in the linear regression method for estimating DS(Q) as a metric of discharge sensitivity: Fyw cannot grow with discharge indefinitely, since the fraction of young water in discharge can never be larger than 1. Here we propose to quantify discharge sensitivity by the parameter of an exponential-type equation expressing how Fyw varies with discharge. The exponential parameter (Sd) approximates DS(Q) at moderate discharges where Fyw is well below 1; however, the exponential equation and its discharge sensitivity metric better capture the non-linear relationship between Fyw and Q and are robust with respect to changes in the range of sampled discharges, allowing comparisons between catchments with strongly contrasting flow regimes.","application/pdf","10.3929/ethz-b-000391366",,"1812-2116||1812-2108",,"10.5194/hess-2019-447","http://hdl.handle.net/20.500.11850/391366","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Technical note: An improved discharge sensitivity metric for young water fractions",,"Working Paper","Open access",,,"2020-01-17T09:35:55Z",,,,,,"yes",,,,,,,,,,,,,,,,,"Hydrol. earth syst. sci.",,"Hydrology and Earth System Sciences Discussions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,,"Göttingen","published",,,,"10.3929/ethz-b-000406034",,,,,,"2020-03-02T09:34:05Z","2023-02-07T03:46:33Z","true","12 p.","FORM",,
"318853","20.500.11850/31","Seyednasrollah, Bijan||Wolf, Sebastian||et al.",,,,,,,"2019-11-13T11:22:56Z","2019-10-14T14:03:45Z||2019-11-13T11:22:56Z","2019-09-04",,"This data set provides a time series of vegetation phenological observations for 393 sites across diverse ecosystems of the world (mostly North America) from 2000-2018. The phenology data were derived from conventional visible-wavelength automated digital camera imagery collected through the PhenoCam Network at each site. From each acquired image, RGB (red, green, blue) color channel information was extracted and means and other statistics calculated for a region-of-interest (ROI) that delineates an area of specific vegetation type. From the high-frequency (typically, 30 minute) imagery collected over several years, time series characterizing vegetation color, including canopy greenness, plus greenness rising and greenness falling transition dates, were summarized over 1- and 3-day intervals.",,,,,,"10.3334/ORNLDAAC/1674","http://hdl.handle.net/20.500.11850/370419","en",,,,,"PhenoCam Dataset v2.0: Vegetation Phenology from Digital Camera Imagery 2000-2018",,"Dataset","Metadata only",,,"2019-10-14T14:03:55Z",,"10 years","2029-11-13T11:23:10Z",,,"yes",,,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,,,,,,,,,,,,,"2019-11-13T11:23:23Z","2019-11-13T11:23:23Z","true",,"FORM",,
"332682","20.500.11850/8","Griepentrog, Marco||De Wispelaere, Lien||Bauters, Marijn||Bodé, Samuel||Hemp, Andreas||Verschuren, Dirk||Boeckx, Pascal",,,,,,,"2020-01-28T11:37:44Z","2020-01-28T08:42:23Z||2020-01-28T11:37:44Z","2019-09",,"Leaf-wax n-alkanes are produced by terrestrial plants, and through long-term preservation in sediments their stable hydrogen-isotopic signature (δ²Hwax) provides useful information on past hydrological variation for paleoclimate reconstructions. However, gaps remain in our understanding of the isotopic relationships between the leaf waxes and the plants' source water. In this study, we investigated the influence of plant growth form, habitat and season on the distribution patterns and δ²Hwax values of 14 plant species (among which are two grasses, five trees and seven shrubs) sampled during four successive dry and wet seasons in three distinct habitats around Lake Chala in equatorial East Africa. Variation in δ²Hwax was analyzed with linear mixed-effect models and compared with the associated values of xylem water (δ²Hxylem), leaf water (δ²Hleaf) and biosynthetic hydrogen fractionation (εbio) (Figure 1). Our results show that plant growth form was the most important driver of modern-day δ²Hwax variability in the study area, and that differences in δ²Hwax between habitats to a large extent reflect the representation of the three major growth forms in those habitats. Individual plant species appear to express substantial species-specific isotopic fractionation that cannot be attributed to the tested external factors but rather seem to depend on intrinsic (e.g., plant phenological and biosynthesis-related) factors. For the purpose of calibrating δ²Hwax signatures against vegetation types, it is thus crucial to analyze representative samples of the plant communities present in the study area. Our results further indicate that paleohydrological studies in regions receiving rain from multiple moisture sources must take into account possible seasonal bias in the δ²Hwax signature relative to annual rainfall (Figure 1), due to unequal use of those moisture sources by the plants (De Wispelaere et al., 2017). Finally, the strong influence of plant growth form on δ²Hwax values argues for systematic evaluation of δ²Hwax variation in paleo-records in conjunction with independent proxy data on changes in vegetation composition. Differences in n-alkane distribution patterns (average chain length, carbon preference index and C31/(C29+C31) ratio) among trees, shrubs and grasses may provide such a proxy, and can be produced from the same leaf-wax n-alkane dataset used to determine δ²Hwax.","application/pdf","10.3929/ethz-b-000394700",,,,"10.3997/2214-4609.201902992","http://hdl.handle.net/20.500.11850/394700","en","European Association of Geoscientists & Engineers (EAGE)","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Influence of plant growth form, habitat and season on leaf-wax n-alkane hydrogen-isotopic signatures in equatorial East Africa",,"Conference Paper","Open access","Conference Proceedings, 29th International Meeting on Organic Geochemistry, Sep 2019",,"2020-01-28T08:42:31Z",,,,,,"yes","29th International Meeting on Organic Geochemistry (IMOG 2019)","September 1-6, 2019","Gothenburg, Sweden",,"Sources and proportions of modern and aged organic carbon eroded from soils under different land-use within catchments in Nepal – Insights from compound-specific 13C & 14C analysis and novel mixing models","174300","10.13039/501100001711","SNF","Rückkehr CH Advanced Postdoc.Mobility",,,,,,,,,,"EarthDoc","2019","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02704 - Geologisches Institut / Geological Institute::03868 - Eglinton, Timothy I. / Eglinton, Timothy I.","09646||03868","09646||03868",,,"258","s.l.","published","20.500.11850/394692",,"10.3929/ethz-b-000360273",,,,,,,"2020-01-28T11:37:59Z","2021-02-15T07:42:27Z","true","2 p.","FORM",,"publishedVersion"
