id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.software,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.internal,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isDerivedFrom,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"317440","20.500.11850/4","Sprenger, Matthias||Stumpp, Christine||Weiler, Markus||Aeschbach, Werner||Allen, Scott T.||Benettin, Paolo||Dubbert, Maren||Hartmann, Andreas||Hrachowitz, Markus||Kirchner, James W.||McDonnell, Jeffrey J.||Orlowski, Natalie||Penna, Daniele||Pfahl, Stephan||Rinderer, Michael||Rodriguez, Nicolas||Schmidt, Maximilian||Werner, Christiane",,,,,,,"2019-11-05T10:42:04Z","2019-11-03T03:34:41Z||2019-11-05T10:42:04Z","2019-09","2019-05-20","The time that water takes to travel through the terrestrial hydrological cycle and the critical zone is of great interest in Earth system sciences with broad implications for water quality and quantity. Most water age studies to date have focused on individual compartments (or subdisciplines) of the hydrological cycle such as the unsaturated or saturated zone, vegetation, atmosphere, or rivers. However, recent studies have shown that processes at the interfaces between the hydrological compartments (e.g., soil‐atmosphere or soil‐groundwater) govern the age distribution of the water fluxes between these compartments and thus can greatly affect water travel times. The broad variation from complete to nearly absent mixing of water at these interfaces affects the water ages in the compartments. This is especially the case for the highly heterogeneous critical zone between the top of the vegetation and the bottom of the groundwater storage. Here, we review a wide variety of studies about water ages in the critical zone and provide (1) an overview of new prospects and challenges in the use of hydrological tracers to study water ages, (2) a discussion of the limiting assumptions linked to our lack of process understanding and methodological transfer of water age estimations to individual disciplines or compartments, and (3) a vision for how to improve future interdisciplinary efforts to better understand the feedbacks between the atmosphere, vegetation, soil, groundwater, and surface water that control water ages in the critical zone.","application/pdf","10.3929/ethz-b-000374956",,"8755-1209||0096-1043||1944-9208",,"10.1029/2018RG000633","http://hdl.handle.net/20.500.11850/374956","en","Wiley","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","travel times||water ages||tracer hydrology||stable isotopes||critical Zone||terrestrial water cycle","The Demographics of Water: A Review of Water Ages in the Critical Zone",,"Review Article","Open access",,,"2019-11-03T03:34:47Z",,,,,,"yes",,,,,,,,,,,,,,,"85068217460","000492796700004","Rev. Geophys.","3","Reviews of Geophysics","57","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"834","800","Washington, DC","published",,,,,,,,,,"2019-11-05T10:42:21Z","2020-02-15T22:20:21Z","true",,"SCOPUS",,"publishedVersion"
"313954","20.500.11850/3","Kalas, Nicole||Isler, Julia",,,,,,,"2019-10-15T10:25:55Z","2019-10-08T09:33:50Z||2019-10-08T10:38:47Z||2019-10-15T10:25:55Z","2019-09",,,,,,"0036-7818||2235-1469",,,"http://hdl.handle.net/20.500.11850/369076","de","Schweizerischer Forstverein",,,"Reforestation||forest and landscape restoration||WALDENTWICKLUNGSPLANUNG + FORSTLICHE RAUMPLANUNG + AUFFORSTUNGSPOLITIK + FORSTLICHE REGIONALPLANUNG (FORSTPOLITIK)","Wiederbewaldung intensivieren, weltweit",,"Journal Article","Metadata only",,"DDC - DDC::5 - Science::500 - Natural sciences","2019-10-08T09:33:59Z",,,,,,"yes",,,,,,,,,,,,,,,,,"Schweiz. Z. Forstwes.","5","Schweizerische Zeitschrift für Forstwesen","170","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,,"288","Zürich","published",,,,,,,,,,"2019-10-08T10:38:58Z","2022-03-28T23:52:30Z","true","1 p.","FORM",,
"306588","20.500.11850/5","Slade, Eleanor M.||Bagchi, Robert||Keller, Nadine||Philipson, Christopher D.",,,,,,,"2019-08-26T14:07:12Z","2019-08-23T05:08:37Z||2019-08-26T14:07:12Z","2019-09","2019-07-17",,,,,"1360-1385||1878-4372",,"10.1016/j.tplants.2019.06.014","http://hdl.handle.net/20.500.11850/360102","en","Elsevier",,,,"When Do More Species Maximize More Ecosystem Services?",,"Other Journal Item","Metadata only",,,"2019-08-23T05:08:41Z",,,,,,"yes",,,,,,,,,,,,,,,"85068960325","000482180800003","Trends Plant Sci.","9","Trends in Plant Science","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"793","790","Amsterdam","published",,,,,,,,,,"2019-08-26T14:07:23Z","2022-03-28T23:32:09Z","true",,"SCOPUS",,
"317240","20.500.11850/3","Allen, Scott Thomas||von Freyberg, Jana||Weiler, Markus||Goldsmith, Gregory R.||Kirchner, James W.",,,,,,,"2019-11-04T12:03:54Z","2019-11-03T03:35:03Z||2019-11-04T12:03:54Z","2019-09","2019-08-27",,,,,"0094-8276||1944-8007",,"10.1029/2019GL084552","http://hdl.handle.net/20.500.11850/374958","en","American Geophysical Union",,,,"The Seasonal Origins of Streamwater in Switzerland",,"Journal Article","Metadata only",,,"2019-11-03T03:35:07Z",,,,,,"yes",,,,,,,,,,,,,,,"85071737926","000508385500025","Geophys. Res. Lett.","17-18","Geophysical Research Letters","46","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"10434","10425","Washington, DC","published",,,,,,,,,,"2019-11-04T12:04:06Z","2022-03-29T00:12:03Z","true",,"SCOPUS",,
"310285","20.500.11850/3","Hinojosa, Joan C.||Koubínová, Darina||Szenteczki, Mark A.||Pitteloud, Camille||Dincă, Vlad||Alvarez, Nadir||Vila, Roger",,,,,,,"2019-09-20T14:09:47Z","2019-08-14T02:18:11Z||2019-08-14T10:36:02Z||2019-09-20T14:09:47Z","2019-09","2019-06-24",,,,,"0962-1083||1365-294X",,"10.1111/mec.15153","http://hdl.handle.net/20.500.11850/358311","en","Wiley",,,"Despeciation||Genomics||Lepidoptera||Lineage fusion||Mitochondrial DNA||RAD sequencing","A mirage of cryptic species: Genomics uncover striking mitonuclear discordance in the butterfly Thymelicus sylvestris",,"Journal Article","Metadata only",,,"2019-08-14T02:18:14Z",,,,,,"yes",,,,,,,,,,,,,,,"85069899164","000478491700001","Mol Ecol","17","Molecular Ecology","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,"3868","3857","Oxford","published",,,,,,,,,,"2019-09-20T14:09:58Z","2023-02-06T17:40:44Z","true",,"WOS",,
"356350","20.500.11850/10","Wasner, Daniel||Doetterl, Sebastian",,,,,,,"2020-07-15T11:52:20Z","2020-01-17T18:38:16Z||2020-01-28T07:35:51Z||2020-07-15T07:27:34Z||2020-07-15T11:52:20Z","2019-09",,,,,,,,,"http://hdl.handle.net/20.500.11850/391623","en","ETH Zurich, Group Soil Resources, Department of Environmental Systems Science",,,,"Identifying the setting dependency of geoclimatic controls on soil CN cycling at global scales (project in development)",,"Other Conference Item","Metadata only",,,"2020-01-17T18:38:24Z",,,,,,"yes","International Mountain Conference 2019 (IMC 2019)","September 8-12, 2019","Innsbruck, Austria",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","09646","09646","Paper presented on Workshop 2.2.C: Towards a global understanding of the functional ecology of mountain soils.",,,"Zurich","published",,,"https://www.uibk.ac.at/congress/imc2019/program/",,,,,,,"2020-07-15T11:52:32Z","2023-02-06T20:13:05Z","true","10 slides","FORM",,
"305362","20.500.11850/3","Peaucelle, Marc||Bacour, Cédric||Ciais, Philippe||Vuichard, Nicolas||Kuppel, Sylvain||Peñuelas, Josep||Belelli Marchesini, Luca||Blanken, Peter D.||Buchmann, Nina||Chen, Jiquan||Delpierre, Nicolas||Desai, Ankur R.||Dufrêne, Éric||Gianelle, Damiano||Gimeno-Colera, Cristina||Gruening, Carsten||Helfter, Carole||Hörtnagl, Lukas||Ibrom, Andreas||Joffre, Richard||Kato, Tomomichi||Kolb, Thomas E.||Law, Beverly||Lindroth, Anders||Mammarella, Ivan||Merbold, Lutz||Minerbi, Stefano||Montagnani, Leonardo||Šigut, Ladislav||Sutton, Mark||Varlagin, Andrej||Vesala, Timo||Wohlfahrt, Georg||Wolf, Sebastian||Yakir, Dan||Viovy, Nicolas",,,,,,,"2019-08-15T11:39:07Z","2019-07-19T02:20:18Z||2019-07-23T09:43:09Z||2019-08-15T11:39:07Z","2019-09","2019-06-30",,,,,"1466-822X||1466-8238",,"10.1111/geb.12937","http://hdl.handle.net/20.500.11850/353900","en","Wiley",,,"Data assimilation||Optimization||ORCHIDEE||Plant acclimation||Plant functional traits||Terrestrial model","Covariations between plant functional traits emerge from constraining parameterization of a terrestrial biosphere model",,"Journal Article","Metadata only",,,"2019-07-19T02:20:21Z",,,,,,"yes",,,,,,,,,,,,,,,,"000473944200001","Glob. Ecol. Biogeogr.","9","Global Ecology and Biogeography","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03648||03798","03648||03798",,"1365","1351","Oxford","published",,,,,,,,,,"2019-08-15T11:39:16Z","2023-02-06T17:31:40Z","true",,"WOS",,
"330628","20.500.11850/10","Garland, Gina||Edlinger, A.||Herzog, C.||Boitel, J.||Banerjee, S.||Garcia Palacios, P.||Pescador, D.||Romdhane, S.||Degrune, F.||Saghai, A.||Maestre, F.||Philippot, L.||Rillig, M.||Hallin, S.||van der Heijden, M.",,,,,,,"2020-01-20T16:59:09Z","2020-01-16T12:18:31Z||2020-01-20T16:59:09Z","2019-08-26",,,,,,,,,"http://hdl.handle.net/20.500.11850/391123","en","Bodenkundliche Gesellschaft der Schweiz BGS",,,,"Digging Deeper: The impact of crop diversification on soil microbial diversity and soil multifunctionality",,"Other Conference Item","Metadata only","Jahrestagung der Bodenkundlichen Gesellschaft der Schweizund der Deutschen Bodenkundlichen Gesellschaft: Abstract-Band 2019",,"2020-01-16T12:18:38Z",,,,,,"yes","DBG Annual Meeting 2019","August 24-29, 2019","Bern, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","09646","09646",,"33","33","s.l.","published",,,,,,,,,,"2020-01-20T16:59:23Z","2021-02-15T07:32:54Z","true",,"FORM",,
"308899","20.500.11850/3","Nikseresht, Fahime||Honarbakhsh, Afshin||Ostovari, Yaser||Afzali, Sayed Fakhreddin",,,,,,,"2019-09-12T08:54:43Z","2019-09-12T03:35:14Z||2019-09-12T08:54:43Z","2019-08-23",,,,,,"0010-3624||1532-2416",,"10.1080/00103624.2019.1654507","http://hdl.handle.net/20.500.11850/363634","en","Taylor & Francis",,,"Mamdani||Pedeotransfer functions||UNSODA||Regression tree","Model Development to Predict CEC Using the Intelligence Data Mining Approaches",,"Journal Article","Metadata only",,,"2019-09-12T03:35:19Z",,,,,,"yes",,,,,,,,,,,,,,,"85070981844","000483150300001","Commun. soil sci. plant anal.","17","Communications in soil science and plant analysis","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","09646","09646",,"2189","2178","Philadelphia, PA","published",,,,,,,,,,"2019-09-12T08:55:02Z","2020-02-15T21:36:09Z","true",,"WOS",,
"305359","20.500.11850/3","Ghazoul, Jaboury||Hasanah, Nur||Komarudin, Heru||Dray, Anne",,,,,,,"2019-08-15T11:35:40Z","2019-07-25T08:42:24Z||2019-07-25T08:48:44Z||2019-08-15T11:35:40Z","2019-08-06",,"Involving local communities in ecosystem service research can improve the relevance, quality and, ultimately, the outcomes of natural resource management. Local engagement can also contribute to solutions to ecosystem management challenges by diversifying the range of options and contextualizing their applicability. The benefits to local communities of ecosystem service-based policies relative to other interventions, such as oil palm development, are, therefore, best understood from the perspectives of the local communities themselves. We used observations, focus group discussions, and interviews in four villages along the Belayan River, East Kalimantan, Indonesia, to explore how local communities in different oil palm development contexts perceive Ecosystem Services (ES). The main livelihood activity differed across these villages, which were either fishing, oil palm smallholder communities, or forest-dependent communities. Perceptions about ES varied across villages, though three services were perceived to be crucial in all four villages, namely fish provision, water quality, and land availability. These services can be a common concern entry point for discussions on landscape management. Despite common recognition of the negative impacts of oil palm development on these crucial services, all communities are nevertheless choosing to expand oil palm. Communities identified a wide array of direct and indirect drivers underlying this trend, including social influence, financial capital, ecological factors, and subsidies from local government. Early engagement of local policymakers, oil palm companies, and local communities is essential to the maintenance of crucial and widely recognized ecosystem services in oil palm landscapes.","application/pdf","10.3929/ethz-b-000355143",,"2624-893X",,"10.3389/ffgc.2019.00041","http://hdl.handle.net/20.500.11850/355143","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Beyond oil palm: perceptions of local communities of environmental change",,"Journal Article","Open access",,,"2019-07-25T08:42:30Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"Frontiers in Forests and Global Change","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","02350||03723||08697","03723||08697",,,"41","Lausanne","published",,,,,,,,,,"2019-08-15T11:35:49Z","2023-02-06T17:31:38Z","true","19 p.","FORM",,"publishedVersion"
