id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.other,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isContinuedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"195279","20.500.11850/3","Schemm, Sebastian||Nummelin, Aleksi||Kvamsto, Nils G.||Breivik, Oyvind",,,,,,"2017-11-17T11:14:04Z","2017-10-06T02:49:44Z||2017-11-17T11:14:04Z","2017-08","2017-08-15",,,,,"0739-0572||1520-0426",,"10.1175/JTECH-D-16-0198.1","http://hdl.handle.net/20.500.11850/191086","en","American Meteorological Society",,,,"Lagrangian circulation/transport||Ocean circulation","The Ocean Version of the Lagrangian Analysis Tool LAGRANTO","Journal Article","Metadata only",,,"2017-10-06T02:50:03Z",,,,,,"yes",,,,,,,,,,,,,"85027977150","000408107300008","J. Atmos. Ocean. Technol.","8","Journal of Atmospheric and Oceanic Technology","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"1741","1723","Boston, MA","published",,,,,,,,,,,"2017-11-17T11:14:14Z","2023-02-06T14:51:08Z","true",,"WOS",,
"173468","20.500.11850/3","Holmes, Alexander||Rüdiger, Christoph||Mueller, Brigitte||Hirschi, Martin||Tapper, Nigel",,,,,,"2017-08-17T13:56:47Z","2017-08-04T13:38:05Z||2017-08-07T06:27:22Z||2017-08-17T13:56:47Z","2017-07-28","2017-07-22",,,,,"0094-8276||1944-8007",,"10.1002/2017gl073793","http://hdl.handle.net/20.500.11850/174695","en","American Geophysical Union",,,,"Soil moisture||Hot days","Variability of soil moisture proxies and hot days across the climate regimes of Australia","Journal Article","Metadata only",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-08-04T13:38:08Z",,,,,,"yes",,,,,,,,,,,,,"85028515238","000407790500020","Geophys. Res. Lett.","14","Geophysical Research Letters","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"7275","7265","Washington, DC","published",,,,,,,,,,,"2017-08-17T13:56:49Z","2021-02-14T18:22:54Z","true",,"FORM",,
"187974","20.500.11850/3","Borodina, Aleksandra||Fischer, Erich M.||Knutti, Reto",,,,,,"2017-10-20T11:31:31Z","2017-10-06T01:56:19Z||2017-10-20T11:31:31Z","2017-07-28","2017-07-18",,,,,"0094-8276||1944-8007",,"10.1002/2017GL074530","http://hdl.handle.net/20.500.11850/190293","en","American Geophysical Union",,,,,"Models are likely to underestimate increase in heavy rainfall in the extratropical regions with high rainfall intensity","Journal Article","Metadata only",,,"2017-10-06T01:56:40Z",,,,,,"yes",,,,,,,,,,,,,"85024498771","000407790500035","Geophys. Res. Lett.","14","Geophysical Research Letters","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"7409","7401","Washington","published",,,,,,,,,,,"2017-10-20T11:31:32Z","2021-02-14T19:35:35Z","true",,"WOS",,
"212446","20.500.11850/3","Dahinden, Fabienne||Fischer, Erich M.||Knutti, Reto",,,,,,"2018-01-22T12:33:32Z","2017-10-06T02:01:47Z||2017-10-31T12:41:47Z||2018-01-22T12:33:32Z","2017-07-21",,"The concept of spatial climate analogs, that is identifying a place with a present-day climate similar to the projections of a place of interest, is a promising method for visualizing and communicating possible effects of climate change. We show that when accounting for seasonal cycles of both temperature and precipitation, it is impossible to find good analogs for projections at many places across the world. For substantial land fractions, primarily in the tropics and subtropics, there are no analogs anywhere with current seasonal cycles of temperature and precipitation matching their projected future conditions. This implies that these places experience the emergence of novel climates. For 1.5 °C global warming about 15% and for 2 °C warming about 21% of the global land is projected to experience novel climates, whereas for a 4 °C warming the corresponding novel climates may emerge on more than a third of the global land fraction. Similar fractions of today's climates, mainly found in the tropics, subtropics and polar north, are anticipated to disappear in the future. Note that the exact quantification of the land fraction is sensitive to the threshold selection. Novel and disappearing climates may have serious consequences for impacts that are sensitive to the full seasonal cycle of temperature and precipitation. For individual seasons, however, spatial analogs may still be a powerful tool for climate change communication.","application/pdf","10.3929/ethz-b-000190378",,"1748-9326||1748-9318",,"10.1088/1748-9326/aa75d7","http://hdl.handle.net/20.500.11850/190378","en","IOP Publishing",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","climate change communication||spatial climate analogs||novel and disappearing climates","Future local climate unlike currently observed anywhere","Journal Article","Open access",,,"2017-10-06T02:02:01Z",,,,,,"yes",,,,,,,,,,,,,"85029186318","000406139000004","Environ. Res. Lett.","8","Environmental Research Letters","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,,"084004","Bristol","published",,,,,,,,,,,"2017-10-31T12:41:52Z","2021-02-14T21:58:43Z","true","9 p.","WOS",,"publishedVersion"
"199722","20.500.11850/5","Lohmann, Ulrike||Gasparini, Blaž",,,,,,"2017-12-02T15:06:56Z","2017-10-06T02:01:42Z||2017-12-02T15:06:56Z","2017-07-21",,,,,,"0036-8075||1095-9203",,"10.1126/science.aan3325","http://hdl.handle.net/20.500.11850/190371","en","AAAS",,,,,"A cirrus cloud climate dial?","Other Journal Item","Metadata only",,,"2017-10-06T02:02:01Z",,,,,,"yes",,,,,,,,,,,,,"85025479937","000405901600020",,"6348","Science","357","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"249","248","Washington, DC","published",,,,,,,,,,"true","2017-12-02T15:06:59Z","2020-02-15T10:02:04Z","true",,"WOS",,
"214733","20.500.11850/3","Glassmeier, Franziska||Possner, Anna||Vogel, Bernhard||Vogel, Heike||Lohmann, Ulrike",,,,,,"2018-01-26T08:47:19Z","2017-10-06T03:09:09Z||2017-10-11T11:49:57Z||2018-01-26T08:47:19Z","2017-07-17","2017-07-17","The complexity of atmospheric aerosol causes large uncertainties in its parameterization in atmospheric models. In a process-based comparison of two aerosol and chemistry schemes within the regional atmospheric modeling framework COSMO-ART (Consortium for Small-Scale Modelling, Aersosol and Reactive Trace gases extension), we identify key sensitivities of aerosol parameterizations. We consider the aerosol module MADE (Modal Aerosol Dynamics model for Europe) in combination with full gas-phase chemistry and the aerosol module M7 in combination with a constant-oxidant-field-based sulfur cycle. For a Saharan dust outbreak reaching Europe, modeled aerosol populations are more sensitive to structural differences between the schemes, in particular the consideration of aqueous-phase sulfate production, the selection of aerosol species and modes, and modal composition, than to parametric choices like modal standard deviation and the parameterization of aerosol dynamics. The same observation applies to aerosol optical depth (AOD) and the concentrations of cloud condensation nuclei (CCN). Differences in the concentrations of ice-nucleating particles (INPs) are masked by uncertainties between two ice-nucleation parameterizations and their coupling to the aerosol scheme. Differences in cloud droplet and ice crystal number concentrations are buffered by cloud microphysics as we show in a susceptibility analysis.","application/pdf","10.3929/ethz-b-000191366",,"1680-7375||1680-7367",,"10.5194/acp-17-8651-2017","http://hdl.handle.net/20.500.11850/191366","en","Copernicus GmbH",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"A comparison of two chemistry and aerosol schemes on the regional scale and the resulting impact on radiative properties and liquid- and ice-phase aerosol-cloud interactions","Journal Article","Open access",,,"2017-10-06T03:09:17Z",,,,,,"yes",,,,,,,,,,,,,"85024902745","000405649900002","Atmos. chem. phys.","14","Atmospheric Chemistry and Physics","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"8680","8651","Göttingen","published",,,,,,,,,,"true","2017-10-11T11:50:03Z","2023-02-06T15:07:39Z","true",,"WOS",,"publishedVersion"
"186586","20.500.11850/3","Donat, Markus G.||Pitman, Andy J.||Seneviratne, Sonia I.",,,,,,"2017-10-17T13:16:43Z","2017-10-06T02:08:45Z||2017-10-17T13:16:43Z","2017-07-16","2017-07-15",,,,,"0094-8276||1944-8007",,"10.1002/2017GL073733","http://hdl.handle.net/20.500.11850/190493","en","American Geophysical Union; Wiley",,,,"Temperature extremes||soil-moisture feedbacks||climate change||global warming||CMIP5||observations","Regional warming of hot extremes accelerated by surface energy fluxes","Journal Article","Metadata only",,,"2017-10-06T02:08:57Z",,,,,,"yes",,,,,,,,,,,,,"85023604800","000406257400063","Geophys. Res. Lett.","13","Geophysical Research Letters","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"7019","7011","Washington, DC","published",,,,,,,,,,,"2017-10-17T13:16:45Z","2022-03-28T17:46:53Z","true",,"WOS",,
"197080","20.500.11850/3","Zhang, Yulan||Kang, Shichang||Cong, Zhiyuan||Schmale, Julia||Sprenger, Michael||Li, Chaoliu||Yang, Wei||Gao, Tanguang||Sillanpää, Mika||Li, Xiaofei||Liu, Yajun||Chen, Pengfei||Zhang, Xuelei",,,,,,"2017-11-22T15:50:34Z","2017-10-06T03:24:08Z||2017-11-22T15:50:34Z","2017-07-16","2017-07-12",,,,,"0148-0227||2169-897X",,"10.1002/2016JD026397","http://hdl.handle.net/20.500.11850/191598","en","Wiley",,,,"Light-absorbing impurities||black carbon||organic carbon||mineral dust||snow albedo||Tibetan plateau","Light-absorbing impurities enhance glacier albedo reduction in the southeastern Tibetan plateau","Journal Article","Metadata only",,,"2017-10-06T03:24:15Z",,,,,,"yes",,,,,,,,,,,,,,"000407900300013","J. geophys. res., Atmos.","13","Journal of Geophysical Research: Atmospheres","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"6933","6915","Hoboken, NJ","published",,,,,,,,,,,"2017-11-22T15:50:38Z","2022-03-28T18:20:00Z","true",,"WOS",,
"190079","20.500.11850/3","Zscheischler, Jakob||Orth, Rene||Seneviratne, Sonia I.",,,,,,"2017-10-27T15:00:13Z","2017-10-06T02:01:59Z||2017-10-27T15:00:13Z","2017-07-11",,"Crops are vital for human society. Crop yields vary with climate and it is important to understand how climate and crop yields are linked to ensure future food security. Temperature and precipitation are among the key driving factors of crop yield variability. Previous studies have investigated mostly linear relationships between temperature and precipitation and crop yield variability. Other research has highlighted the adverse impacts of climate extremes, such as drought and heat waves, on crop yields. Impacts are, however, often non-linearly related to multivariate climate conditions. Here we derive bivariate return periods of climate conditions as indicators for climate variability along different temperature–precipitation gradients. We show that in Europe, linear models based on bivariate return periods of specific climate conditions explain on average significantly more crop yield variability (42 %) than models relying directly on temperature and precipitation as predictors (36 %). Our results demonstrate that most often crop yields increase along a gradient from hot and dry to cold and wet conditions, with lower yields associated with hot and dry periods. The majority of crops are most sensitive to climate conditions in summer and to maximum temperatures. The use of bivariate return periods allows the integration of non-linear impacts into climate–crop yield analysis. This offers new avenues to study the link between climate and crop yield variability and suggests that they are possibly more strongly related than what is inferred from conventional linear models.","application/pdf","10.3929/ethz-b-000190400",,"1726-4170||1726-4170",,"10.5194/bg-14-3309-2017","http://hdl.handle.net/20.500.11850/190400","en","Copernicus",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Bivariate return periods of temperature and precipitation explain a large fraction of European crop yields","Journal Article","Open access",,,"2017-10-06T02:02:01Z",,,,,,"yes",,,,,,,,,,,,,"85023180890","000405376200001",,"13","Biogeosciences","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"3320","3309","Gottingen","published",,,,,,,,,,,"2017-10-27T15:00:17Z","2022-03-28T17:53:54Z","true",,"WOS",,"publishedVersion"
"218723","20.500.11850/3","Bastelberger, Sandra||Krieger, Ulrich K.||Luo, Beiping||Thomas, Peter",,,,,,"2018-02-12T10:01:04Z","2017-10-06T01:59:12Z||2017-10-27T13:38:12Z||2018-02-12T10:01:04Z","2017-07-11",,"Field measurements indicating that atmospheric secondary organic aerosol (SOA) particles can be present in a highly viscous, glassy state have spurred numerous studies addressing low diffusivities of water in glassy aerosols. The focus of these studies is on kinetic limitations of hygroscopic growth and the plasticizing effect of water. In contrast, much less is known about diffusion limitations of organic molecules and oxidants in viscous matrices. These may affect atmospheric chemistry and gas–particle partitioning of complex mixtures with constituents of different volatility. In this study, we quantify the diffusivity of a volatile organic in a viscous matrix. Evaporation of single particles generated from an aqueous solution of sucrose and small amounts of volatile tetraethylene glycol (PEG-4) is investigated in an electrodynamic balance at controlled relative humidity (RH) and temperature. The evaporative loss of PEG-4 as determined by Mie resonance spectroscopy is used in conjunction with a radially resolved diffusion model to retrieve translational diffusion coefficients of PEG-4. Comparison of the experimentally derived diffusivities with viscosity estimates for the ternary system reveals a breakdown of the Stokes–Einstein relationship, which has often been invoked to infer diffusivity from viscosity. The evaporation of PEG-4 shows pronounced RH and temperature dependencies and is severely depressed for RH ≲ 30 %, corresponding to diffusivities < 10−14 cm2 s−1 at temperatures < 15 °C. The temperature dependence is strong, suggesting a diffusion activation energy of about 300 kJ mol−1. We conclude that atmospheric volatile organic compounds can be subject to severe diffusion limitations in viscous organic aerosol particles. This may enable an important long-range transport mechanism for organic material, including pollutant molecules such as polycyclic aromatic hydrocarbons (PAHs).","application/pdf","10.3929/ethz-b-000190334",,"1680-7375||1680-7367",,"10.5194/acp-17-8453-2017","http://hdl.handle.net/20.500.11850/190334","en","Copernicus",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Diffusivity measurements of volatile organics in levitated viscous aerosol particles","Journal Article","Open access",,,"2017-10-06T01:59:30Z",,,,,,"yes",,,,"Physical states of mixed organic-inorganic aerosols","146760","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,,"85023754676","000405372800005","Atmos. chem. phys.","13","Atmospheric Chemistry and Physics","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,"8471","8453","Göttingen","published",,,,,,,,,,"true","2017-10-27T13:38:15Z","2023-02-06T15:11:11Z","true",,"WOS",,"publishedVersion"
"265773","20.500.11850/3","Thiery, Wim||Gudmundsson, Lukas||Bedka, Kristopher||Semazzi, Fredrick H. M.||Lhermitte, Stef||Willems, Patrick||van Lipzig, Nicole P.M.||Seneviratne, Sonia I.",,,,,,"2018-11-27T09:08:09Z","2017-10-06T03:33:53Z||2017-11-01T07:00:23Z||2018-11-27T09:08:09Z","2017-07","2017-07-06","Weather extremes have harmful impacts on communities around Lake Victoria in East Africa. Every year, intense nighttime thunderstorms cause numerous boating accidents on the lake, resulting in thousands of deaths among fishermen. Operational storm warning systems are therefore crucial. Here we complement ongoing early warning efforts based on numerical weather prediction, by presenting a new satellite data-driven storm prediction system, the prototype Lake Victoria Intense storm Early Warning System (VIEWS). VIEWS derives predictability from the correlation between afternoon land storm activity and nighttime storm intensity on Lake Victoria, and relies on logistic regression techniques to forecast extreme thunderstorms from satellite observations. Evaluation of the statistical model reveals that predictive power is high and independent of the type of input dataset. We then optimise the configuration and show that false alarms also contain valuable information. Our results suggest that regression-based models that are motivated through process understanding have the potential to reduce the vulnerability of local fishing communities around Lake Victoria. The experimental prediction system is publicly available under the MIT licence at http://github.com/wthiery/VIEWS.","application/pdf","10.3929/ethz-b-000191692",,"1748-9326||1748-9318",,"10.1088/1748-9326/aa7521","http://hdl.handle.net/20.500.11850/191692","en","Institute of Physics",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","Early warning systems||Extreme weather||Lake Victoria||Vulnerability","Early warnings of hazardous thunderstorms over Lake Victoria","Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-10-06T03:34:17Z",,,,,,"yes",,,,,,,,,,,,,"85025610021","000404943700005","Environ. Res. Lett.","7","Environmental Research Letters","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,,"074012","Bristol","published",,,,,,,,,,,"2017-11-01T07:00:27Z","2022-03-28T21:46:55Z","true","9 p.","WOS",,"publishedVersion"
"184532","20.500.11850/5","Schleussner, Carl-Friedrich||Pfleiderer, Peter||Fischer, Erich M.",,,,,,"2017-10-09T14:09:28Z","2017-10-06T02:35:00Z||2017-10-09T14:09:28Z","2017-07","2017-06-30",,,,,"1758-6798",,"10.1038/nclimate3320","http://hdl.handle.net/20.500.11850/190870","en","Nature Publ. Group",,,,,"In the observational record half a degree matters","Other Journal Item","Metadata only",,,"2017-10-06T02:35:19Z",,,,,,"yes",,,,,,,,,,,,,,"000404545400005","Nat. Clim. Chang.","7","Nature Climate Change","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"462","460","London","published",,,,,,"handle/20.500.11850/238834",,,,,"2017-10-09T14:09:30Z","2023-02-06T14:38:48Z","true",,"WOS",,
"190928","20.500.11850/3","Berkemeier, Thomas||Ammann, Markus||Krieger, Ulrich K.||Peter, Thomas||Spichtinger, Peter||Pöschl, Ulrich||Shiraiwa, Manabu||Huisman, Andrew J.",,,,,,"2017-11-01T08:13:20Z","2017-10-06T03:38:00Z||2017-11-01T08:13:20Z","2017-06-30",,"We present a Monte Carlo genetic algorithm (MCGA) for efficient, automated, and unbiased global optimization of model input parameters by simultaneous fitting to multiple experimental data sets. The algorithm was developed to address the inverse modelling problems associated with fitting large sets of model input parameters encountered in state-of-the-art kinetic models for heterogeneous and multiphase atmospheric chemistry. The MCGA approach utilizes a sequence of optimization methods to find and characterize the solution of an optimization problem. It addresses an issue inherent to complex models whose extensive input parameter sets may not be uniquely determined from limited input data. Such ambiguity in the derived parameter values can be reliably detected using this new set of tools, allowing users to design experiments that should be particularly useful for constraining model parameters. We show that the MCGA has been used successfully to constrain parameters such as chemical reaction rate coefficients, diffusion coefficients, and Henry's law solubility coefficients in kinetic models of gas uptake and chemical transformation of aerosol particles as well as multiphase chemistry at the atmosphere–biosphere interface. While this study focuses on the processes outlined above, the MCGA approach should be portable to any numerical process model with similar computational expense and extent of the fitting parameter space.","application/pdf","10.3929/ethz-b-000191761",,"1680-7375||1680-7367",,"10.5194/acp-17-8021-2017","http://hdl.handle.net/20.500.11850/191761","en","Copernicus Publications",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Technical note: Monte Carlo genetic algorithm (MCGA) for model analysis of multiphase chemical kinetics to determine transport and reaction rate coefficients using multiple experimental data sets","Journal Article","Open access",,,"2017-10-06T03:38:15Z",,,,,,"yes",,,,,,,,,,,,,"85022229125","000404771300009","Atmos. chem. phys.","12","Atmospheric Chemistry and Physics","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03517 - Peter, Thomas (emeritus) / Peter, Thomas (emeritus)","03517","03517",,"8029","8021","Göttingen","published",,,,,,,,,,,"2017-11-01T08:13:31Z","2023-02-06T14:45:33Z","true",,"WOS",,"publishedVersion"
