id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.other,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isContinuedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"170198","20.500.11850/3","Possner, Anna||Ekman, Annica M.L.||Lohmann, Ulrike",,,,,,"2017-07-26T07:30:35Z","2017-06-12T20:11:34Z||2017-07-26T07:30:35Z","2017-02-28","2017-02-18",,,,,"0094-8276||1944-8007",,"10.1002/2016GL071358","http://hdl.handle.net/20.500.11850/129188","en","American Geophysical Union",,,,,"Cloud response and feedback processes in stratiform mixed-phase clouds perturbed by ship exhaust","Journal Article","Metadata only",,,"2017-06-12T20:12:19Z",,,,"pub:192149",,"yes",,,,,,,,,,"imp59365550c2c1b22401","010841505",,"85013382124","000396411100042","Geophys. Res. Lett.","4","Geophysical Research Letters","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"1972","1964","Washington, DC","published",,,,,,,,,,,"2017-07-26T07:31:05Z","2021-02-14T18:05:42Z","true",,"ECIT",,
"190488","20.500.11850/3","Mitchell, Daniel||AchutaRao, Krishna||Allen, Myles||Bethke, Ingo||Beyerle, Urs||Ciavarella, Andrew||Forster, Piers M.||Fuglestvedt, Jan||Gillett, Nathan||Haustein, Karsten||Ingram, William||Iversen, Trond||Kharin, Viatcheslav||Klingaman, Nicholas||Massey, Neil||Fischer, Erich M.||Schleussner, Carl-Friedrich||Scinocca, John||Seland, Øyvind||Shiogama, Hideo||Shuckburgh, Emily||Sparrow, Sarah||Stone, Daithi||Uhe, Peter||Wallom, David||Wehner, Michael||Zaaboul, Rashyd",,,,,,"2017-10-30T16:40:56Z","2017-06-12T20:02:44Z||2017-10-30T16:40:56Z","2017-02-08",,"The Intergovernmental Panel on Climate Change (IPCC) has accepted the invitation from the UNFCCC to provide a special report on the impacts of global warming of 1.5 °C above pre-industrial levels and on related global greenhouse-gas emission pathways. Many current experiments in, for example, the Coupled Model Inter-comparison Project (CMIP), are not specifically designed for informing this report. Here, we document the design of the half a degree additional warming, projections, prognosis and impacts (HAPPI) experiment. HAPPI provides a framework for the generation of climate data describing how the climate, and in particular extreme weather, might differ from the present day in worlds that are 1.5 and 2.0 °C warmer than pre-industrial conditions. Output from participating climate models includes variables frequently used by a range of impact models. The key challenge is to separate the impact of an additional approximately half degree of warming from uncertainty in climate model responses and internal climate variability that dominate CMIP-style experiments under low-emission scenarios.  Large ensembles of simulations (>  50 members) of atmosphere-only models for three time slices are proposed, each a decade in length: the first being the most recent observed 10-year period (2006–2015), the second two being estimates of a similar decade but under 1.5 and 2 °C conditions a century in the future. We use the representative concentration pathway 2.6 (RCP2.6) to provide the model boundary conditions for the 1.5 °C scenario, and a weighted combination of RCP2.6 and RCP4.5 for the 2 °C scenario.","application/pdf","10.3929/ethz-b-000128890",,"1991-9603||1991-959X",,"10.5194/gmd-10-571-2017","http://hdl.handle.net/20.500.11850/128890","en","Copernicus",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Half a degree additional warming, prognosis and projected impacts (HAPPI): Background and experimental design","Journal Article","Open access",,,"2017-06-12T20:03:34Z",,,,"pub:191819",,"yes",,,,,,,,,,"imp5936554a7669737043","010180250",,"85011982641","000395390500001","Geosci. model dev.","2","Geoscientific Model Development","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777",,"583","571","Göttingen","published",,,,,,,,,,,"2017-07-13T19:37:06Z","2023-02-06T14:45:09Z","true",,"ECIT",,"publishedVersion"
"292948","20.500.11850/3","Beck, Alexander||Henneberger, Jan||Schöpfer, Sarah||Fugal, Jacob||Lohmann, Ulrike",,,,,,"2019-05-10T08:50:19Z","2017-06-12T20:02:58Z||2019-05-10T08:50:19Z","2017-02-06",,"In situ observations of cloud properties in complex alpine terrain where research aircraft cannot sample are commonly conducted at mountain-top research stations and limited to single-point measurements. The HoloGondel platform overcomes this limitation by using a cable car to obtain vertical profiles of the microphysical and meteorological cloud parameters. The main component of the HoloGondel platform is the HOLographic Imager for Microscopic Objects (HOLIMO 3G), which uses digital in-line holography to image cloud particles. Based on two-dimensional images the microphysical cloud parameters for the size range from small cloud particles to large precipitation particles are obtained for the liquid and ice phase. The low traveling velocity of a cable car on the order of 10ms−1 allows measurements with high spatial resolution; however, at the same time it leads to an unstable air speed towards the HoloGondel platform. Holographic cloud imagers, which have a sample volume that is independent of the air speed, are therefore well suited for measurements on a cable car. Example measurements of the vertical profiles observed in a liquid cloud and a mixed-phase cloud at the Eggishorn in the Swiss Alps in the winters 2015 and 2016 are presented. The HoloGondel platform reliably observes cloud droplets larger than 6.5µm, partitions between cloud droplets and ice crystals for a size larger than 25µm and obtains a statistically significantly size distribution for every 5m in vertical ascent.","application/pdf","10.3929/ethz-b-000128907",,"1867-1381||1867-8548",,"10.5194/amt-10-459-2017","http://hdl.handle.net/20.500.11850/128907","en","Copernicus",,"Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"HoloGondel: In situ cloud observations on a cable car in the Swiss Alps using a holographic imager","Journal Article","Open access",,,"2017-06-12T20:03:34Z",,,,"pub:191836",,"yes",,,,,,,,,,"imp5936554ad120c48845",,,"85011878121","000395102800003","Atmos. meas. tech.","2","Atmospheric Measurement Techniques","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690",,"476","459","Katlenburg-Lindau","published",,,,,,,,,,,"2017-07-13T16:58:36Z","2020-02-15T18:58:18Z","true","18 p.","ECIT",,"publishedVersion"
"257796","20.500.11850/3","Sanchez-Lorenzo, Arturo||Enriquez-Alonso, Aaron||Calbó, Josep||González, Josep-A.||Wild, Martin||Folini, Doris||Norris, Joel R.||Vicente-Serrano, Sergio M.",,,,,,"2018-10-12T15:28:39Z","2017-06-12T19:49:56Z||2018-10-12T15:28:39Z","2017-02-02",,"Clouds play a major role in the climate system, but large uncertainties remain about their decadal variations. Here we report a widespread decrease in cloud cover since the 1970 s over the Mediterranean region, in particular during the 1970 s–1980 s, especially in the central and eastern areas and during springtime. Confidence in these findings is high due to the good agreement between the interannual variations of cloud cover provided by surface observations and several satellite-derived and reanalysis products, although some discrepancies exist in their trends. Climate model simulations of the historical experiment from the Coupled Model Intercomparison Project Phase 5 (CMIP5) also exhibit a decrease in cloud cover over the Mediterranean since the 1970 s, in agreement with surface observations, although the rate of decrease is slightly lower. The observed northward expansion of the Hadley cell is discussed as a possible cause of detected trends.","application/pdf","10.3929/ethz-b-000128586",,"2045-2322",,"10.1038/srep41475","http://hdl.handle.net/20.500.11850/128586","en","Nature Publishing Group",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Climate change||Climate and Earth system modelling","Fewer clouds in the Mediterranean: Consistency of observations and climate simulations","Journal Article","Open access",,,"2017-06-12T19:50:50Z",,,,"pub:191497",,"yes",,,,,,,,,,"imp593655442385688624","006751867",,"85011344628","000393097100002","Sci Rep",,"Scientific Reports","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,,"41475","London","published",,,,,,,,,,,"2017-07-15T04:09:29Z","2021-02-15T02:05:47Z","true","10 p.","ECIT",,"publishedVersion"
"129193","20.500.11850/3","Sanchez-Lorenzo, Arturo||Enriquez-Alonso, Aaron||Wild, Martin||Trentmann, Jörg||Vicente-Serrano, Sergio M.||Sanchez-Romero, Alejandro||Posselt, Rebekka||Hakuba, Maria Z.",,,,,,"2017-06-12T20:12:05Z","2017-06-12T20:12:05Z","2017-02",,,,,,"0034-4257",,"10.1016/j.rse.2016.11.018","http://hdl.handle.net/20.500.11850/129226","en","Elsevier",,,,"Surface solar radiation||Satellite-derived||All-sky irradiance||Temporal inhomogeneities||Decadal changes||Brightening||Europe","Trends in downward surface solar radiation from satellites and ground observations over Europe during 1983-2010","Journal Article","Metadata only",,,"2017-06-12T20:12:19Z",,,,"pub:192190",,"yes",,,,,,,,,,"imp593655519748754022","010841870",,"84998698778","000393005400009","Remote Sens. Environ.",,"Remote Sensing of Environment","189","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Published online 30 November 2016.","117","108","New York","published",,,,,,,,,,,"2017-07-17T07:45:39Z","2021-02-14T15:04:25Z","true",,"ECIT",,
"128818","20.500.11850/3","He, Jie||Winton, Michael||Vecchi, Gabriel||Jia, Liwei||Rugenstein, Maria",,,,,,"2017-06-12T20:02:12Z","2017-06-12T20:02:12Z","2017-02",,,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-16-0581.1","http://hdl.handle.net/20.500.11850/128851","en","American Meteorological Society",,,,,"Transient climate sensitivity depends on base climate ocean circulation","Journal Article","Metadata only",,,"2017-06-12T20:03:34Z",,,,"pub:191780",,"yes",,,,,,,,,,"imp5936554996a8f96422","010842150",,"85012273227","000395522400019","J. climate","4","Journal of Climate","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777","Published online 8 February 2017.","1504","1493","Boston, MA","published",,,,,,,,,,,"2017-07-15T04:17:30Z","2018-12-02T07:00:02Z","true",,"ECIT",,
"194868","20.500.11850/5","Marotzke, Jochem||Jakob, Christian||Bony, Sandrine||Dirmeyer, Paul A.||O'Gorman, Paul A.||Hawkins, Ed||Perkins-Kirkpatrick, Sarah||Le Quéré, Corinne||Nowicki, Sophie||Paulavets, Katsia||Seneviratne, Sonia I.||Stevens, Bjorn||Tuma, Matthias",,,,,,"2017-11-16T11:08:57Z","2017-10-06T03:42:44Z||2017-11-16T11:08:57Z","2017-02","2017-01-16",,,,,"1758-6798",,,"http://hdl.handle.net/20.500.11850/191827","en","Nature Publ. Group",,,,,"Climate research must sharpen its view","Other Journal Item","Metadata only",,,"2017-10-06T03:42:52Z",,,,,,"yes",,,,,,,,,,,,,,"000396348500002","Nat. Clim. Chang.",,"Nature Climate Change","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778",,"91","89","London","published",,,,,,,,,,,"2017-11-16T11:09:00Z","2022-03-28T18:07:10Z","true",,"WOS",,
"191409","20.500.11850/3","Neidert, Marian Christoph||Sprenger, Michael||Mader, Marius||Esposito, Giuseppe||Hosp, Jonas||Bozinov, Oliver||Regli, Luca||Burkhardt, Jan-Karl",,,,,,"2017-11-02T13:41:23Z","2017-10-06T02:19:55Z||2017-11-02T13:41:23Z","2017-02","2016-12-10",,,,,,,"10.1016/j.wneu.2016.12.006","http://hdl.handle.net/20.500.11850/190672","en","Elsevier",,,,"ICH||Weather||Hemorrhagic stroke||Meteorology||Intracerebral hemorrhage","A High-Resolution Analysis on the Meteorological Influences on Spontaneous Intracerebral Hemorrhage Incidence","Journal Article","Metadata only",,,"2017-10-06T02:19:57Z",,,,,,"yes",,,,,,,,,,,,,"85008474204","000397028300086",,,"World Neurosurgery","98","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"703","695","New York, NY","published",,,,,,,,,,,"2018-02-01T09:22:37Z","2022-03-28T17:57:30Z","true||true",,"WOS",,
"240019","20.500.11850/5","Robiou Du Pont, Yann||Jeffery, M. Louise||Gütschow, Johannes||Rogelj, Joeri||Christoff, Peter||Meinshausen, Malte",,,,,,"2018-06-20T08:31:11Z","2017-12-14T05:32:59Z||2018-01-30T11:03:45Z||2018-06-20T08:31:11Z","2017-02-01",,,,,,"1758-6798",,"10.1038/NCLIMATE3210","http://hdl.handle.net/20.500.11850/220871","en","Macmillan Publishers",,,,,"Corrigendum: Equitable mitigation to achieve the Paris Agreement goals","Other Journal Item","Metadata only",,,"2017-12-14T05:33:15Z",,,,,,"yes",,,,,,,,,,,,,,"000396348500020","Nat. Clim. Chang.","2","Nature Climate Change","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777","Nature Climate Change 7, 38–43 (2017); published online 19 December 2016; corrected after print 1 February 2017.","153","153","London","published",,,,,,,,,"handle/20.500.11850/125352",,"2018-06-20T08:31:18Z","2022-03-28T20:28:52Z","true","1 p.","WOS",,
"167785","20.500.11850/3","Winter, Kevin J. -P.M.||Kotlarski, Sven||Scherrer, Simon C.||Schär, Christoph",,,,,,"2017-07-10T12:20:59Z","2017-06-12T05:39:17Z||2017-07-10T12:20:59Z","2017-02","2016-04-29",,,,,"0930-7575||1432-0894",,"10.1007/s00382-016-3130-7","http://hdl.handle.net/20.500.11850/116155","en","Springer",,,,"Climate change||ENSEMBLES||European Alps||Regional climate models||Snow-albedo feedback","The Alpine snow-albedo feedback in regional climate models","Journal Article","Metadata only",,,"2017-06-12T05:44:40Z",,,,"pub:178011",,"yes",,,,,,,,,,"imp59365461448d331864","000036174",,"84964677854","000394150500023","Clim Dyn","3-4","Climate Dynamics","48","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"1124","1109","Heidelberg","published",,,,,,,,,,,"2017-07-10T12:21:08Z","2022-03-28T17:09:52Z","true",,"ECIT",,
"128842","20.500.11850/3","Vogel, Martha M.||Orth, René||Cheruy, Frédérique||Hagemann, Stefan||Lorenz, Ruth||Hurk, Bart J.J.M. van den||Seneviratne, Sonia I.",,,,,,"2017-06-12T20:02:31Z","2017-06-12T20:02:31Z","2017-02",,,,,,"0094-8276||1944-8007",,"10.1002/2016GL071235","http://hdl.handle.net/20.500.11850/128875","en","American Geophysical Union",,,,,"Regional amplification of projected changes in extreme temperatures strongly controlled by soil moisture-temperature feedbacks","Journal Article","Metadata only",,,"2017-06-12T20:03:34Z",,,,"pub:191804",,"yes",,,,,,,,,,"imp5936554a2655412741","010841505",,"85012092952","000396115000038","Geophys. Res. Lett.","3","Geophysical Research Letters","44","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03777||02717||03778","03777||03778","Published online 10 February 2017.","1519","1511","Washington, DC","published",,,,,,,,,,,"2017-07-20T16:03:25Z","2022-03-28T15:35:04Z","true",,"ECIT",,
"128816","20.500.11850/3","Lejeune, Quentin||Seneviratne, Sonia I.||Davin, Edouard Léopold",,,,,,"2017-06-12T20:02:10Z","2017-06-12T20:02:10Z","2017-02",,,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-16-0213.1","http://hdl.handle.net/20.500.11850/128849","en","American Meteorological Society",,,,,"Historical Land-Cover Change Impacts on Climate: Comparative Assessment of LUCID and CMIP5 Multimodel Experiments","Journal Article","Metadata only",,,"2017-06-12T20:03:34Z",,,,"pub:191778",,"yes",,,,,,,,,,"imp593655498bbe327499","010842150",,"85012273924","000395522400016","J. climate","4","Journal of Climate","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778","Published online 7 February 2017.","1459","1439","Boston, MA","published",,,,,,,,,,,"2017-07-13T02:45:05Z","2022-03-28T15:35:00Z","true",,"ECIT",,
"129123","20.500.11850/3","Thiery, Wim||Davin, Edouard Léopold||Lawrence, David M.||Hirsch, Annette L.||Hauser, Mathias||Seneviratne, Sonia I.",,,,,,"2017-06-12T20:11:08Z","2017-06-12T20:11:08Z","2017-02",,,,,,"0022-1406||0148-0227||0196-6928||0196-6936||2156-2202",,"10.1002/2016JD025740","http://hdl.handle.net/20.500.11850/129156","en","Wiley",,,,,"Present-day irrigation mitigates heat extremes","Journal Article","Metadata only",,,"2017-06-12T20:12:19Z",,,,"pub:192115",,"yes",,,,,,,,,,"imp5936555015a4f89539","010848222",,"85013662880","000396119200002","J. geophys. res.","3","Journal of Geophysical Research","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia","03778","03778","Published online 2 February 2017.","1422","1403","Hoboken, NJ","published",,,,,,,,,,,"2017-07-19T08:03:44Z","2022-03-28T15:35:53Z","true",,"ECIT",,
"129858","20.500.11850/3","Voigt, Christiane||Schumann, Ulrich||Minikin, Andreas||Abdelmonem, Ahmed||Afchine, Armin||Borrmann, Stephan||Boettcher, Maxi||Bucuchholz, Bernhard||Bugliaro, Lucuca||Costa, Anja||Curtius, Joachim||Dollner, Maximilian||Dörnbrack, Andreas||Dreiling, Volker||Ebert, Volker||Ehrlich, Andre||Fix, Andreas||Forster, Linda||Frank, Fabian||Fütterer, Daniel||Giez, Andreas||Graf, Kaspar||Grooss, Jens-Uwe||Gross, Silke||Heimerl, Katharina||Heinold, Bernd||Hüneke, Tilman||Järvinen, Emma||Jurkat, Tina||Kaufmann, Stefan||Kenntner, Mareike||Klingebiel, Marcucus||Klimach, Thomas||Kohl, Rebecccca||Krämer, Martina||Krisna, Trismono C.||Luebke, Anna||Mayer, Bernhard||Mertes, Stephan||Molleker, Sergej||Petzold, Andreas||Pfeilsticker, Klaus||Port, Max||Rapp, Markus||Reutter, Philipp||Rolf, Christian||Rose, Diana||Sauer, Daniel||Schäfler, Andreas||Schlage, Romy||Schnaiter, Martin||Schneider, Johannes||Spelten, Nicole||Spichtinger, Peter||Stock, Paul||Walser, Adrian||Weigel, Ralf||Weinzierl, Bernadett||Wendisch, Manfred||Werner, Frank||Wernli, Heini||Wirth, Martin||Zahn, Andreas||Ziereis, Helmut||Zöger, Martin",,,,,,"2017-06-12T20:33:05Z","2017-06-12T20:33:05Z","2017-02",,,,,,"0003-0007||1520-0477",,"10.1175/bams-d-15-00213.1","http://hdl.handle.net/20.500.11850/129891","en","American Meteorological Society",,,,,"ML-CIRRUS: The Airborne Experiment on Natural Cirrus and Contrail Cirrus with the High-Altitude Long-Range Research Aircraft HALO","Journal Article","Metadata only",,,"2017-06-12T20:33:38Z",,,,"pub:192883",,"yes",,,,,,,,,,"imp5936555d914a354116","010838776",,"85015814304","000395826700009","BAMS","2","Bulletin of the American Meteorological Society","98","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854","Published online 7 March 2017.","288","271","Lancaster, PA","published",,,,,,,,,,,"2017-07-15T03:07:37Z","2022-03-28T15:37:31Z","true",,"ECIT",,
