id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"98484","20.500.11850/3","Ondraczek, Janosch||Komendantova, Nadejda||Patt, Anthony",,,"2017-06-11T16:19:52Z","2017-06-11T16:19:52Z","2015-03",,,,,,"0960-1481||1879-0682",,"10.1016/j.renene.2014.10.053","http://hdl.handle.net/20.500.11850/98517","en","Elsevier",,,,"Solar photovoltaic power||Levelized cost of electricity||Cost of capital||Financing cost||Global LCOE model||Grid parity analysis","WACC the dog: The effect of financing costs on the levelized cost of solar PV power","Journal Article","Metadata only",,,"2017-06-11T16:20:03Z","pub:154128",,"yes",,,,,,,,,,"imp593652f6b5c1227101","000582078",,,"000347580600090","Renew. Energy",,"Renewable Energy","75","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Received 22 November 2013, Accepted 20 October 2014, Available online 18 November 2014.","898","888","Oxford","published","handle/20.500.11850/233186",,,,"2017-07-20T13:21:57Z","2021-02-14T12:41:50Z","true",,"ECIT",,,
"175686","20.500.11850/3","Huber, Franz K.||Morlok, Michael||Weckerle, Caroline S.||Seeland, Klaus",,,"2017-08-29T12:18:14Z","2017-06-14T05:23:58Z||2017-07-12T11:54:58Z||2017-06-11T17:02:11Z||2017-08-29T12:18:14Z","2015-03","2015-03-17","This paper investigates the socio-ecological differences and interactions between upland and lowland areas in Shaxi Valley, Yunnan Province, Southwest China. As an analytical tool we used an extended Human–Environment System Framework by focusing particularly on the dynamics and sustainability of livelihood strategies and mountain–valley interactions. Drawing from household surveys conducted in two mountain and two valley communities in 2005 and 2009, we show that the distinct income gap between mountain and valley households in 2005 ceased to exist in 2009. The main drivers for this development are the local tourist industry, persistent demand for forest resources, as well as local off-farm and seasonal migrant employment.","application/pdf","10.3929/ethz-a-010680200",,"2071-1050","http://hdl.handle.net/20.500.11850/155754||http://hdl.handle.net/20.500.11850/100137","10.3390/su7033204","http://hdl.handle.net/20.500.11850/181586","en","MDPI",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Education||Ethnic minorities||Migrant labor||Natural resources||Village networks||Yunnan","Livelihood Strategies in Shaxi, Southwest China: Conceptualizing Mountain–Valley Interactions as a Human–Environment System","Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::3 - Social sciences::300 - Social sciences","2017-06-11T17:02:46Z","pub:157060","eth:49355","yes",,,,,,,,,,"imp59366b946665c25023||imp5936531b3d8c191834",,"84926361775",,"000351843400047",,"3","Sustainability","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions",,"02723",,,"3229","3204","Basel","published",,,,,"2017-08-29T12:13:46Z","2021-02-14T18:34:10Z","true",,"ECOL||ECIT",,,"publishedVersion"
"105858","20.500.11850/28","van Vliet, Oscar",,,"2017-06-11T20:21:18Z","2017-06-11T20:21:18Z","2015-02-19",,"The upcoming Volksinitiative “Energie- statt Mehrwertsteuer” makes for a good example of how a seemingly simple question can sprawl into a very complicated analysis that spans the globe and involves multiple fields of science.",,,,,,,"http://hdl.handle.net/20.500.11850/105891","en","ETH Zürich",,,,,"The grey energy in smartphones and sausages","Other Publication","Metadata only",,,"2017-06-11T20:21:50Z","pub:165689",,"yes",,,,,,,,,,"imp5936539b6ea4072775",,,"https://www.ethz.ch/en/news-and-events/eth-news/news/2015/02/the-grey-energy-in-smartphones-and-sausages.html",,,,"ETH Zukunftsblog",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Zürich","published",,,,,"2017-07-15T10:50:34Z","2020-02-14T15:50:08Z","true",,"ECIT",,,
"404655","20.500.11850/4","Schubert, Renate||Stadelmann, Marcel",,,"2021-06-01T08:44:31Z","2017-06-11T19:06:40Z||2021-06-01T08:44:31Z","2015-02","2015-02-23","Sustainable development requires increasing the energy efficiency, decreasing the growth rates of energy demand, and decreasing the CO2 emissions. In many countries, households’ energy consumption is responsible for a considerable share of total energy demand and CO2 emissions. Energy-using durables are essential in this context. Aiming at sustainability, private households should buy more energy-efficient durables and use them in a more efficient way. In principle, it might even be economically optimal to buy the more energy-efficient products, since they result in lower total costs over their lifetime – thus resulting in a positive net present value (NPV). However, when observing private households’ purchase decisions, they often do not correspond to the economic optimum, resulting in an “energy-efficiency gap.” This paper investigates into the reasons for the persistence of such a gap between energy-efficient products that would be economically optimal – but from which consumers refrain – and less energy-efficient products that consumers actually own or buy although they entail larger life-cycle costs. Factors, which seem to deter private households from purchasing energy-efficient products with positive NPVs, are, for example, insufficient information, limited attention, or inertia. We will show how these and other factors hinder private households from identifying and realizing their economically optimal choices and how such barriers can be overcome. We will present how properly designed energy labels could help to overcome the information-related causes of inefficiently low energy-efficiency investments and provide some additional policy recommendations that could help reaching the aforementioned goal of a reduction of households’ energy demand and CO2 emissions in an adequate way.","application/pdf","10.3929/ethz-b-000103763",,"2296-598X",,"10.3389/fenrg.2015.00007","http://hdl.handle.net/20.500.11850/103763","en","Frontiers Media",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Energy-efficiency gap||Sustainability||Insufficient information||Limited attention||Uncertainty of energy savings||Inertia||Energy labels||Behavioral economics","Energy-using durables – why consumers refrain from economically optimal choices","Review Article","Open access",,,"2017-06-11T19:06:44Z","pub:162163",,"yes",,,,,,,,,,"imp5936536f3ea7937738","010260935",,,,"Front. Energy Res.",,"Frontiers in Energy Research","3","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::03361 - Schubert, Renate (emeritus) / Schubert, Renate (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::03361 - Schubert, Renate (emeritus) / Schubert, Renate (emeritus)","03361||02723","03361",,,"7","Lausanne","published",,,,"true","2017-07-31T15:34:50Z","2022-03-29T08:22:35Z","true","13 p.","ECIT",,,"publishedVersion"
"106647","20.500.11850/8","Lieberherr, Eva||Green, Olivia Odom",,,"2017-06-11T20:55:34Z","2017-06-11T20:55:34Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/106680","en","International Public Policy Association",,,,"Citizen Stormwater Management||Green infrastructure||Urban water||Governance||Policy instrument","Beyond regulation: Policy instruments for designing effective urban water management","Conference Paper","Metadata only",,,"2017-06-11T20:56:08Z","pub:166947",,"yes","International Conference on Public Policy 2015","July 1-4, 2015","Milan, Italy",,,,,,,"imp593653abc421377203",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"T18P24","Vaulx-en-Velin","published",,,,,"2017-07-13T15:41:09Z","2020-02-14T15:54:10Z","true","15 p.","ECIT",,,
"173997","20.500.11850/16","Berger Gonzalez, Mónica",,"Edwards, Peter J.||Krütli, Pius","2017-08-21T09:54:35Z","2017-06-11T18:20:21Z||2017-08-21T09:54:35Z","2015","2015",,"application/pdf","10.3929/ethz-a-010481359",,,,,"http://hdl.handle.net/20.500.11850/102460","en","ETH-Zürich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","TRANSDISCIPLINARY SCIENCES + TRANSDISCIPLINARITY OF SCIENCES||EUROPA||KREBSTHERAPIE + TUMORTHERAPIE (MEDIZIN)||GUATEMALA (CENTRAL AMERICA). REPUBLIC OF GUATEMALA||TRANSDISZIPLINÄRE WISSENSCHAFTEN + TRANSDISZIPLINARITÄT IN DEN WISSENSCHAFTEN||CANCER TREATMENT + TUMOUR TREATMENT (MEDICINE)||WISSENSTRANSFER||GUATEMALA (ZENTRALAMERIKA). REPUBLIK GUATEMALA||KNOWLEDGE TRANSFER||ETHNOMEDICINE + TRADITIONAL MEDICINE + ETHNOPHARMACOLOGY (ETHNOLOGY)||ETHNOMEDIZIN + TRADITIONELLE MEDIZIN + ETHNOPHARMAKOLOGIE (ETHNOLOGIE)||MEDICAL DOCTORS + WOMEN DOCTORS + MEDICAL PROFESSION (PUBLIC HEALTH)||ÄRZTE + ÄRZTINNEN + ARZTBERUF (GESUNDHEITSWESEN)||EUROPE","Towards relating Maya and contemporary conceptions of cancer","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::610 - Medical sciences, medicine","2017-06-11T18:20:34Z","pub:160597","eth:47903","yes",,,,,,,,,"22542","imp59366b7a4e7cb14123||imp593653510f31329682","010481359",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::01709 - Lehre Umweltsystemwissenschaften||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich, direkt::00012 - Lehre und Forschung, direkt::00007 - Departemente, direkt::02350 - Departement Umweltsystemwissenschaften / Department of Environmental Systems Science::02720 - Institut für Integrative Biologie (IBZ) / Institute of Integrative Biology (IBZ)::03393 - Edwards, Peter||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich, direkt::00012 - Lehre und Forschung, direkt::00007 - Departemente, direkt::02350 - Departement Umweltsystemwissenschaften / Department of Environmental Systems Science::02720 - Institut für Integrative Biologie (IBZ) / Institute of Integrative Biology (IBZ)::03393 - Edwards, Peter||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","01709||02350||03393||02351","03393||02351",,,,"Zürich","published",,,,,"2017-07-17T11:10:46Z","2021-02-14T18:25:27Z","true","1 Band","ECOL||ECIT",,"A transdisciplinary process to foster intercultural scientific exchange",
"105854","20.500.11850/9","Komendantova, Nadejda||Sander, A.||Schneider, T.||Battaglini, A",,,"2017-06-11T20:21:16Z","2017-06-11T20:21:16Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105887","en","International Institute for Applied Systems Analysis (IIASA)",,,,,"BESTGRID process: going beyond existing practices of stakeholders involvement for electricity transmission projects","Conference Poster","Metadata only",,,"2017-06-11T20:21:50Z","pub:165685",,"yes","Systems Analysis 2015","November 11-13, 2015","Laxenburg, Austria",,,,,,,"imp5936539b663a448235",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,,"published",,,,,"2017-07-15T20:31:57Z","2018-11-02T20:19:07Z","true",,"ECIT",,,
"105855","20.500.11850/9","Mignan, Arnaud||Scolobig, Anna||Komendantova, Nadejda",,,"2017-06-11T20:21:16Z","2017-06-11T20:21:16Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105888","en","Swiss Competence Center for Energy Research",,,,,"The Generic Multi-Risk GenMR framework: Part A, From multi-risk analysis to multi-risk governance","Conference Poster","Metadata only","Swiss Competence Center on Supply for Electricity Annual Conference 2015. Neuchatel, 10-11 September 2015",,"2017-06-11T20:21:50Z","pub:165686",,"yes","Swiss Competence Center on Supply for Electricity Annual Conference 2015","September 10-11, 2015","Neuchâtel, Switzerland",,,,,,,"imp5936539b68f8281510",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02506 - Institut für Geophysik / Institute of Geophysics::03476 - Giardini, Domenico / Giardini, Domenico||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02506 - Institut für Geophysik / Institute of Geophysics::03476 - Giardini, Domenico / Giardini, Domenico||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","03476||09451","03476||09451",,,,"Neuchâtel","published",,,,,"2017-07-15T10:50:23Z","2018-11-02T20:19:08Z","true",,"ECIT",,,
"108731","20.500.11850/10","Adler, Carolina E.",,,"2017-06-11T22:07:38Z","2017-06-11T22:07:38Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108764","en",,,,,,"Understanding and confronting socio-environmental conflicts: What can we learn from transdisciplinary research across case studies?","Other Conference Item","Metadata only",,,"2017-06-11T22:08:08Z","pub:169777",,"yes","COES Annual Conference 2015 “Urban and Territorial conflicts: Contesting Social Cohesion?”","November 17-20, 2015","Santiago, Chile",,,,,,,"imp593653d526a1c38294",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Conference Lecture on 20 November 2015.",,,,"unpublished",,,,,"2017-07-26T05:24:16Z","2018-11-02T21:08:41Z","true",,"ECIT",,,
"103895","20.500.11850/3","Duygan, Mert||Meylan, Grégoire",,,"2017-06-11T19:11:40Z","2017-06-11T19:11:40Z","2015",,,,,,"0921-3449||1879-0658",,"10.1016/j.resconrec.2015.06.005","http://hdl.handle.net/20.500.11850/103928","en","Elsevier",,,,"WEEE||Material flow analysis||Structural analysis||Policy support||Switzerland","Strategic management of WEEE in Switzerland—combining material flow analysis with structural analysis","Journal Article","Metadata only",,,"2017-06-11T19:12:07Z","pub:162474",,"yes",,,,,,,,,,"imp593653732b39358155","000472494","84939826407",,"000362618600010","Resour. Conserv. Recycl.",,"Resources, Conservation and Recycling","103","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"109","98","Amsterdam","published",,,,,"2017-07-17T08:28:43Z","2021-02-14T13:15:12Z","true",,"ECIT",,,
"189913","20.500.11850/16","Damerau, Kerstin",,"Robledo Abad, Carmenza||Patt, Anthony","2017-10-27T10:31:39Z","2017-06-12T01:50:35Z||2017-10-27T10:31:39Z","2015","2016",,"application/pdf","10.3929/ethz-a-010598721",,,,,"http://hdl.handle.net/20.500.11850/113629","en","ETH-Zürich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","WATER DEMAND + WATER LOSSES + WATER CONSUMPTION (WATER SUPPLY)||ENERGIEINDUSTRIE (ENERGIETECHNIK)||WASSERHYGIENE, SCHUTZ DER WASSERQUALITÄT, ERHALTUNG VON WASSERRESSOURCEN, GEWÄSSERHYGIENE (UMWELTSCHUTZ)||GEWERBLICHER WASSERBEDARF + INDUSTRIELLER WASSERBEDARF (WASSERVERSORGUNG)||SONNENKRAFTWERKE (STROMERZEUGUNG)||WATER SHORTAGE (WATER SUPPLY)||SOLAR POWER PLANTS (ELECTRICAL POWER GENERATION)||WASSERBEDARF + WASSERVERLUSTE + WASSERVERBRAUCH (WASSERVERSORGUNG)||ENERGIEVERSORGUNG (ENERGIETECHNIK)||HYGIENE OF WATER, PROTECTION OF WATER QUALITY, CONSERVATION OF WATER RESOURCES (ENVIRONMENTAL PROTECTION)||WASSERKNAPPHEIT, WASSERMANGEL (WASSERVERSORGUNG)||LANDWIRTSCHAFTLICHER WASSERBEDARF||AGRICULTURAL WATER DEMAND||INDUSTRIAL WATER DEMAND + TRADE WATER DEMAND (WATER SUPPLY)||ENERGY INDUSTRY (ENERGY TECHNOLOGY)||ENERGY SUPPLY (ENERGY TECHNOLOGY)","Emerging risks and synergies for water needs in the global energy system","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering||DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-12T01:51:36Z","pub:175330","eth:48688","yes",,,,,,,,,"23085","imp59366b8880a8311833||imp5936542baecee59507","010598721",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","02350||09451","09451",,,,"Zürich","published",,,,,"2017-07-25T15:24:11Z","2021-02-14T19:47:48Z","true","1 Band","ECOL||ECIT",,,
"105650","20.500.11850/9","Scolobig, A||Mignan, A.||Komendantova, N",,,"2017-06-11T20:15:08Z","2017-06-11T20:15:08Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105683","en","Swiss competence Center on supply for electricity",,,,,"The Multi-Risk Gen MR framework. From multi-risk analysis to multi-risk governance","Conference Poster","Metadata only",,,"2017-06-11T20:15:48Z","pub:165455",,"yes","Swiss competence Center on supply for electricity Annual Conference 2015","September 10-11, 2015","Neuchâtel, Switzerland",,,,,,,"imp593653978eb6284424",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02506 - Institut für Geophysik / Institute of Geophysics::03476 - Giardini, Domenico / Giardini, Domenico||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02330 - Dep. Erdwissenschaften / Dep. of Earth Sciences::02506 - Institut für Geophysik / Institute of Geophysics::03476 - Giardini, Domenico / Giardini, Domenico||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","02818||03476||09451","02818||03476||09451",,,,,"published",,,,,"2017-07-15T10:03:04Z","2020-02-14T15:48:56Z","true",,"ECIT",,,
"94214","20.500.11850/3","Lieberherr, Eva",,,"2017-06-11T14:31:51Z","2017-06-11T14:31:51Z","2015",,,,,,"1471-9037||1471-9045",,"10.1080/14719037.2015.1014397","http://hdl.handle.net/20.500.11850/94247","en","Routledge",,,,"Horizontalization||Legitimacy||Public service provision||Wastewater sector||Switzerland","Trade-Offs And Synergies: Horizontalization and Legitimacy in the Swiss Wastewater Sector","Journal Article","Metadata only",,,"2017-06-11T14:32:01Z","pub:148132",,"yes",,,,,,,,,,"imp593652a87bf7961229","005530518","84953636312",,"000367826000007",,"3","Public management review","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Published online 26 February 2015.","478","456","Abingdon","published",,,,,"2017-07-14T15:31:37Z","2020-02-14T14:39:37Z","true",,"ECIT",,,
"105857","20.500.11850/10","Komendantova, Nadejda",,,"2017-06-11T20:21:17Z","2017-06-11T20:21:17Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/105890","en","International Institute for Applied Systems Analysis (IIASA)",,,,,"Expansion of Solar Electricity in the Middle East and North African Region: Addressing Risk Perceptions and Stakeholders Views","Other Conference Item","Metadata only",,,"2017-06-11T20:21:50Z","pub:165688",,"yes","International Expert Workshop on Low carbon technology transitions: The role of renewable electricity imports","June 12, 2015","Vienna, Austria",,,,,,,"imp5936539b6cf2b29147",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,,"unpublished",,,,,"2017-07-15T10:50:30Z","2018-11-02T20:19:12Z","true",,"ECIT",,,
