id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"297712","20.500.11850/3","Komendantova, Nadejda||Vocciante, Marco||Battaglini, Antonella",,,"2019-06-18T16:26:11Z","2017-06-11T20:15:13Z||2019-06-18T16:26:11Z","2015-09","2015-08-31","The European Union has set ambitious targets for deployment of renewable energy sources to reach goals of climate change mitigation and energy security policies. However, the current state of electricity transmission infrastructure is a major bottleneck for further scaling up of renewable energy in the EU. Several thousands of kilometers of new lines have to be constructed and upgraded to accommodate growing volumes of intermittent renewable electricity. In many countries, construction of electricity transmission projects has been delayed for several years due to concerns of local stakeholders. The innovative BESTGRID approach, reported here, brings together transmission system operators (TSOs) and non-governmental organizations (NGOs) to discuss and understand the nature of stakeholder concerns. This paper has three objectives: (1) to understand stakeholder concerns about the deployment of electricity transmission grids in four pilot projects according to five guiding principles: need, transparency, engagement, environment, and impacts on human health as well as benefits; (2) to understand how these principles can be addressed to provide a basis for better decision-making outcomes; and (3) to evaluate the BESTGRID process based on feedback received from stakeholders and the level of participation achieved according to the ladder of Arnstein. This paper goes beyond a discussion of “measures to mitigate opposition” to understand how dialogue between TSOs and the public—represented mainly by NGOs and policy-makers—might lead to a better decision-making process and more sustainable electricity transmission infrastructure deployment.","application/pdf","10.3929/ethz-b-000105691",,"1996-1073",,"10.3390/en8099407","http://hdl.handle.net/20.500.11850/105691","en","MDPI",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Energy infrastructure projects||Transport infrastructure projects||Public acceptance and protests||Energy transition||Electricity grids||Renewables","Can the BestGrid Process Improve Stakeholder Involvement in Electricity Transmission Projects?","Journal Article","Open access",,,"2017-06-11T20:15:48Z","pub:165463",,"yes",,,,,,,,,,"imp59365397b281b85032","010171755","84945302790",,"000362553000021",,"9","Energies","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"9433","9407","Basel","published",,,,,"2017-07-18T13:08:42Z","2021-02-15T04:49:44Z","true",,"ECIT",,,"publishedVersion"
"125762","20.500.11850/28","van Vliet, Oscar P.R.||Díaz Redondo, Paula",,,"2017-06-12T18:16:19Z","2017-06-12T18:16:19Z","2015-09-01",,,,,,,,,"http://hdl.handle.net/20.500.11850/125795","en","ETH Zürich",,,,,"Rocket science for competitive renewables?","Other Publication","Metadata only",,,"2017-06-12T18:17:12Z","pub:188433",,"yes",,,,,,,,,,"imp59365515e773929945",,,,,,,"Zukunftsblog der ETH Zürich",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Blog entry.",,,"Zürich","published",,,,,"2017-07-14T18:32:45Z","2020-02-14T17:47:39Z","true",,"ECIT",,,
"105860","20.500.11850/28","van Vliet, Oscar",,,"2017-06-11T20:21:19Z","2017-06-11T20:21:19Z","2015-09-01",,,,,,,,,"http://hdl.handle.net/20.500.11850/105893","en","ETH Zürich",,,,,"Rocket science for competitive renewables?","Other Publication","Metadata only",,,"2017-06-11T20:21:50Z","pub:165691",,"yes",,,,,,,,,,"imp5936539b79b4540278",,,"https://www.ethz.ch/en/news-and-events/eth-news/news/2015/09/rocket-science-for-competitive-renewables.html",,,,"ETH Zukunftsblog",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Zürich","published",,,,,"2017-07-18T15:46:09Z","2020-02-14T15:50:10Z","true",,"ECIT",,,
"102951","20.500.11850/3","Stauffacher, Michael||Muggli, Nora||Scolobig, Anna||Moser, Corinne",,,"2017-06-11T18:38:30Z","2017-06-11T18:38:30Z","2015-09",,,,,,"0040-1625",,"10.1016/j.techfore.2015.05.018","http://hdl.handle.net/20.500.11850/102984","en","Elsevier",,,,"Deep geothermal energy||Media analysis||Arguments||Framing||Public opinion||Switzerland","Framing deep geothermal energy in mass media: the case of Switzerland","Journal Article","Metadata only",,,"2017-06-11T18:39:24Z","pub:161151",,"yes",,,,,,,,,,"imp5936535d0bf9785083","000028692",,,,"Technol. Forecasting Soc. Change",,"Technological Forecasting and Social Change","98","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","02351||09451","02351||09451","Received 30 May 2014, Received in revised form 13 April 2015, Accepted 19 May 2015, Available online 14 June 2015.","70","60","New York, NY","published",,,,,"2017-07-12T19:04:35Z","2021-02-14T13:09:33Z","true",,"ECIT",,,
"124213","20.500.11850/3","Schweizer, Rémi",,,"2017-06-12T17:22:31Z","2017-06-12T17:22:31Z","2015-09",,,,,,"2380-6567",,"10.18278/epa.1.2.7","http://hdl.handle.net/20.500.11850/124246","en","Wiley",,,,,"Law activation strategies (LAS) in environmental policy-making: a social mechanism for re-politicisation?","Journal Article","Metadata only",,,"2017-06-12T17:23:24Z","pub:186702",,"no",,,,,,,,,,"imp593654fa02a5217946",,,,,,"2","European Policy Analysis","1","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"154","132","Hoboken, NJ","published",,,,,"2017-07-12T11:08:17Z","2018-11-03T01:01:40Z","true",,"ECIT",,,
"96581","20.500.11850/4","Creutzig, Felix||Creutzig, Felix||Ravindranath, Nijavalli H.||Berndes, Göran||Bolwig, Simon||Bright, Ryan||Cherubini, Francesco||Chum, Helena||Corbera, Esteve||Delucchi, Mark||Faaij, Andre||Fargione, Joseph||Haberl, Helmut||Heath, Garvin||Lucon, Oswaldo||Plevin, Richard||Popp, Alexander||Robledo Abad, Carmenza||Rose, Steven||Smith, Pete||Stromman, Anders||Suh, Sangwon||Masera, Omar",,,"2017-06-11T15:35:16Z","2017-06-11T15:35:16Z","2015-09",,,,,,"1757-1693||1757-1707",,"10.1111/gcbb.12205","http://hdl.handle.net/20.500.11850/96614","en","Wiley-Blackwell",,,,"Climate change mitigation||Land use||Life-cycle analysis||Sustainability||Technical potential||Technologies","Bioenergy and climate change mitigation: an assessment","Review Article","Metadata only",,,"2017-06-11T15:35:51Z","pub:151292",,"yes",,,,,,,,,,"imp593652d3d5b9a56945",,"84940253437",,"000359384500002","Glob. Chang. Biol., Bioenerg.","5","Global Change Biology. Bioenergy","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","09451||02351","09451||02351","Received 18 February 2014, Revised 30 April 2014, Accepted 8 May 2014.","944","916","Malden, MA","published",,,,"true","2017-07-18T13:05:48Z","2022-03-28T13:35:26Z","true",,"ECIT",,,
"497624","20.500.11850/3","Pfenninger, Stefan||Keirstead, James",,,"2023-04-25T07:06:27Z","2017-06-11T20:15:12Z||2023-04-25T07:06:27Z","2015-08-15","2015-05-15","Mitigating climate change is driving the need to decarbonize the electricity sector, for which various possible technological options exist, alongside uncertainty over which options are preferable in terms of cost, emissions reductions, and energy security. To reduce this uncertainty, we here quantify two questions for the power system of Great Britain (England, Wales and Scotland): First, when compared within the same high-resolution modeling framework, how much do different combinations of technologies differ in these three respects? Second, how strongly does the cost and availability of grid-scale storage affect overall system cost, and would it favor some technology combinations above others? We compare three main possible generation technologies: (1) renewables, (2) nuclear, and (3) fossil fuels (with/without carbon capture and storage). Our results show that across a wide range of these combinations, the overall costs remain similar, implying that different configurations are equally feasible both technically and economically. However, the most economically favorable scenarios are not necessarily favorable in terms of emissions or energy security. The availability of grid-scale storage in scenarios with little dispatchable generation can reduce overall levelized electricity cost by up to 50%, depending on storage capacity costs. The UK can rely on its domestic wind and solar PV generation at lower renewable shares, with levelized costs only rising more than 10% above the mean of 0.084 GBP/kWh for shares of 50% and below at a 70% share, which is 35% higher. However, for more than an 80% renewable generation share to be economically feasible, large-scale storage, significantly more power imports, or domestic dispatchable renewables like tidal range must be available.","application/pdf","10.3929/ethz-b-000105689",,"0306-2619||1872-9118",,"10.1016/j.apenergy.2015.04.102","http://hdl.handle.net/20.500.11850/105689","en","Elsevier",,"Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Scenarios||Energy systems modeling||Energy policy||Renewable energy","Renewables, nuclear, or fossil fuels? Scenarios for Great Britain’s power system considering costs, emissions and energy security","Journal Article","Open access",,,"2017-06-11T20:15:48Z","pub:165461",,"yes",,,,,,,,,,"imp59365397a699e41497","000017727",,,,"Appl. Energy",,"Applied Energy","152","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"93","83","New York, NY","published",,,,"true","2017-07-17T08:30:30Z","2021-02-14T13:25:49Z","true",,"ECIT",,,"publishedVersion"
"105856","20.500.11850/8","Komendantova, Nadejda||Yazdanpanah, Masoud",,,"2017-06-11T20:21:17Z","2017-06-11T20:21:17Z","2015-08",,,,,,,,,"http://hdl.handle.net/20.500.11850/105889","en",,,,,"Renewable energy||Willingness to use||Public acceptance||Middle East and North Africa","Willingness to use solar energy in the Middle East and North African Region","Conference Paper","Metadata only",,,"2017-06-11T20:21:50Z","pub:165687",,"yes","2nd International Conference and Exhibition on Solar Energy (ICESE)","August 30-31, 2015","Tehran, Iran",,,,,,,"imp5936539b6adcf30095",,,"http://pure.iiasa.ac.at/11630/",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"1186-ICESE",,"published",,,,,"2017-07-15T10:51:00Z","2018-11-02T20:19:10Z","true",,"ECIT",,,
"297703","20.500.11850/3","Lilliestam, Johan||Patt, Anthony",,,"2019-06-18T15:43:31Z","2017-06-11T19:31:02Z||2019-06-18T15:43:31Z","2015-08","2015-08-05","The countries of the Gulf Cooperation Council (GCC) have both large fossil fuel resources and vast renewable energy potentials. Here, we investigate in a literature meta-analysis and a survey, whether there is a need for renewables in the GCC, what barriers and risks presently deter investments, and what possible policy-solutions could be. We find that there is a long-term need for renewables, to diversify the economy and prepare for a post-fossil fuel era. In the short term, two main obstacles deter investments: inefficient bureaucracy, and the combination of fossil fuel/electricity subsidies and the absence of renewable energy support. Removing fossil fuel and consumption subsidies or introducing a support scheme could make investments in renewables profitable. Eliminating energy subsidies appears particularly beneficial to the economic outlook but this seems particularly difficult to implement, due to the political economy of rentier states. Increased bureaucratic transparency and efficiency is needed, so that potentially attractive investments can rapidly and predictably obtain the necessary permissions. Hence, the administrative and economic environment for renewable energy investments in the GCC is not right today, and no breakthrough is on the horizon, but there is a range of policy solutions to enable investments in the future.","application/pdf","10.3929/ethz-b-000104583",,"1996-1073",,"10.3390/en8088263","http://hdl.handle.net/20.500.11850/104583","en","MDPI",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Renewable energy||Renewable energy investments||Gulf Cooperation Council (GCC)||Renewable energy policy","Barriers, Risks and Policies for Renewables in the Gulf States","Journal Article","Open access",,,"2017-06-11T19:31:43Z","pub:163708",,"yes",,,,,,,,,,"imp593653811305277487","010171755",,,"000360586600040",,"8","Energies","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"8285","8263","Basel","published",,,,,"2017-07-15T10:27:06Z","2021-02-15T04:49:36Z","true",,"ECIT",,,"publishedVersion"
"127003","20.500.11850/3","Stucki, Peter||Brönnimann, Stefan||Martius, Olivia||Welker, Christoph||Rickli, Ralph||Dierer, Silke||Bresch, David N.||Compo, Gilbert P.||Sardeshmukh, Prashant D.",,,"2017-06-12T19:08:36Z","2017-06-12T19:08:36Z","2015-08",,,,,,"0003-0007||1520-0477",,"10.1175/BAMS-D-14-00041.1","http://hdl.handle.net/20.500.11850/127036","en","American Meteorological Society",,,,,"Dynamical Downscaling and Loss Modeling for the Reconstruction of Historical Weather Extremes and Their Impacts, A Severe Foehn Storm in 1925","Journal Article","Metadata only",,,"2017-06-12T19:08:55Z","pub:189835",,"no",,,,,,,,,,"imp59365529be36544123","010838776",,,,"BAMS","8","Bulletin of the American Meteorological Society","96","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"1241","1233","Lancaster, PA","published",,,,,"2017-07-14T14:54:56Z","2018-11-03T02:01:54Z","true",,"ECIT",,,
"100845","20.500.11850/5","Berkhout, Frans||Bouwer, Laurens M.||Bayer, Joanne||Hanger, Susanne||Bouzid, Maha||Cabeza, Mar||Hanger, Susanne||Hof, Andries||Hunter, Paul||Meller, Laura||Patt, Anthony||Pfluger, Benjamin||Rayner, Tim||Reichardt, Kristin||Teeffelen, Astrid van",,,"2017-06-11T17:25:05Z","2017-06-11T17:25:05Z","2015-08",,,,,,"1436-3798||1436-378X",,"10.1007/s10113-015-0801-6","http://hdl.handle.net/20.500.11850/100878","en","Springer",,,,,"European policy responses to climate change: Progress on mainstreaming emissions reduction and adaptation","Other Journal Item","Metadata only",,,"2017-06-11T17:25:13Z","pub:158387",,"yes",,,,,,,,,,"imp5936532c8f45c72857","003869201","84937816431",,"000358294000001","Reg Environ Change","6","Regional Environmental Change","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Received 17 April 2015, Accepted 18 April 2015, Published online 5 May 2015. Editorial.","959","949","Berlin","published",,,,,"2017-07-12T23:39:40Z","2022-03-28T13:51:54Z","true",,"ECIT",,,
"407574","20.500.11850/8","Labordena Mir, Mercè||Lilliestam, Johan","Ask, Maria||Hangx, Suzanne||Bruckman, Viktor||Kühn, Michael",,"2021-06-28T08:31:00Z","2017-06-11T19:54:04Z||2021-06-28T08:31:00Z","2015-08","2015-08-28","Concentrating solar power (CSP) with thermal storage can help integrate the increasing amounts of intermittent renewables in China and the US. An interconnected fleet of CSP stations in the deserts of China and the US can supply fully dispatchable or baseload electricity for the demand centers, via long-distance HVDC lines. In China the solar power cost at the point of delivery is at or below 20 $c/kWh, if the CSP fleet utilizes the solar resources in Tibet. In the US regional weather patterns make it economically unfeasible, although technically possible, to generate fully dispatchable CSP.","application/pdf","10.3929/ethz-b-000105313",,"1876-6102",,"10.1016/j.egypro.2015.07.850","http://hdl.handle.net/20.500.11850/105313","en","Elsevier",,"Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Concentrating solar power||Transmission||HVDC||China||United States||Decarbonization||Electricity||Reliability","Cost and transmission requirements for reliable solar electricity from deserts in China and the United States","Conference Paper","Open access","European Geosciences Union General Assembly 2015 - Division Energy, Resources and Environment, EGU 2015",,"2017-06-11T19:54:28Z","pub:164920",,"yes","EGU General Assembly 2015","April 12-14, 2015","Vienna, Austria",,,,,,,"imp5936538f8c62648466",,,,,,,"Energy Procedia","76","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"86","77","Amsterdam","published",,,,,"2017-07-13T15:57:22Z","2022-03-29T10:07:15Z","true","10 p.","ECIT",,,"publishedVersion"
"407390","20.500.11850/8","Díaz Redondo, Paula||van Vliet, Oscar","Ask, Maria||Hangx, Suzanne||Bruckman, Viktor||Kühn, Michael",,"2021-06-25T12:09:11Z","2017-06-11T20:21:18Z||2017-10-18T08:19:05Z||2021-06-25T12:09:11Z","2015-08","2015-08-28","This paper evaluates the feasibility of future electricity scenarios drawn in the Swiss Energy Strategy 2050. These scenarios are characterized by a nuclear phase-out and high shares of renewables. We use Calliope, a linear programming model, special to model transition to renewables. Results show that it will be impossible to cover future demand only with domestic production, even if Switzerland reduces the consumption as envisaged. The daily profile of solar and limited capacity of wind lead to scenarios with maximum generation during peak hours. Moreover, we find a need to rearrange generation by flexible technologies to cover future demand.","application/pdf","10.3929/ethz-b-000105892",,"1876-6102",,"10.1016/j.egypro.2015.07.843","http://hdl.handle.net/20.500.11850/105892","en","Elsevier",,"Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Electricity model||Renewables||Energy Strategy 2050||Switzerland","Modelling the Energy Future of Switzerland after the Phase Out of Nuclear Power Plants","Conference Paper","Open access","European Geosciences Union General Assembly 2015 - Division Energy, Resources and Environment, EGU 2015",,"2017-06-11T20:21:50Z","pub:165690",,"yes","EGU General Assembly 2015","April 12-17, 2015","Vienna Austria",,,,,,,"imp5936539b73a5c41874",,"84947270039",,,,,"Energy Procedia","76","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"58","49","Amsterdam","published",,,,"true","2017-07-15T10:50:36Z","2022-03-29T10:06:16Z","true","10 p.","ECIT",,,"publishedVersion"
"105655","20.500.11850/3","Pfenninger, Stefan||Keirstead, James",,,"2017-06-11T20:15:11Z","2017-06-11T20:15:11Z","2015-07",,,,,,"0360-5442||1873-6785",,"10.1016/j.energy.2015.04.077","http://hdl.handle.net/20.500.11850/105688","en","Elsevier",,,,"Nuclear power||Solar power||Baseload||Low-emissions electricity","Comparing concentrating solar and nuclear power as baseload providers using the example of South Africa","Journal Article","Metadata only",,,"2017-06-11T20:15:48Z","pub:165460",,"no",,,,,,,,,,"imp59365397a18ac26172","000010764",,,,"Energy",,"Energy","87","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Published online 23 May 2015.","314","303","Amsterdam","published",,,,,"2017-07-17T09:05:54Z","2020-02-14T15:48:58Z","true",,"ECIT",,,
