id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectManager,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.version.deposit
"120717","20.500.11850/3","Kienast, Felix||Huber, Nica||Hergert, Rico||Bolliger, Janine||Moran, Lorena S.||Hersperger, Anna M.",,,,,,,,"2017-06-12T12:53:42Z","2017-06-12T12:53:42Z","2017-01",,,,,,"1364-0321",,"10.1016/j.rser.2016.09.045","http://hdl.handle.net/20.500.11850/120750","en","Elsevier",,,"GIS||Land-use conflict||Landscape service mapping||Switzerland","Conflicts between decentralized renewable electricity production and landscape services – A spatially-explicit quantitative assessment for Switzerland","Journal Article","Metadata only",,,"2017-06-12T12:55:11Z",,,,"pub:182827","yes",,,,,,,,,,"imp593654b9b2fd690339","001886907","84988012821",,"000389088900031","Renew. sustain. energy rev.",,"Renewable and Sustainable Energy Reviews","67","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Received 24 September 2015, Revised 24 March 2016, Accepted 9 September 2016, Published online 16 September 2016.","407","397","Amsterdam","published",,,,,,,"2017-07-13T09:16:39Z","2018-11-03T00:17:13Z","true",,"ECIT",,
"237231","20.500.11850/10","Haghighi, Erfan||Gianotti, Daniel J.||Rigden, Angela J.||Salvucci, Guido D.||Kirchner, James W.||Entekhabi, Dara",,,,,,,,"2018-06-01T11:29:47Z","2018-01-25T12:30:56Z||2018-06-01T11:29:47Z","2017",,,"application/pdf","10.3929/ethz-b-000234490",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/234490","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"A missing piece of the puzzle in climate change hotspots: Near-surface turbulent interactions controlling ET-soil moisture coupling in semiarid areas","Other Conference Item","Open access",,,"2018-01-25T12:30:57Z",,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Conference lecture on 24 April 2017.",,"EGU2017-5808","Göttingen","published",,,,,,,"2018-06-01T11:29:51Z","2021-02-15T00:14:24Z","true","1 p.","FORM",,"publishedVersion"
"237219","20.500.11850/10","Kirchner, James W.||Pfister, Laurent",,,,,,,,"2018-06-01T10:53:00Z","2018-01-25T12:08:09Z||2018-06-01T10:53:00Z","2017",,,"application/pdf","10.3929/ethz-b-000234435",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/234435","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Hypothesis testing in hydrology: Theory and practice","Other Conference Item","Open access",,,"2018-01-25T12:08:09Z",,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","PICO presentation on 24 April 2017.",,"EGU2017-3394","Göttingen","published",,,,,,,"2018-06-01T10:53:04Z","2018-11-07T10:57:39Z","true","1 p.","FORM",,"publishedVersion"
"237224","20.500.11850/10","Kirchner, James W.",,,,,,,,"2018-06-01T11:05:29Z","2018-01-25T12:01:09Z||2018-06-01T11:05:29Z","2017",,,"application/pdf","10.3929/ethz-b-000234420",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/234420","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Testing hypotheses of velocity and celerity at the catchment scale using ensemble hydrograph separation","Other Conference Item","Open access",,,"2018-01-25T12:01:10Z",,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Conference lecture on 24 April 2017.",,"EGU2017-10515","Göttingen","published",,,,,,,"2018-06-01T11:05:32Z","2018-11-07T10:57:45Z","true","1 p.","FORM",,"publishedVersion"
"237229","20.500.11850/10","Haghighi, Erfan||Kirchner, James W.||Entekhabi, Dara",,,,,,,,"2018-06-01T11:21:13Z","2018-01-25T12:27:44Z||2018-06-01T11:21:13Z","2017",,,"application/pdf","10.3929/ethz-b-000234478",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/234478","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"The dilemma of saving water or being cool: What determines the stomatal response under a changing climate?","Other Conference Item","Open access",,,"2018-01-25T12:27:44Z",,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Poster presented on 26 April 2017.",,"EGU2017-5823","Göttingen","published",,,,,,,"2018-06-01T11:21:16Z","2018-11-07T10:58:12Z","true","1 p.","FORM",,"publishedVersion"
"234116","20.500.11850/3","Knaus, Florian",,,,,,,,"2018-05-08T06:49:05Z","2017-11-27T13:27:51Z||2017-11-27T13:34:41Z||2018-05-08T06:49:05Z","2017",,,,,,"0028-0615",,,"http://hdl.handle.net/20.500.11850/214077","de","W. Kohlhammer",,,,"Die UNESCO-Biosphäre Entlebuch und ihr integrativer Zugang zum Naturschutz","Journal Article","Metadata only",,,"2017-11-27T13:27:52Z",,,,,"yes",,,,,,,,,,,,,,,"Nat. Landsch. (Stuttg.)","9/10","Natur und Landschaft","92","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"473","471","Stuttgart","published",,,,,,,"2018-05-08T06:49:08Z","2020-02-15T12:49:43Z","true",,"FORM",,
"223211","20.500.11850/10","Godsey, Sarah||Kirchner, James W.",,,,,,,,"2018-03-06T11:40:39Z","2018-01-25T12:09:53Z||2018-03-06T11:40:39Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/234438","en",,,,,"Catchment chemostasis revisited: water quality responds differently to variations in weather and climate","Other Conference Item","Metadata only",,,"2018-01-25T12:09:54Z",,,,,"yes","European Geosciences Union General Assembly (EGU 2017)","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Conference lecture on 26 April 2017",,,,"unpublished",,,,,,,"2018-03-06T11:40:41Z","2018-03-06T11:40:41Z","true",,"FORM",,
"256894","20.500.11850/16","Pavageau, Charlotte",,,,,,,"Ghazoul, Jaboury||Garcia, Claude||Lautenbach, Sven","2018-10-09T11:08:22Z","2018-10-09T10:39:21Z||2018-10-09T11:08:22Z","2017","2018-10-09","Complex agro-ecological landscapes are recognized for providing a range of ecosystem goods and services at different levels. Agricultural intensification affects the long-term sustainability of these landscapes by weakening natural processes that are indirectly important to agriculture, such as pollination, biological control of pest or soil retention. In response, agro-ecological intensification has appeared as an approach to ensure the sustainability of agricultural landscapes. This approach is based on the active management of ecosystem services. However, implementation of this approach remains a challenge given there is insufficient information on the functioning of ecosystem services, trade-offs between different land management strategies and decisions, as well as other socio-economic barriers. Pollination services provide significant contributions to agricultural production. In recent years, wild pollinators have received increased attention. Pollination services depend on the interactions between various spatially separated elements of the landscape, such as nesting and foraging resources, and are influenced by interventions from various actors, such as agricultural practices. As a result, the evaluation and planning of pollination services requires adopting a socio-ecological landscape approach. This thesis aims to explore the effectiveness and implications of different strategies of landscape management for pollination services and agricultural production. It focuses on a coffee tropical agroforestry landscape in Kodagu district in India where the wild honeybee species, Apis dorsata, is the main pollinator species. In the first two results chapters, I explore the ecosystem services cascade by showing the interactions between landscape patterns, management practices and ecosystem service delivery across temporal and spatial scales. In the next chapter, I propose two landscape management strategies aimed at optimizing pollination services for agricultural production. In the last chapter, I discuss how both social and ecological factors interact to co-produce pollination services. After a general introduction, in Chapter 2, I examine the interactions between landscape patterns, in particular land cover and resource heterogeneity, and the distribution of wild nests of Apis dorsata. I reveal scaling and non-uniform effects by combining two different approaches of spatial analysis, the point-pattern analysis and the cutting-edge surface-pattern analysis. I conclude that both forest fragments and the agroforestry matrix influence the presence of nests, although the scale of the interactions vary across the two land covers (fine scales for forest fragments, and broad scales for agroforests) and are not uniform across the study zone. The results demonstrate how maintaining structurally complex landscapes at multiple scales help to preserve bee populations. In Chapter 3, I develop a landscape-scale probabilistic pollination model of dispersion of Apis dorsata, from their nesting habitats, mostly in forest patches, to surrounding coffee plantations. Using the electrical circuit theory, the model indicates that honeybees are highly sensitive to temporal changes in coffee flower availability at landscape scales, and that their movement is not limited by fragmentation of tree cover. The flowering of individual coffee plantations is controlled by irrigation decisions from farmers. The results show that the aggregation of individual decisions creates an emergent dynamic landscape-scale pattern of flowering to which honeybees are responding. The pollination model has broad relevance for other complex mosaic landscapes where floral resources are dynamic. In Chapter 4, I explore optimal landscape management strategies that maximize pollination services and simultaneously increase agricultural production. Using the pollination model in Chapter 2 and an optimization algorithm, I compare the potential benefits of two alternative management strategies: a spatio-temporal management of coffee flowering (via the coordination of irrigation dates), versus habitat conservation, which impacts the spatial distribution of nests. Coordinated efforts on irrigation allow greater gains in terms of pollinator visits than a redistribution of nests in different nesting sites. However, both scenarios lead to similar significant increases in fruit set. While irrigation coordination aims to minimize inter-plantation competitions, conservation of multiple nesting sites redistributes bee individuals more effectively across plantations. Given each strategy involves different stakeholders and different types of decision, I assess the challenges associated to the implementation of each scenario and possible trade-offs with other management options. In Chapter 5, I use a socio-ecological approach for assessing alternatives to ecosystem service management. I compare pollination services supported by wild bees versus managed bees, using ecological data and interviews with farmers. I demonstrate that Apis dorsata is more abundant in coffee plantations and also supports more heterogeneous pollination services in space and time than the managed pollinator, Apis cerana. I highlight the interrelationships between different human factors that influence the mobilization of hives or the management of wild nesting sites by coffee farmers. These ”mediating factors“ include individual farmer’s assets, institutions and policies, values and perceptions. This approach is useful to understand to which extent recommendations on pollination services are relevant for local actors.","application/pdf","10.3929/ethz-b-000294175",,,,,"http://hdl.handle.net/20.500.11850/294175","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Pollination services||Landscape ecology||Landscape management||Ecosystem services mapping||Modeling||Landscape scale effects","Landscape strategies for pollination services and agricultural production","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::570 - Life sciences||DDC - DDC::5 - Science::590 - Zoological sciences||DDC - DDC::5 - Science::500 - Natural sciences","2018-10-09T10:39:24Z",,,,,"yes",,,,"IDP Bridging Plant Science and Policy","608422","10.13039/501100000780","EC","FP7","24702",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","08697||03723","08697||03723",,,,"Zurich","published","20.500.11850/263376",,,,,,"2018-10-09T11:09:24Z","2019-02-03T08:14:30Z","true","176 p.","FORM","Apis dorsata||Western Ghats",
"126322","20.500.11850/3","Beer, Alexander R.||Turowski, Jens M.||Kirchner, James W.",,,,,,,,"2017-06-12T18:28:15Z","2017-06-12T18:28:15Z","2017-01",,,,,,"0148-0227||2169-9003||2169-9011",,"10.1002/2016JF003850","http://hdl.handle.net/20.500.11850/126355","en","American Geophysical Union",,,,"Spatial patterns of erosion in a bedrock gorge","Journal Article","Metadata only",,,"2017-06-12T18:28:30Z",,,,"pub:189080","yes",,,,,,,,,,"imp5936551e8f0ec23124","004474597","85013288119",,"000394904900010","J. geophys. res. Earth surf.","1","Journal of Geophysical Research: Earth Surface","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Published online 13 January 2017.","214","191","Washington, DC","published",,,,,,,"2017-07-12T22:23:19Z","2022-03-28T15:28:43Z","true",,"ECIT",,
"226452","20.500.11850/3","Bugmann, Harald||Cordonnier, Thomas||Truhetz, Heimo||Lexer, Manfred J.",,,,,,,,"2018-03-19T10:02:47Z","2017-06-12T16:49:35Z||2017-07-10T12:03:29Z||2017-07-14T08:48:02Z||2018-01-18T16:14:26Z||2018-03-19T10:02:47Z","2017-01","2016-11-23",,,,,"1436-3798||1436-378X","http://hdl.handle.net/20.500.11850/231055||http://hdl.handle.net/20.500.11850/123265","10.1007/s10113-016-1074-4","http://hdl.handle.net/20.500.11850/251417","en","Springer",,,"ARANGE project||Climate impact assessment||Decision support||Mountain regions","Impacts of business-as-usual management on ecosystem services in European mountain ranges under climate change","Journal Article","Metadata only",,,"2017-06-12T16:53:33Z",,,,"pub:185646","yes",,,,"Advanced multifunctional forest management in European mountain ranges","289437","10.13039/501100000780","EC","FP7",,"imp593654e9acdd862404","003869201","84996921153",,"000394157300002","Reg Environ Change","1","Regional Environmental Change","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"16","3","Heidelberg","published",,,,,,,"2018-04-01T10:13:22Z","2022-03-28T19:30:16Z","true",,"ECIT||FORM",,
"222512","20.500.11850/10","von Freyberg, Jana||Studer, Bjørn||Kirchner, James W.",,,,,,,,"2018-03-01T10:29:34Z","2018-01-25T09:03:46Z||2018-03-01T10:29:34Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/234170","en",,,,,"High - frequency analysis of isotopes and water quality in streamflow and  precipitation at a snowmelt - dominated headwater catchment","Other Conference Item","Metadata only",,,"2018-01-25T09:03:46Z",,,,,"yes","2017 EGU Leonardo Conference ""Water stable isotopes in the hydrological cycle""","October 16-18, 2017","Freiburg, Germany",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Conference lecture on 16 October 2017",,,,"unpublished",,,,,,,"2018-03-01T10:29:36Z","2022-03-28T19:18:17Z","true",,"FORM",,
"237226","20.500.11850/10","Rouholahnejad, Elham||Fan, Ying||Kirchner, James W.",,,,,,,,"2018-06-01T11:14:52Z","2018-01-25T12:22:28Z||2018-06-01T11:14:52Z","2017",,,"application/pdf","10.3929/ethz-b-000234467",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/234467","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Averaging over spatial heterogeneity leads to overestimation of ET in large scale Earth system models","Other Conference Item","Open access",,,"2018-01-25T12:22:29Z",,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","PICO presentation on 27 April 2017.",,"EGU2017-15100-1","Göttingen","published",,,,,,,"2018-06-01T11:14:54Z","2022-03-28T20:20:46Z","true","1 p.","FORM",,"publishedVersion"
"256167","20.500.11850/10","von Freyberg, Jana||Studer, Bjørn||Kirchner, James W.",,,,,,,,"2018-10-04T06:50:37Z","2018-01-25T08:59:36Z||2018-03-06T10:22:46Z||2018-10-04T06:50:37Z","2017",,,,,,,,,"http://hdl.handle.net/20.500.11850/234159","en",,,,,"Insights into streamflow generation mechanisms using high-frequency analysis of isotopes and water quality in streamflow and precipitation","Other Conference Item","Metadata only",,,"2018-01-25T08:59:37Z",,,,,"yes","Workshop on Isotope-based studies of water partitioning and plant-soil interactions in forested and agricultural environments","September 27-29, 2017","San Casciano in Val di Pesa, Italy",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Conference lecture on 27 September 2017",,,,"unpublished",,,,,,,"2018-03-06T10:22:49Z","2022-03-28T21:24:32Z","true",,"FORM",,
"126707","20.500.11850/3","Malatesta, Luca C.||Prancevic, Jeffrey P.||Avouac, Jean-Philippe",,,,,,,,"2017-06-12T18:38:10Z","2017-06-12T18:38:10Z","2017-01",,,,,,"0148-0227||2169-9003||2169-9011",,"10.1002/2015JF003797","http://hdl.handle.net/20.500.11850/126740","en","American Geophysical Union",,,,"Autogenic entrenchment patterns and terraces due to coupling with lateral erosion in incising alluvial channels","Journal Article","Metadata only",,,"2017-06-12T18:38:31Z",,,,"pub:189516","yes",,,,,,,,,,"imp59365525073dd43378","004474597","85013127721",,"000394904900017","J. geophys. res. Earth surf.","1","Journal of Geophysical Research: Earth Surface","122","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Accepted manuscript online 4 October 2016.","355","335","Washington, DC","published",,,,,,,"2017-07-12T14:24:02Z","2022-03-28T15:30:22Z","true",,"ECIT",,
