id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"126983","20.500.11850/41","Kirchner, James W.",,,"2017-06-12T19:08:28Z","2017-06-12T19:08:28Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/127016","en",,,,,"Hydrologic and water quality dynamics, from minutes to millennia, in groundwater and streamflow","Presentation","Metadata only",,,"2017-06-12T19:08:55Z",,,,"pub:189812",,"yes","Geosciences Seminar","May 2016","Aberdeen, Scotland",,,,,,,"imp5936552988e4630051",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Lecture at Unversity of Aberdeen in May 2016.",,,,"unpublished",,,,,,,"2017-07-13T12:06:50Z","2018-11-03T02:00:31Z","true",,"ECIT",,
"125132","20.500.11850/10","Dewachter, Pauwel||Quétier, Fabien||Bassalang, Marie M.||Dessard, Hélène||N'Goran, Paul||Halleson, Durrel||Ndoutoume, Eugene||Chamagne, Juliette||Garcia, Claude",,,"2017-06-12T17:59:08Z","2017-06-12T17:59:08Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125165","en","Association for Tropical Biology and Conservation",,,,"The case for a 'conservation bank' to secure the future of the TRIDOM forest landscape","Other Conference Item","Metadata only","Annual Meeting of the Association for Tropical Biology and Conservation: Tropical Ecology and Society Reconciliating Conservation and Sustainable Use of Biodiversity. Program and Abstracts",,"2017-06-12T17:59:30Z",,,,"pub:187742",,"yes","Annual Meeting of the Association for Tropical Biology and Conservation (ATBC 2016)","June 19-23, 2016","Montpellier, France",,,,,,,"imp5936550b43ba360886",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697",,"135","135","Montpellier","published",,,,,,,"2017-07-18T14:44:24Z","2018-11-03T01:15:42Z","true",,"ECIT",,
"127367","20.500.11850/12","Ghazoul, Jaboury",,,"2017-06-12T19:17:31Z","2017-06-12T19:17:31Z","2016",,,,,"978-0-19-963965-6",,,,"http://hdl.handle.net/20.500.11850/127400","en","Oxford University Press",,,,"Dipterocarp Biology, Ecology, and Conservation","Monograph","Metadata only",,,"2017-06-12T19:18:06Z",,,,"pub:190242",,"yes",,,,,,,,,,"imp5936552f3d6e012869","010677184",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,,,"Oxford","published",,,,,,,"2017-07-18T10:29:01Z","2018-11-03T02:15:49Z","true","307 p.","ECIT",,
"126698","20.500.11850/10","Prancevic, Jeffrey P.||Lamb, Michael P.||Palucis, Marisa C.||Venditti, Jeremy G.",,,"2017-06-12T18:38:06Z","2017-06-12T18:38:06Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/126731","en","Copernicus",,,,"Enhanced stability of hillslopes and channel beds to mass failure","Other Conference Item","Metadata only",,,"2017-06-12T18:38:31Z",,,,"pub:189507",,"yes","EGU General Assembly 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp59365524cd5b424992",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"10528","Katlenburg-Lindau","published",,,,,,,"2017-07-12T11:11:42Z","2018-11-03T01:48:38Z","true","1 p.","ECIT",,
"112856","20.500.11850/3","Froidevaux, Jérémy S.P.||Zellweger, Florian||Bollmann, Kurt||Jones, Gareth||Obrist, Martin K.",,,"2017-06-12T00:44:28Z","2017-06-12T00:44:28Z","2016",,,,,,"0034-4257",,"10.1016/j.rse.2015.12.038","http://hdl.handle.net/20.500.11850/112889","en","Elsevier",,,"Airborne laser scanning||Bat guild||Chiroptera||Field survey||Habitat structure||Passive acoustic echolocation sampling","From field surveys to LiDAR: Shining a light on how bats respond to forest structure","Journal Article","Metadata only",,,"2017-06-12T00:48:07Z",,,,"pub:174502",,"yes",,,,,,,,,,"imp5936541c5aecb55830","000053663","84954289898",,"000371000000021","Remote Sens. Environ.",,"Remote Sensing of Environment","175","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Available online 17 January 2016.","250","242","New York","published",,,,,,,"2017-07-18T10:53:34Z","2021-02-14T13:58:16Z","true",,"ECIT",,
"367855","20.500.11850/14","Zimmermann, Niklaus E.||Schmatz, Dirk R.||Gallien, Laure||Körner, Christian||Huber, Barbara||Frehner, Monika||Küchler, Meinrad||Psomas, Achilleas","Plüss, Andrea R.||Brang, Peter||Augustin, Sabine",,"2020-09-15T11:19:55Z","2017-06-12T17:46:07Z||2020-09-15T11:19:55Z","2016",,,,,"978-3-258-07995-0||3-258-07995-1",,,,"http://hdl.handle.net/20.500.11850/124743","de","Haupt",,,,"Baumartenverbreitung und Standorteignung","Book Chapter","Metadata only","Wald im Klimawandel - Grundlagen für Adaptionsstrategien",,"2017-06-12T17:46:52Z",,,,"pub:187275",,"yes",,,,,,,,,,"imp593655039f07328759","010792547",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems",,"02722",,,"221","199","Bern","published",,,,,,,"2017-07-14T17:33:27Z","2021-02-15T17:15:14Z","true",,"ECIT",,
"126595","20.500.11850/14","Bebi, Peter||Bugmann, Harald||Lüscher, Peter||Lange, Benjamin||Brang, Peter","Pluess, Andrea R.||Augustin, Sabine||Brang, Peter",,"2017-06-12T18:34:56Z","2017-06-12T18:34:56Z","2016",,,,,"978-3-258-07995-0",,,,"http://hdl.handle.net/20.500.11850/126628","de","Haupt",,,,"Auswirkungen des Klimawandels auf Schutzwald und Naturgefahren","Book Chapter","Metadata only","Wald im Klimawandel - Grundlagen für Adaptionsstrategien",,"2017-06-12T18:35:25Z",,,,"pub:189394",,"yes",,,,,,,,,,"imp593655234540566624","010792547",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"282","269","Bern","published",,,,,,,"2017-07-18T09:47:47Z","2020-02-14T17:52:00Z","true",,"ECIT",,
"125193","20.500.11850/10","Wolf, Sebastian||Yin, Dongqin||Roderick, Michael L.",,,"2017-06-12T18:01:23Z","2017-06-12T18:01:23Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125226","en",,,,,"Using Radiative Signatures to Diagnose the Cause of Warming Associated with the Californian Drought","Other Conference Item","Metadata only",,,"2017-06-12T18:02:07Z",,,,"pub:187810",,"yes","American Geophysical Union (AGU) Fall Meeting 2016","December 12-16, 2016","San Francisco, CA, USA",,,,,,,"imp5936550c7bf2516430",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Conference lecture on 12 December 2016.",,,,"published",,,,,,,"2017-07-12T22:03:04Z","2018-11-03T01:16:29Z","true",,"ECIT",,
"125835","20.500.11850/3","García, Claude||Dray, Anne||Waeber, Patrick",,,"2017-06-12T18:16:54Z","2017-06-12T18:16:54Z","2016",,,,,,"0940-5550",,"10.14512/gaia.25.4.13","http://hdl.handle.net/20.500.11850/125868","en","Oekom",,,"Complexity||Critical thinking||Interactive teaching||Participatory modelling||Serious games||Wicked problems","Learning Begins When the Game Is Over: Using Games to Embrace Complexity in Natural Resources Management","Journal Article","Metadata only",,,"2017-06-12T18:17:12Z",,,,"pub:188517",,"yes",,,,,,,,,,"imp5936551705f3068122","000619601","85011995275",,"000393127500011","Gaia","4","GAIA - Ecological Perspectives for Science and Society","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697","Published online 1 January 2016.","291","289","München","published",,,,,,,"2017-08-01T16:29:57Z","2018-11-03T01:25:17Z","true",,"ECIT",,
"125130","20.500.11850/3","Gillet, Pauline||Vermeulen, Cédric||Feintrenie, Laurène||Dessard, Hélène||García, Claude",,,"2017-06-12T17:59:07Z","2017-06-12T17:59:07Z","2016",,,,,,"1370-6233||1780-4507",,,"http://hdl.handle.net/20.500.11850/125163","fr","Les Presses Agronomiques de Gembloux",,,"Déforestation||Causes directes||Facteurs sous-jacents||Afrique centrale||Cameroun||Gabon","Quelles sont les causes de la déforestation dans le bassin du Congo ? Synthèse bibliographique et études de cas","Journal Article","Metadata only",,,"2017-06-12T17:59:30Z",,,,"pub:187740",,"yes",,,,,,,,,,"imp5936550b3933895928","001768034",,,,,"2","Biotechnologie, Agronomie, Société et Environnement","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697",,"194","183","Gembloux","published",,,,,,,"2017-07-20T16:44:48Z","2018-11-03T01:15:38Z","true",,"ECIT",,
"126739","20.500.11850/10","Seybold, Hansjörg F.||Rothman, Daniel H.||Kirchner, James W.",,,"2017-06-12T18:38:26Z","2017-06-12T18:38:26Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126772","en",,,,,"The Role of Surface Water for the Branching Geometry of Mars’ Channel Network","Other Conference Item","Metadata only",,,"2017-06-12T18:38:31Z",,,,"pub:189553",,"yes","American Geophysical Union Fall Meeting 2016","December 12-16, 2016","San Francisco, CA, USA",,,,,,,"imp5936552595b6914350",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Invited presentation on 13 December 2016.",,,,"published",,,,,,,"2017-07-25T18:52:25Z","2018-11-03T01:50:07Z","true",,"ECIT",,
"196814","20.500.11850/16","Smith, James R.",,"Ghazoul, Jaboury||Kettle, Chris J.","2017-11-22T10:16:07Z","2017-06-12T14:44:11Z||2017-08-09T12:50:51Z||2017-10-19T12:25:05Z||2017-11-22T10:16:07Z","2016","2016",,"application/pdf","10.3929/ethz-a-010748000",,,,,"http://hdl.handle.net/20.500.11850/121856","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","DIASPORES (PLANT ECOLOGY)||SAMEN (PFLANZENANATOMIE UND -MORPHOLOGIE)||DIPTEROCARPACEAE (BOTANIK)||DIASPOREN (PFLANZENÖKOLOGIE)||SOUTH EAST ASIA||VERBREITUNGSMITTEL + VERBREITUNGSWEISEN (PFLANZENÖKOLOGIE)||AUSBREITUNG + WANDERUNG (GEOBOTANIK)||DISTRIBUTION MEANS + DISTRIBUTION HABITS (PLANT ECOLOGY)||DISPERSAL + MIGRATION (GEOBOTANY)||DIPTEROCARPACEAE (BOTANY)||SEEDS (PLANT ANATOMY AND MORPHOLOGY)||SÜDOSTASIEN","Seed dispersal, spatial aggregation and fine-scale genetic structure in the dipterocarpaceae","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::580 - Botanical sciences","2017-06-12T14:44:42Z",,,,"pub:184117","eth:49876","yes",,,,,,,,,"23641","imp59366b9fa395147647||imp593654cf6e46e67615","010748000",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","02350||03723","03723",,,,"Zürich","published",,,,,,,"2017-07-20T14:27:24Z","2021-02-14T20:38:13Z","true","1 Band","ECOL||ECIT",,
"126805","20.500.11850/10","Kirchner, James W.",,,"2017-06-12T19:03:20Z","2017-06-12T19:03:20Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126838","en",,,,,"Isotopic indicators of water ages, from minutes to millennia, in groundwater and streamflow","Other Conference Item","Metadata only",,,"2017-06-12T19:03:39Z",,,,"pub:189628",,"yes","2016 CUAHSI Biennial Symposium","July 24-27, 2016","Shepherdstown, WV, USA",,,,,,,"imp59365526c4da590683",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Invited keynote presentation on 25 July 2016.",,,,"unpublished",,,,,,,"2017-07-12T14:15:39Z","2018-11-03T01:52:12Z","true",,"ECIT",,
"198776","20.500.11850/16","Tito de Morais, Claire",,"Ghazoul, Jaboury||Kettle, Chris J.","2017-11-29T10:26:58Z","2017-06-12T16:57:40Z||2017-11-29T10:26:58Z","2016","2016",,"application/pdf","10.3929/ethz-a-010797680",,,,,"http://hdl.handle.net/20.500.11850/123357","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","SPORENAUSBREITUNG + POLLENAUSBREITUNG (BOTANIK)||INDIEN (SÜDASIEN). REPUBLIK INDIEN||GENOTYPE + GENOTYPIC VARIATION (PLANT GENETICS)||INDIA (SOUTH ASIA). REPUBLIC OF INDIA||EAST MALAYSIA + MALAYAN PART OF BORNEO (MALAYSIA)||FORSTGENETIK (FORSTBOTANIK)||GENOTYP + GENOTYPISCHE VARIATION (PFLANZENGENETIK)||DIPTEROCARPACEAE (BOTANIK)||SEYCHELLES (INDIAN OCEAN). REPUBLIC OF SEYCHELLES||OST-MALAYSIA + MALAIISCHER TEIL VON BORNEO (MALAYSIA)||SEYCHELLEN (INDISCHER OZEAN). REPUBLIK SEYCHELLEN||FOREST GENETICS (FOREST BOTANY)||SPORE DISPERSAL + POLLEN DISPERSAL (BOTANY)||GESCHLECHTLICHE FORTPFLANZUNG (PFLANZENPHYSIOLOGIE)||DIPTEROCARPACEAE (BOTANY)||SEXUAL REPRODUCTION (PLANT PHYSIOLOGY)","Fine-scale genetic structure, gene flow and mating systems in dipterocarp forests","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::580 - Botanical sciences||DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-12T16:58:26Z",,,,"pub:185742","eth:50166","yes",,,,,,,,,"23638","imp59366ba4a880376329||imp593654eb01c5745820","010797680",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","02350||03723","03723",,,,"Zürich","published",,,,,,,"2017-07-13T05:59:28Z","2021-02-14T20:56:36Z","true","1 Band","ECOL||ECIT",,
"110482","20.500.11850/3","Rader, Romina||Bartomeus, Ignasi||Garibaldi, Lucas A.||Garratt, Michael P.D.||Howlett, Brad G.||Winfree, Rachael||Cunningham, Saul A.||Mayfield, Margaret M.||Arthur, Anthony D.||Andersson, Gerog K.S.||Bommarco, Riccardo||Brittain, Claire||Carvalheiro, Luísa G.||Chacoff, Natacha P.||Entling, Martin H.||Foully, Benjamin||Freitas, Breno M.||Gemmill-Herren, Barbara||Ghazoul, Jaboury||Griffin, Sean R.||Gross, Caroline L.||Herbertsson, Lina||Herzog, Felix||Hipólito, Juliana||Jaggar, Sue||Jauker, Frank||Klein, Alexandra-Maria||Kleijn, David||Krishnan, Smitha||Lemos, Camila Q.||Lindström, Sandra A.M.||Mandelik, Yael||Monteiro, Victor M.||Nelson, Warrick||Nilsson, Lovisa||Pattemore, David E.||Pereira, Natália D.O.||Pisanty, Gideon||Potts, Simon G.||Reemer, Menno||Rundlöf, Maj||Sheffield, Cory S.||Scheper, Jeroen||Schüepp, Christof||Smith, Henrik G.||Stanley, Dara A.||Stout, Jane C.||Szentgyörgyi, Hajnalka||Taki, Hisamoto||Vergara, Carlos H.||Viana, Blandina F.||Woyciechowski, Michal",,,"2017-06-11T23:10:56Z","2017-06-11T23:10:56Z","2016-01",,,,,,"0027-8424||1091-6490",,"10.1073/pnas.1517092112","http://hdl.handle.net/20.500.11850/110515","en","National Academy of Sciences",,,,"Non-bee insects are important contributors to global crop pollination","Journal Article","Metadata only",,,"2017-06-11T23:11:43Z",,,,"pub:171753",,"yes",,,,,,,,,,"imp593653f583b4579826","001003347","84953340661",,"000367520400047","Proc Natl Acad Sci U S A","1","Proceedings of the National Academy of Sciences of the United States of America","113","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723","Published online 30 November 2015.","151","146","Washington, DC","published",,,,,,,"2017-07-19T08:19:35Z","2022-03-28T14:32:30Z","true",,"ECIT",,
"156045","20.500.11850/16","Garcia Ulloa, John Alejandro",,"Ghazoul, Jaboury||Koh, Lian Pin","2017-06-14T07:28:16Z","2017-06-14T07:28:16Z","2016","2016",,"application/pdf","10.3929/ethz-a-010798265",,,,,"http://hdl.handle.net/20.500.11850/156078","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","GENETISCHE VERARMUNG UND REDUKTION DER BIODIVERSITÄT (UMWELTPROBLEME)||WALDZERSTÖRUNG + ANTHROPOGENE WALDSCHÄDEN||FORSTWIRTSCHAFT IN DEN TROPEN UND SUBTROPEN||ÖLPALMEN (NUTZPFLANZEN)||LANDNUTZUNG (NATURSCHUTZ)||UMWIDMUNG + WIEDERNUTZUNG VON FLÄCHEN (RAUMPLANUNG)||ÜBERÖRTLICHE PLANUNG AUF REGIONALER EBENE (RAUMPLANUNG)||LANDNUTZUNG (RAUMPLANUNG)||GENETIC IMPOVERISHMENT AND REDUCTION OF BIODIVERSITY (ENVIRONMENTAL PROBLEMS)||FOREST DESTRUCTION + ANTHROPOGENIC FOREST DAMAGES||FORESTRY IN THE TROPICS AND SUBTROPICS||OIL PALMS (FRUIT GROWING)||LAND USE (NATURE CONSERVATION)||RESCHEDULING + REUSE OF LAND (PHYSICAL PLANNING)||PLANNING ON A PROVINCIAL, COUNTY SCALE (PHYSICAL PLANNING)||LAND USE (PHYSICAL PLANNING)","Improving Conservation Perspectives of Land-Use Change Policies in the Tropics","Doctoral Thesis","Closed access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::570 - Life sciences","2017-06-14T07:38:21Z",,,,,"eth:50177","yes",,,,,,,,,"23736","imp59366ba4df1b611247","010798265",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","02350||03723","03723","Dissertation. ETH Zürich. 2016. No. 23736.",,,"Zürich","published",,,,,,,"2017-07-18T19:30:42Z","2022-03-28T16:28:43Z","true","1 Band","ECOL",,
