id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"259230","20.500.11850/3","Mauck, Kerry E.||De Moraes, Consuelo M.||Mescher, Mark C.",,,,,"2018-10-19T09:16:03Z","2017-06-11T19:05:50Z||2018-10-19T09:16:03Z","2015-06-04",,"Plant viruses can profoundly alter the phenotypes of their host plants, with potentially far-reaching implications for ecology. Yet few studies have explored the indirect, host-mediated, effects of plant viruses on non-vector insects. We examined how infection of Cucurbita pepo plants by Cucumber mosaic virus (CMV) impacted the susceptibility of aphids (Myzus persicae) to attack by the parasitoid wasp Aphidius colemani. In semi-natural foraging assays, we observed higher rates of aphid parasitism on infected plants compared to healthy plants. Subsequent experiments revealed that this difference is not explained by different attack rates on plants differing in infection status, but rather by the fact that parasitoid larvae successfully complete their development more often when aphid hosts feed on infected plants. This suggests that the reduced nutritional quality of infected plants as host for aphids—documented in previous studies—compromises their ability to mount effective defenses against parasitism. Furthermore, our current findings indicate that the aphid diet during parasitoid development (rather than prior to wasp oviposition) is a key factor influencing resistance. These findings complement our previous work showing that CMV-induced changes in host plant chemistry alter patterns of aphid recruitment and dispersal in ways conducive to virus transmission.","application/pdf","10.3929/ethz-b-000103685",,"2045-2322",,"10.1038/srep10963","http://hdl.handle.net/20.500.11850/103685","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Behavioural ecology||Chemical ecology||virology","Infection of host plants by Cucumber mosaic virus increases the susceptibility of Myzus persicae aphids to the parasitoid Aphidius colemani",,"Journal Article","Open access",,,"2017-06-11T19:06:44Z",,"pub:162085",,"yes",,,,,,,,,,,,,"imp5936536d9b00612677","006751867",,,"000355724700002","Sci Rep",,"Scientific Reports","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909",,,"10963","London","published",,,,,,"2017-07-26T06:04:12Z","2021-02-15T02:14:01Z","true","9 p.","ECIT",,"publishedVersion"
"247871","20.500.11850/3","Rice, Kevin B.||Fleischer, Shelby J.||De Moraes, Consuelo M.||Mescher, Mark C.||Tooker, John F.||Gish, Moshe",,,,,"2018-08-09T13:05:14Z","2017-06-11T18:11:15Z||2018-08-09T13:05:14Z","2015-06-02",,"Marking organisms with fluorescent dyes and powders is a common technique used in ecological field studies that monitor movement of organisms to examine life history traits, behaviors, and population dynamics. External fluorescent marking is relatively inexpensive and can be readily employed to quickly mark large numbers of individuals; however, the ability to detect marked organisms in the field at night has been hampered by the limited detection distances provided by portable fluorescent ultraviolet lamps. In recent years, significant advances in LED lamp and laser technology have led to development of powerful, low-cost ultraviolet light sources. In this study, we evaluate the potential of these new technologies to improve detection of fluorescent-marked organisms in the field and to create new possibilities for tracking marked organisms in visually challenging environments such as tree canopies and aquatic habitats. Using handheld lasers, we document a method that provides a fivefold increase in detection distance over previously available technologies. This method allows easy scouting of tree canopies (from the ground), as well as shallow aquatic systems. This novel detection method for fluorescent-marked organisms thus promises to significantly enhance the use of fluorescent marking as a non-destructive technique for tracking organisms in natural environments, facilitating field studies that aim to document otherwise inaccessible aspects of the movement, behavior, and population dynamics of study organisms, including species with significant economic impacts or relevance for ecology and human health.","application/pdf","10.3929/ethz-b-000102226",,"1932-6203",,"10.1371/journal.pone.0129175","http://hdl.handle.net/20.500.11850/102226","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Handheld Lasers Allow Efficient Detection of Fluorescent Marked Organisms in the Field",,"Journal Article","Open access",,,"2017-06-11T18:11:47Z",,"pub:160354",,"yes",,,,,,,,,,,,,"imp5936534b7434d85829","006206116",,,"000355699100069","PLoS ONE","6","PLoS ONE","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03970||03909","03970||03909",,,"e0129175","San Francisco, CA","published",,,,,,"2017-07-13T09:21:32Z","2021-02-15T01:12:12Z","true","9 p.","ECIT",,"publishedVersion"
"108206","20.500.11850/21","Last, Luisa||Buchmann, Nina||Gilgen, Anna K.||Grant, Michelle||Shreck, Aimee",,,,,"2017-06-11T21:50:50Z","2017-06-11T21:50:50Z","2015-06",,,,,,,,,"http://hdl.handle.net/20.500.11850/108239","en","ETH Zurich World Food System Center",,,,"Foresight study: Research for a sustainable Swiss food system",,"Report","Metadata only",,,"2017-06-11T21:51:44Z",,"pub:169036",,"yes",,,,,,,,,,,,,"imp593653cac00e813148",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,,,"Zürich","published",,,,,,"2017-07-19T10:51:38Z","2018-11-02T20:57:10Z","true","150 p.","ECIT",,
"101355","20.500.11850/3","Gasser, Michael||Hammelehle, Andreas||Oberson, Astrid||Frossard, Emmanuel||Mayer, Jochen",,,,,"2017-06-11T17:44:49Z","2017-06-11T17:44:49Z","2015-06",,,,,,"0038-0717||1879-3428",,"10.1016/j.soilbio.2015.02.002","http://hdl.handle.net/20.500.11850/101388","en","Elsevier",,,"Rhizodeposition||Red clover||Bias||N-15 leakage||Pulse-labelling","Quantitative evidence of overestimated rhizodeposition using N-15 leaf-labelling",,"Journal Article","Metadata only",,,"2017-06-11T17:45:47Z",,"pub:159187",,"yes",,,,,,,,,,,,,"imp59365337cc6ee29100","000036683",,,"000354344900002","Soil biol. biochem.",,"Soil Biology and Biochemistry","85","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Received 31 October 2014, Revised 9 February 2015, Accepted 9 February 2015, Published online 25 February 2015.","20","10","Amsterdam","published",,,,,,"2017-07-13T19:30:19Z","2021-02-14T12:59:44Z","true",,"ECIT",,
"103063","20.500.11850/3","Blessing, Carola H.||Werner, Roland A.||Siegwolf, Rolf||Buchmann, Nina",,,,,"2017-06-11T18:42:12Z","2017-06-11T18:42:12Z","2015-06",,,,,,"0829-318X||1758-4469",,"10.1093/treephys/tpv024","http://hdl.handle.net/20.500.11850/103096","en","Oxford University Press",,,"Beech (Fagus sylvatica)||Carbon allocation||Non-structural C compounds||Pulse-labelling","Allocation dynamics of recently fixed carbon in beech saplings in response to increased temperatures and drought",,"Journal Article","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161288",,"yes",,,,,,,,,,,,,"imp5936535faee4915179","000035127","84942318175",,"000357893400002",,"6","Tree Physiology","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648","Received 21 August 2014, Accepted 8 March 2015, Published online 15 April 2015.","598","585","Victoria","published",,,,,,"2017-07-19T08:39:33Z","2018-11-02T19:39:46Z","true",,"ECIT",,
"102047","20.500.11850/3","Nilsson, R. Henrik||Tedersoo, Leho||Ryberg, Martin||Kristiansson, Erik||Hartmann, Martin||Unterseher, Martin||Porter, Teresita M.||Bengtsson-Palme, Johan||Walker, Donald M.||Sousa, Filipe de||Gamper, Hannes A.||Larsson, Ellen||Larsson, Karl-Henrik||Koljalg, Urmas||Edgar, Robert C.||Abarenkov, Kessy",,,,,"2017-06-11T18:07:31Z","2017-06-11T18:07:31Z","2015-06",,,,,,"1342-6311",,"10.1264/jsme2.ME14121","http://hdl.handle.net/20.500.11850/102080","en","Japanese Society of Microbial Ecology (JSME)",,,"Fungi||Chimera detection||Reference dataset||Molecular ecology||PCR artifacts","A comprehensive, automatically updated fungal ITS sequence dataset for reference-based chimera control in environmental sequencing efforts",,"Journal Article","Metadata only",,,"2017-06-11T18:08:34Z",,"pub:160204",,"yes",,,,,,,,,,,,,"imp59365347a16a127179","004108591",,,"000356608500005",,"2","Microbes and Environments","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Received 25 August 2014, Accepted 14 January 2015, Published online 19 March 2015.","150","145","S.l.","published",,,,,,"2017-07-15T10:23:26Z","2018-11-02T19:23:51Z","true",,"ECIT",,
"167730","20.500.11850/3","Pausch, Hubert||Wurmser, Christine||Reinhardt, Friedrich||Emmerling, Reiner||Fries, Ruedi",,,,,"2017-07-10T09:29:51Z","2017-06-19T12:15:51Z||2017-06-30T10:09:30Z||2017-07-10T09:29:51Z","2015-06","2015-04-16",,,,,"0022-0302||1525-3198",,"10.3168/jds.2015-9402","http://hdl.handle.net/20.500.11850/161503","en","Elsevier",,,"Sequence imputation||Causal variant||QTN||Validation","Short communication: Validation of 4 candidate causative trait variants in 2 cattle breeds using targeted sequence imputation",,"Journal Article","Metadata only",,"DDC - DDC::6 - Technology, medicine and applied sciences::660 - Chemical engineering||DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture","2017-06-19T12:15:52Z",,,,"no",,,,,,,,,,,,,,,,,,"J. Dairy Sci.","6","Journal of Dairy Science","98","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","02703||09575","09575",,"4167","4162","Savoy, IL","published",,,,,,"2017-06-30T10:09:32Z","2022-03-28T17:09:41Z","true",,"BATCH",,
"100926","20.500.11850/3","Cao, Jian||Lee, Juhwan||Six, Johan||Yan, Yun||Zhang, Fusuo||Fan, Mingsheng",,,,,"2017-06-11T17:28:29Z","2017-06-11T17:28:29Z","2015-06",,,,,,"1164-5563||1778-3615",,"10.1016/j.ejsobi.2015.03.009","http://hdl.handle.net/20.500.11850/100959","en","Elsevier",,,"Denitrification||Manure amendments||N2O emissions||Soil carbon sequestration||Soil microbial community||Denitrification enzyme activity","Changes in potential denitrification-derived N2O emissions following conversion of grain to greenhouse vegetable cropping systems",,"Journal Article","Metadata only",,,"2017-06-11T17:28:48Z",,"pub:158606",,"yes",,,,,,,,,,,,,"imp5936532e1b80f28697","000894041",,,"000353857100012","Eur. J. Soil Biol.",,"European Journal of Soil Biology","68","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03982","03982","Received 10 October 2014, Revised 16 March 2015, Accepted 24 March 2015, Published online 30 March 2015.","100","94","Paris","published",,,,,,"2017-07-15T10:23:28Z","2022-03-28T13:52:10Z","true",,"ECIT",,
"101857","20.500.11850/3","Pfahler, Verena||Glaser, Bruno||McKey, Doyle||Klemt, Eckehard",,,,,"2017-06-11T18:00:03Z","2017-06-11T18:00:03Z","2015-06",,,,,,"1436-8730||0044-3263||1522-2624",,"10.1002/jpln.201400279","http://hdl.handle.net/20.500.11850/101890","en","Weinheim",,,"Cs-137||Unsupported Pb-210||Plinthosol||Soil management","Soil redistribution in abandoned raised fields in French Guiana assessed by radionuclides",,"Journal Article","Metadata only",,,"2017-06-11T18:01:00Z",,"pub:160001",,"yes",,,,,,,,,,,,,"imp593653435f4ef97002","000000853",,,"000355849900017","J. Plant Nutr. Soil Sci.","3","Journal of Plant Nutrition and Soil Science","178","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Accepted 9 February 2015.","476","468","Wiley-Blackwell","published",,,,,"true","2017-07-18T13:46:26Z","2018-11-02T19:21:29Z","true",,"ECIT",,
"100960","20.500.11850/3","Gull, J.M.||Stahl, M.||Osmann, C.||Ortmann, S.||Kreuzer, M.||Hatt, J.M.||Clauss, M.",,,,,"2017-06-11T17:31:01Z","2017-06-11T17:31:01Z","2015-06",,,,,,"0931-2439||1439-0396",,"10.1111/jpn.12223","http://hdl.handle.net/20.500.11850/100993","en","Wiley-Blackwell",,,"Giant anteater||Diet||Soft faeces||Faecal consistency","Digestive physiology of captive giant anteaters (Myrmecophaga tridactyla): determinants of faecal dry matter content",,"Journal Article","Metadata only",,,"2017-06-11T17:31:56Z",,"pub:158643",,"yes",,,,,,,,,,,,,"imp5936532ef1d0e29374",,"84940274315",,"000353360500019","J. Anim. Physiol. Anim. Nutr.","3","Journal of Animal Physiology and Animal Nutrition","99","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03428 - Kreuzer, Michael (emeritus) / Kreuzer, Michael (emeritus)","03428","03428","Received 12 December 2013, Accepted 12 June 2014, Article first published online 5 July 2014.","576","565","Berlin","published",,,,,"true","2017-07-18T16:45:13Z","2022-03-28T13:52:24Z","true",,"ECIT",,
